dz,place,distance,LSOA01NM,TTWA01CD,TTWA01CDO,TTWA01NM,LAD07CD,LAD07NM,area
S01001937,Edinburgh,4697.800197179378,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",258265.7880107044
S01001938,Edinburgh,2679.1152753439,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",116757.34448080174
S01001939,Edinburgh,2773.6547598611096,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",51751.24105721996
S01001940,Edinburgh,2717.7336414780366,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",97751.81474244468
S01001941,Edinburgh,2865.7168548243058,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",267186.9048706102
S01001942,Edinburgh,2611.7633775463723,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",48417.27666759574
S01001943,Edinburgh,5716.398873017016,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",228297.11674602766
S01001944,Edinburgh,2424.3774061293043,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",447680.3095569367
S01001945,Edinburgh,2379.158549338836,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",152823.78099974763
S01001946,Edinburgh,6055.580944340161,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",112332.0308712411
S01001947,Edinburgh,2968.1875028141944,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",419598.1950655187
S01001948,Edinburgh,4767.03857260291,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",106051.0132071863
S01001949,Edinburgh,5425.247622158346,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",92539.11511617726
S01001950,Edinburgh,3849.826278997863,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",88226.29558121908
S01001951,Edinburgh,3320.985782706733,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",404486.82555800996
S01001952,Edinburgh,2404.2586738410246,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",98572.04278052942
S01001953,Edinburgh,2550.953880786954,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",135397.22102046106
S01001954,Edinburgh,7774.476641830484,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",2201388.4819892063
S01001955,Edinburgh,4999.756216060893,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",145249.48398017572
S01001956,Edinburgh,4932.263885655206,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",94955.48739578536
S01001957,Edinburgh,4193.45120833947,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",176144.3701420902
S01001958,Edinburgh,2922.0528678655573,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",111050.93792152041
S01001959,Edinburgh,11774.816404897436,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",5462899.302881346
S01001960,Edinburgh,2640.5529027912353,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",218261.45276779294
S01001961,Edinburgh,3333.2861104436893,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",84129.10252376978
S01001962,Edinburgh,5755.766481124628,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",600746.378933592
S01001963,Edinburgh,3584.2818070466815,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",102124.12078866563
S01001964,Edinburgh,7105.005553006346,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",554793.5353680785
S01001965,Edinburgh,4627.719261696344,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",124251.00071156747
S01001966,Edinburgh,3745.980882945945,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",273699.8686255822
S01001967,Edinburgh,6056.90276080814,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",89568.50016692423
S01001968,Edinburgh,2961.9437218462203,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",190108.38071433973
S01001969,Edinburgh,3882.7673491262517,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",95744.99243866517
S01001970,Edinburgh,2156.963287246076,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",173756.56131497645
S01001971,Edinburgh,5270.728804795826,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",139715.9243251216
S01001972,Edinburgh,3171.2357321414897,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",42528.70100485717
S01001973,Edinburgh,6418.325739630285,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",313122.2217190085
S01001974,Edinburgh,2335.536711185097,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",119081.0381984071
S01001975,Edinburgh,1986.0238488779662,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",216855.50701176186
S01001976,Edinburgh,2548.0856529540947,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",74164.48041910656
S01001977,Edinburgh,4177.626621337341,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",354609.4692726736
S01001978,Edinburgh,4772.85168155224,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",220255.34843279666
S01001979,Edinburgh,2106.00873540996,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",214860.63485801543
S01001980,Edinburgh,3142.2218146448854,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",44107.026828225156
S01001981,Edinburgh,2126.9581516536664,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",120316.26853703464
S01001982,Edinburgh,4068.1256937240137,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",247989.98380607602
S01001983,Edinburgh,2019.2340136734279,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",76164.05305500238
S01001984,Edinburgh,3370.0598759794484,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",71941.38639681552
S01001985,Edinburgh,5728.677885025673,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",106311.00019751291
S01001986,Edinburgh,3199.040478821377,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",27390.587306067064
S01001987,Edinburgh,1845.49643148288,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",35776.97082198802
S01001988,Edinburgh,5951.21392039309,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",111317.62304756722
S01001989,Edinburgh,2821.003978446527,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",595286.1086596363
S01001990,Edinburgh,1888.4240307932098,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",150518.3306558103
S01001991,Edinburgh,5441.571591073171,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",137350.00025570978
S01001992,Edinburgh,2146.710508874798,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",151835.57823291747
S01001993,Edinburgh,2347.912305437557,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",119824.88923485612
S01001994,Edinburgh,2750.8967241285304,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",110897.68795063623
S01001995,Edinburgh,6802.512072402976,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",71949.41474245707
S01001996,Edinburgh,2053.209518035926,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",33877.71369476645
S01001997,Edinburgh,3610.270572759984,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",178443.65608482982
S01001998,Edinburgh,5183.485313378105,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",74490.00013819046
S01001999,Edinburgh,1723.0121521037383,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",27307.906551366334
S01002000,Edinburgh,5197.604737333634,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",148458.53018124754
S01002001,Edinburgh,2995.724563810111,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",48083.334626386524
S01002002,Edinburgh,1684.8898059356366,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",32204.6013927354
S01002003,Edinburgh,6618.05965541135,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",1300072.0974239693
S01002004,Edinburgh,2489.4956437859887,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",51540.86234716938
S01002005,Edinburgh,4324.776443371898,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",116334.96577527143
S01002006,Edinburgh,5661.141105811473,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",360379.62858751474
S01002007,Edinburgh,3132.960797134898,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",35286.020814397496
S01002008,Edinburgh,2094.3086481337427,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",84886.56367292145
S01002009,Edinburgh,1709.3006344844985,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",74302.67319406505
S01002010,Edinburgh,1671.8932115630985,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",21664.739562503284
S01002011,Edinburgh,7260.1460003413695,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",170458.24744509335
S01002012,Edinburgh,2303.3176956909592,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",26905.332888842706
S01002013,Edinburgh,1603.2855771680647,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",117069.95203633916
S01002014,Edinburgh,1576.5239939122005,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",56187.37509282495
S01002015,Edinburgh,6531.75748835948,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",150986.54616736464
S01002016,Edinburgh,2595.204278154947,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",34399.20958156669
S01002017,Edinburgh,4728.734907006325,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",328087.9466933826
S01002018,Edinburgh,6205.015360658514,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",112370.15094556779
S01002019,Edinburgh,1562.9264689579466,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",28728.920737733384
S01002020,Edinburgh,1665.1696993885557,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",12367.128156012051
S01002021,Edinburgh,4667.64902922935,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",587093.486282048
S01002023,Edinburgh,1820.088250357513,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",47782.14682145089
S01002024,Edinburgh,1941.8186079787856,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",38879.52236783726
S01002025,Edinburgh,2391.2383511645094,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",36060.93631763493
S01002026,Edinburgh,5606.157802212996,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",126575.54130662237
S01002027,Edinburgh,1658.3619235987471,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",48742.650149669505
S01002028,Edinburgh,1963.7823704240382,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",312500.24345890165
S01002029,Edinburgh,1487.4788314481118,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",24941.135663868627
S01002030,Edinburgh,2222.372856670695,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",23008.568985914237
S01002031,Edinburgh,3469.687962150054,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",270701.0508811045
S01002032,Edinburgh,2036.8580346056929,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",43483.45383623165
S01002033,Edinburgh,2750.068684556951,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",184899.00553700075
S01002034,Edinburgh,1478.2623434485358,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",44478.59946521545
S01002035,Edinburgh,5236.573266428676,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",160488.77038665608
S01002036,Edinburgh,3033.2118650556113,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",99670.60816947381
S01002037,Edinburgh,1386.4806796275607,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",34325.38248301707
S01002038,Edinburgh,1454.5015251338127,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",127978.52475792661
S01002039,Edinburgh,3461.791282155652,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",1287020.4277634681
S01002040,Edinburgh,2406.658014857583,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",54073.6302185555
S01002041,Edinburgh,1714.981875425179,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",71802.5886996248
S01002042,Edinburgh,6003.206675915044,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",229221.25191317502
S01002043,Edinburgh,4099.271298062288,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",115370.30739664675
S01002044,Edinburgh,5168.328589976474,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",69410.91445589972
S01002045,Edinburgh,6844.488662226523,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",411743.17076513363
S01002046,Edinburgh,2108.594019832424,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",38150.25579931131
S01002047,Edinburgh,1538.8818770478556,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",58483.86004860888
S01002048,Edinburgh,1435.4021089442506,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",52307.28504052306
S01002049,Edinburgh,1532.196802739657,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",51911.01867369595
S01002050,Edinburgh,4500.550997429703,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",227953.6336440779
S01002051,Edinburgh,5578.12503589265,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",264999.38507344085
S01002052,Edinburgh,2413.801995692516,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",40503.98152779022
S01002053,Edinburgh,1343.9743139106442,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",30966.828159516783
S01002054,Edinburgh,1566.2658880809681,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",38706.65375897219
S01002055,Edinburgh,6054.534592313536,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",253715.51162799026
S01002056,Edinburgh,3829.304305587299,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",194011.41562634092
S01002057,Edinburgh,5166.06468358873,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",228627.11869298163
S01002058,Edinburgh,1766.5674571539405,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",186913.04282488272
S01002059,Edinburgh,2183.140106354405,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",77872.59694819951
S01002060,Edinburgh,1262.2505258495105,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",27465.037682247035
S01002061,Edinburgh,1294.3340962208654,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",26857.99037841437
S01002062,Edinburgh,5048.771808763286,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",103943.27541744713
S01002063,Edinburgh,1378.9369940904717,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",86751.2780121407
S01002064,Edinburgh,2482.8018172432094,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",147352.7060407637
S01002065,Edinburgh,1079.1341778809067,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",141630.7835701597
S01002066,Edinburgh,1017.5173895823954,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",477406.13536939473
S01002067,Edinburgh,6002.148547409283,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",169292.05977653674
S01002068,Edinburgh,1968.4943575457653,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",33929.94397271194
S01002069,Edinburgh,4269.093676738046,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",117128.84466852466
S01002070,Edinburgh,1316.1266390823716,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",46984.90131994746
S01002071,Edinburgh,1181.2793008014473,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",31891.347573846495
S01002072,Edinburgh,3378.3293463429522,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",430627.40936834586
S01002073,Edinburgh,1811.5344532020022,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",21951.436588375058
S01002074,Edinburgh,4028.2433820159386,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",153410.5086785928
S01002075,Edinburgh,2873.003395386073,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",130129.19273789649
S01002076,Edinburgh,1102.7738053866135,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",50709.38892618609
S01002077,Edinburgh,7178.86304958953,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",186539.25163700228
S01002078,Edinburgh,9515.344949592181,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",15365991.892902087
S01002079,Edinburgh,1437.0468646961633,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",54669.80949763138
S01002080,Edinburgh,4557.153726241986,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",223989.049395843
S01002081,Edinburgh,1668.1010212157396,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",47285.00173042495
S01002082,Edinburgh,2473.7670549872,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",134462.57192900422
S01002083,Edinburgh,5414.91552144847,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",91629.073865561
S01002084,Edinburgh,1771.9891889869439,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",83353.02048867772
S01002085,Edinburgh,996.7736048322877,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",28742.865528163675
S01002086,Edinburgh,867.3956173216643,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",48628.85645644973
S01002087,Edinburgh,985.8631715267402,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",83910.78758684125
S01002088,Edinburgh,5920.684431716771,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",232082.71611502924
S01002089,Edinburgh,5875.516590808537,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",228624.91523576595
S01002090,Edinburgh,6608.931348459764,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",369203.5000956608
S01002091,Edinburgh,1211.3858731630341,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",111217.12939046028
S01002092,Edinburgh,5031.174173908333,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",527463.3132498667
S01002093,Edinburgh,826.5368352247572,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",83045.67449021185
S01002094,Edinburgh,2979.1374593025052,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",334424.9001009735
S01002095,Edinburgh,3965.0913671961966,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",398268.08972571965
S01002096,Edinburgh,7099.678645555023,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",429853.2209178585
S01002097,Edinburgh,4147.182343848706,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",180435.98586943172
S01002098,Edinburgh,3357.54655890374,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",143395.74660162913
S01002099,Edinburgh,1910.5297656465393,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",121436.02786100234
S01002100,Edinburgh,4715.4123655273215,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",437844.54447556654
S01002101,Edinburgh,1868.0454091824708,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",2566667.5747849904
S01002102,Edinburgh,3645.807324877047,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",85308.04795688063
S01002103,Edinburgh,6888.140332005975,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",110230.95347059231
S01002104,Edinburgh,826.5419809956005,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",80442.99275783138
S01002105,Edinburgh,3049.034499286795,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",210199.78530096592
S01002106,Edinburgh,477.8158024510979,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",99104.41048523445
S01002107,Edinburgh,3862.9573829833553,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",109133.11568681926
S01002108,Edinburgh,494.6721218610844,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",118916.37243214817
S01002109,Edinburgh,1068.1665446264785,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",237257.47187098794
S01002110,Edinburgh,2309.228706513554,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",391054.58386658045
S01002111,Edinburgh,6232.5896713622915,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",274672.86072539486
S01002112,Edinburgh,5768.779221860472,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",179014.30367816257
S01002113,Edinburgh,6573.235165259408,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",207289.70634862393
S01002114,Edinburgh,5250.987528029021,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",213944.18829173112
S01002115,Edinburgh,1693.4630454145688,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",151667.06261104246
S01002116,Edinburgh,5145.859705033003,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",298289.60823823384
S01002117,Edinburgh,495.230984687208,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",202167.22520669588
S01002118,Edinburgh,557.9381117897103,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",98562.15800127626
S01002119,Edinburgh,3441.161854154359,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",92514.6351274735
S01002120,Edinburgh,7109.54699682228,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",137515.27699765016
S01002121,Edinburgh,3637.1255467652204,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",71445.59212744047
S01002122,Edinburgh,3013.9852234058917,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",354448.18737303343
S01002123,Edinburgh,5808.950397888592,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",275219.7707293389
S01002124,Edinburgh,2907.4612767421117,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",170891.59417212973
S01002125,Edinburgh,5380.824411191158,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",157624.7918076307
S01002126,Edinburgh,3766.6492296675574,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",69265.00012880933
S01002127,Edinburgh,4697.425023325009,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",149094.83068707614
S01002128,Edinburgh,954.8171507721584,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",299663.30754957127
S01002129,Edinburgh,858.4234256679491,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",167483.8791117163
S01002130,Edinburgh,4019.02309579204,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",156151.50022690158
S01002131,Edinburgh,0.0,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",483091.61275779235
S01002132,Edinburgh,3122.4503001241983,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",108983.24149246096
S01002133,Edinburgh,1478.2563160233005,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",179225.83729510664
S01002134,Edinburgh,6668.426832111362,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",131564.50024568502
S01002135,Edinburgh,4206.2359509371145,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",1448413.3557594414
S01002136,Edinburgh,1984.882886781168,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",231310.71335178058
S01002137,Edinburgh,7308.942548745749,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",140106.0932257515
S01002138,Edinburgh,6912.6546005413475,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",123805.29855844105
S01002139,Edinburgh,2639.860839355883,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",51198.038340980114
S01002140,Edinburgh,6057.716620722052,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",105376.08804986268
S01002141,Edinburgh,5066.611807397091,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",87142.10783208135
S01002142,Edinburgh,5367.547528571942,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",539627.3192546879
S01002143,Edinburgh,3410.8785616362634,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",238256.44457845343
S01002144,Edinburgh,3254.600455475725,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",243128.87606998818
S01002145,Edinburgh,1054.8440732830393,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",157569.58982124057
S01002146,Edinburgh,2398.068588057662,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",45676.50799184619
S01002147,Edinburgh,6317.1800039298605,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",137152.96931369774
S01002148,Edinburgh,2737.194718727608,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",297230.3495311205
S01002149,Edinburgh,4806.714268086759,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",91504.70954770368
S01002150,Edinburgh,2669.58316138826,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",78450.9270499779
S01002151,Edinburgh,1661.7999347109608,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",85754.39511957347
S01002152,Edinburgh,2191.4280145751077,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",166730.55983744666
S01002153,Edinburgh,4065.5260052505764,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",183722.96552788312
S01002154,Edinburgh,5846.697526728177,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",117594.39343037098
S01002155,Edinburgh,2982.6961282639472,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",79482.25990772457
S01002156,Edinburgh,505.8708373311457,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",220566.78731999322
S01002157,Edinburgh,1335.4763020466826,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",123244.04715465654
S01002158,Edinburgh,1683.6492440903705,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",110149.65805672688
S01002159,Edinburgh,971.176022206491,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",382885.0786679033
S01002160,Edinburgh,1513.3901013470688,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",87999.0130622452
S01002161,Edinburgh,522.6975851872847,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",213631.28043769352
S01002162,Edinburgh,6804.68851238034,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",124450.44382800745
S01002163,Edinburgh,2198.0377855994866,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",206534.4133808322
S01002164,Edinburgh,13425.596388275126,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",205455.35678706228
S01002165,Edinburgh,7143.412726130807,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",153555.7223602716
S01002166,Edinburgh,781.6406882138704,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",72262.4056166763
S01002167,Edinburgh,3112.228541498845,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",106806.47829588475
S01002168,Edinburgh,999.1457576419276,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",80218.08923836492
S01002169,Edinburgh,1952.670401273683,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",88047.93108540571
S01002170,Edinburgh,6387.831120907482,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",221985.87374573763
S01002171,Edinburgh,2584.6686227834793,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",112352.63125815833
S01002172,Edinburgh,3549.4571386491793,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",157099.36684136395
S01002173,Edinburgh,3491.3234108398265,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",190691.89656757872
S01002174,Edinburgh,1267.0522859783916,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",72338.03949938955
S01002175,Edinburgh,1818.1408122478667,NA,S22000012,079,Edinburgh,230,"Edinburgh, City of",99391.40661602648
