dz,place,distance,LSOA01NM,TTWA01CD,TTWA01CDO,TTWA01NM,LAD07CD,LAD07NM,area
S01003169,Glasgow,8088.823079001414,NA,S22000018,089,Glasgow,260,Glasgow City,1414130.2408116474
S01003170,Glasgow,3742.352019634108,NA,S22000018,089,Glasgow,260,Glasgow City,258130.50041851157
S01003171,Glasgow,4631.952876725601,NA,S22000018,089,Glasgow,260,Glasgow City,2197805.9556484744
S01003172,Glasgow,2719.17110337541,NA,S22000018,089,Glasgow,260,Glasgow City,38746.7610851224
S01003173,Glasgow,2769.2515772304905,NA,S22000018,089,Glasgow,260,Glasgow City,28239.178981322984
S01003174,Glasgow,2560.2433057776902,NA,S22000018,089,Glasgow,260,Glasgow City,49144.900873809864
S01003175,Glasgow,2509.7187897702806,NA,S22000018,089,Glasgow,260,Glasgow City,33943.00197348759
S01003176,Glasgow,2840.5750035277215,NA,S22000018,089,Glasgow,260,Glasgow City,81762.40673070289
S01003177,Glasgow,3090.350633376859,NA,S22000018,089,Glasgow,260,Glasgow City,118415.93252915647
S01003178,Glasgow,5708.141116064921,NA,S22000018,089,Glasgow,260,Glasgow City,718987.0009866467
S01003179,Glasgow,2538.9715988092607,NA,S22000018,089,Glasgow,260,Glasgow City,26746.479537656676
S01003180,Glasgow,5650.943060729075,NA,S22000018,089,Glasgow,260,Glasgow City,123861.1785949438
S01003181,Glasgow,6600.972066471428,NA,S22000018,089,Glasgow,260,Glasgow City,203744.31127494728
S01003182,Glasgow,7174.6499988661635,NA,S22000018,089,Glasgow,260,Glasgow City,261851.1571587597
S01003183,Glasgow,2596.049492240393,NA,S22000018,089,Glasgow,260,Glasgow City,41942.059991912916
S01003184,Glasgow,6282.769483008972,NA,S22000018,089,Glasgow,260,Glasgow City,228306.12582851443
S01003185,Glasgow,2275.995931257969,NA,S22000018,089,Glasgow,260,Glasgow City,214505.6272626348
S01003186,Glasgow,3150.7855646514054,NA,S22000018,089,Glasgow,260,Glasgow City,244597.83408374985
S01003187,Glasgow,2738.495053738983,NA,S22000018,089,Glasgow,260,Glasgow City,89898.95229088022
S01003188,Glasgow,2375.0714585568026,NA,S22000018,089,Glasgow,260,Glasgow City,41752.5508779825
S01003189,Glasgow,2434.9475250906507,NA,S22000018,089,Glasgow,260,Glasgow City,39427.392911910276
S01003190,Glasgow,2253.0372992769176,NA,S22000018,089,Glasgow,260,Glasgow City,79014.12137274038
S01003191,Glasgow,2298.983132376722,NA,S22000018,089,Glasgow,260,Glasgow City,28945.55525406592
S01003192,Glasgow,2506.604143255474,NA,S22000018,089,Glasgow,260,Glasgow City,32708.550948023327
S01003193,Glasgow,8620.390653844192,NA,S22000018,089,Glasgow,260,Glasgow City,4740448.621579296
S01003194,Glasgow,4582.7019321974185,NA,S22000018,089,Glasgow,260,Glasgow City,366064.8520434469
S01003195,Glasgow,6264.192913140031,NA,S22000018,089,Glasgow,260,Glasgow City,919275.8270109682
S01003196,Glasgow,3622.967613374504,NA,S22000018,089,Glasgow,260,Glasgow City,442374.54007174587
S01003197,Glasgow,6879.472865236634,NA,S22000018,089,Glasgow,260,Glasgow City,186303.57442478824
S01003198,Glasgow,2082.639249743051,NA,S22000018,089,Glasgow,260,Glasgow City,90397.59475357838
S01003199,Glasgow,5362.008274521543,NA,S22000018,089,Glasgow,260,Glasgow City,359338.8957240644
S01003200,Glasgow,2280.8710771681713,NA,S22000018,089,Glasgow,260,Glasgow City,62633.60441225033
S01003201,Glasgow,3214.7661577068493,NA,S22000018,089,Glasgow,260,Glasgow City,200940.82349619095
S01003202,Glasgow,2111.080808142561,NA,S22000018,089,Glasgow,260,Glasgow City,693322.7602474487
S01003203,Glasgow,5582.298570782202,NA,S22000018,089,Glasgow,260,Glasgow City,170403.9337411594
S01003204,Glasgow,6723.452035444491,NA,S22000018,089,Glasgow,260,Glasgow City,302472.6651748727
S01003205,Glasgow,2626.853965518492,NA,S22000018,089,Glasgow,260,Glasgow City,725764.2546475144
S01003206,Glasgow,2125.6892560673455,NA,S22000018,089,Glasgow,260,Glasgow City,58450.12559358661
S01003207,Glasgow,2462.881321039298,NA,S22000018,089,Glasgow,260,Glasgow City,73511.0608735936
S01003208,Glasgow,3852.096555303755,NA,S22000018,089,Glasgow,260,Glasgow City,989865.7119610498
S01003209,Glasgow,5183.841747989303,NA,S22000018,089,Glasgow,260,Glasgow City,116716.53329311377
S01003210,Glasgow,2846.028923578659,NA,S22000018,089,Glasgow,260,Glasgow City,240112.82558896087
S01003211,Glasgow,2565.2592934249965,NA,S22000018,089,Glasgow,260,Glasgow City,57471.50195555895
S01003212,Glasgow,7643.46993592735,NA,S22000018,089,Glasgow,260,Glasgow City,407382.1134669761
S01003213,Glasgow,4771.189291957601,NA,S22000018,089,Glasgow,260,Glasgow City,82819.11981797153
S01003214,Glasgow,7878.369919712911,NA,S22000018,089,Glasgow,260,Glasgow City,105525.28739670764
S01003215,Glasgow,6882.576243781585,NA,S22000018,089,Glasgow,260,Glasgow City,202903.99119448935
S01003216,Glasgow,7591.788355992002,NA,S22000018,089,Glasgow,260,Glasgow City,254824.9998847492
S01003217,Glasgow,2799.645603187991,NA,S22000018,089,Glasgow,260,Glasgow City,165847.2518721444
S01003218,Glasgow,6185.0332072126575,NA,S22000018,089,Glasgow,260,Glasgow City,130294.50025855815
S01003219,Glasgow,5487.894242765818,NA,S22000018,089,Glasgow,260,Glasgow City,126630.45552764644
S01003220,Glasgow,2411.1819008688117,NA,S22000018,089,Glasgow,260,Glasgow City,43414.500081005826
S01003221,Glasgow,5873.107793165259,NA,S22000018,089,Glasgow,260,Glasgow City,102133.02469427414
S01003222,Glasgow,2197.80608462693,NA,S22000018,089,Glasgow,260,Glasgow City,74343.00049154667
S01003223,Glasgow,4852.355047987263,NA,S22000018,089,Glasgow,260,Glasgow City,86109.41009243092
S01003224,Glasgow,6445.343460445654,NA,S22000018,089,Glasgow,260,Glasgow City,266230.6658210445
S01003225,Glasgow,1640.4757465825874,NA,S22000018,089,Glasgow,260,Glasgow City,476285.8373748333
S01003226,Glasgow,4053.685968386088,NA,S22000018,089,Glasgow,260,Glasgow City,92417.79169311027
S01003227,Glasgow,2037.3220253748782,NA,S22000018,089,Glasgow,260,Glasgow City,303577.8895794336
S01003228,Glasgow,5140.256321524013,NA,S22000018,089,Glasgow,260,Glasgow City,259564.7905107207
S01003229,Glasgow,3282.276326796979,NA,S22000018,089,Glasgow,260,Glasgow City,381432.04755164793
S01003230,Glasgow,5194.64648016575,NA,S22000018,089,Glasgow,260,Glasgow City,185923.9672705431
S01003231,Glasgow,8021.119771163611,NA,S22000018,089,Glasgow,260,Glasgow City,157103.34482136843
S01003232,Glasgow,1705.3510572599287,NA,S22000018,089,Glasgow,260,Glasgow City,341021.4034714408
S01003233,Glasgow,7050.200806627935,NA,S22000018,089,Glasgow,260,Glasgow City,397271.75734833255
S01003234,Glasgow,2670.0088017254757,NA,S22000018,089,Glasgow,260,Glasgow City,300132.7026703625
S01003235,Glasgow,5457.866503260079,NA,S22000018,089,Glasgow,260,Glasgow City,152454.59848491667
S01003236,Glasgow,2223.0770264920548,NA,S22000018,089,Glasgow,260,Glasgow City,42370.32000512032
S01003237,Glasgow,8338.514657561122,NA,S22000018,089,Glasgow,260,Glasgow City,191905.540615176
S01003238,Glasgow,6379.562955010669,NA,S22000018,089,Glasgow,260,Glasgow City,78047.10929740388
S01003239,Glasgow,6071.192420042417,NA,S22000018,089,Glasgow,260,Glasgow City,86687.93684074187
S01003240,Glasgow,6602.891468798965,NA,S22000018,089,Glasgow,260,Glasgow City,100955.01579960193
S01003241,Glasgow,5700.632316095264,NA,S22000018,089,Glasgow,260,Glasgow City,149224.81562208597
S01003242,Glasgow,4083.712701946126,NA,S22000018,089,Glasgow,260,Glasgow City,278881.08848161384
S01003243,Glasgow,7054.696937535548,NA,S22000018,089,Glasgow,260,Glasgow City,246225.83676665855
S01003244,Glasgow,8653.140843394907,NA,S22000018,089,Glasgow,260,Glasgow City,189786.003990738
S01003245,Glasgow,1351.0845733278106,NA,S22000018,089,Glasgow,260,Glasgow City,115321.63968174253
S01003246,Glasgow,6197.610894465395,NA,S22000018,089,Glasgow,260,Glasgow City,107777.95634185492
S01003247,Glasgow,3916.557101958373,NA,S22000018,089,Glasgow,260,Glasgow City,72061.35036085885
S01003248,Glasgow,1813.5528771884917,NA,S22000018,089,Glasgow,260,Glasgow City,109928.02222802355
S01003249,Glasgow,4354.0094358190645,NA,S22000018,089,Glasgow,260,Glasgow City,526373.9451973524
S01003250,Glasgow,4593.38777588863,NA,S22000018,089,Glasgow,260,Glasgow City,825050.0373657353
S01003251,Glasgow,2119.7438147402713,NA,S22000018,089,Glasgow,260,Glasgow City,58002.37430072335
S01003252,Glasgow,7423.5906291634965,NA,S22000018,089,Glasgow,260,Glasgow City,97658.232566782
S01003253,Glasgow,2990.797048108678,NA,S22000018,089,Glasgow,260,Glasgow City,261719.9510587618
S01003254,Glasgow,1957.857666455182,NA,S22000018,089,Glasgow,260,Glasgow City,55914.42842436552
S01003255,Glasgow,5780.626487180447,NA,S22000018,089,Glasgow,260,Glasgow City,342867.61725638487
S01003256,Glasgow,2084.1513736823517,NA,S22000018,089,Glasgow,260,Glasgow City,132066.91743542894
S01003257,Glasgow,3299.6564213068395,NA,S22000018,089,Glasgow,260,Glasgow City,171308.05284179212
S01003258,Glasgow,7883.18587217809,NA,S22000018,089,Glasgow,260,Glasgow City,204372.17144982045
S01003259,Glasgow,8970.902966391744,NA,S22000018,089,Glasgow,260,Glasgow City,220997.46194004884
S01003260,Glasgow,6698.165151538391,NA,S22000018,089,Glasgow,260,Glasgow City,208530.49014109367
S01003261,Glasgow,7484.817422346379,NA,S22000018,089,Glasgow,260,Glasgow City,217779.039332192
S01003262,Glasgow,4768.469774498507,NA,S22000018,089,Glasgow,260,Glasgow City,91706.97695721993
S01003263,Glasgow,2274.6711139589875,NA,S22000018,089,Glasgow,260,Glasgow City,599582.1599526212
S01003264,Glasgow,5170.772990182683,NA,S22000018,089,Glasgow,260,Glasgow City,105422.0001959634
S01003265,Glasgow,6621.973258658552,NA,S22000018,089,Glasgow,260,Glasgow City,124314.08051890101
S01003266,Glasgow,5157.985478455779,NA,S22000018,089,Glasgow,260,Glasgow City,124048.38839789455
S01003267,Glasgow,6012.636927772925,NA,S22000018,089,Glasgow,260,Glasgow City,165831.05838454206
S01003268,Glasgow,1121.0206705599123,NA,S22000018,089,Glasgow,260,Glasgow City,161205.11267049564
S01003269,Glasgow,3891.22496157192,NA,S22000018,089,Glasgow,260,Glasgow City,76778.97315432111
S01003270,Glasgow,1659.7744139071342,NA,S22000018,089,Glasgow,260,Glasgow City,66965.2048070101
S01003271,Glasgow,1351.2861318218547,NA,S22000018,089,Glasgow,260,Glasgow City,598548.2904454983
S01003272,Glasgow,1107.5042975466629,NA,S22000018,089,Glasgow,260,Glasgow City,154920.1553048466
S01003273,Glasgow,3419.5924472603633,NA,S22000018,089,Glasgow,260,Glasgow City,155658.4093585502
S01003274,Glasgow,1208.6796207489076,NA,S22000018,089,Glasgow,260,Glasgow City,150876.9574934309
S01003275,Glasgow,5546.585312333504,NA,S22000018,089,Glasgow,260,Glasgow City,203981.77182876365
S01003276,Glasgow,7541.22879161769,NA,S22000018,089,Glasgow,260,Glasgow City,117740.59762932755
S01003277,Glasgow,8989.222727000719,NA,S22000018,089,Glasgow,260,Glasgow City,144689.4223165218
S01003278,Glasgow,6182.231897058076,NA,S22000018,089,Glasgow,260,Glasgow City,161905.92001377864
S01003279,Glasgow,2576.543438750655,NA,S22000018,089,Glasgow,260,Glasgow City,244958.33270519943
S01003280,Glasgow,3646.538568279567,NA,S22000018,089,Glasgow,260,Glasgow City,419374.457286685
S01003281,Glasgow,4856.775902001066,NA,S22000018,089,Glasgow,260,Glasgow City,76221.46621033811
S01003282,Glasgow,6745.449987646144,NA,S22000018,089,Glasgow,260,Glasgow City,136686.0002544791
S01003283,Glasgow,8353.097184318876,NA,S22000018,089,Glasgow,260,Glasgow City,120163.49444758595
S01003284,Glasgow,5419.761622764903,NA,S22000018,089,Glasgow,260,Glasgow City,144846.33484006659
S01003285,Glasgow,921.6900157732299,NA,S22000018,089,Glasgow,260,Glasgow City,96885.68482474514
S01003286,Glasgow,2503.5878944680944,NA,S22000018,089,Glasgow,260,Glasgow City,834877.5623135146
S01003287,Glasgow,5861.3256315382405,NA,S22000018,089,Glasgow,260,Glasgow City,35394.293937215545
S01003288,Glasgow,7863.768924130643,NA,S22000018,089,Glasgow,260,Glasgow City,174183.9492362266
S01003289,Glasgow,3870.0367225830228,NA,S22000018,089,Glasgow,260,Glasgow City,98373.39658766393
S01003290,Glasgow,4571.790222771202,NA,S22000018,089,Glasgow,260,Glasgow City,88068.49515134831
S01003291,Glasgow,7419.8398544422,NA,S22000018,089,Glasgow,260,Glasgow City,98584.07026757838
S01003292,Glasgow,7044.5433839453035,NA,S22000018,089,Glasgow,260,Glasgow City,357848.8160177849
S01003293,Glasgow,5126.884707383782,NA,S22000018,089,Glasgow,260,Glasgow City,93856.86881816946
S01003294,Glasgow,4813.7119227188,NA,S22000018,089,Glasgow,260,Glasgow City,73598.00013689826
S01003295,Glasgow,6251.435056427049,NA,S22000018,089,Glasgow,260,Glasgow City,316414.9024794228
S01003296,Glasgow,3576.2196183599854,NA,S22000018,089,Glasgow,260,Glasgow City,80482.78653259412
S01003297,Glasgow,785.5703679198414,NA,S22000018,089,Glasgow,260,Glasgow City,87109.47594074263
S01003298,Glasgow,7046.887844256754,NA,S22000018,089,Glasgow,260,Glasgow City,198345.93028621198
S01003299,Glasgow,4030.2402881414546,NA,S22000018,089,Glasgow,260,Glasgow City,63642.220084606306
S01003300,Glasgow,8465.07517575272,NA,S22000018,089,Glasgow,260,Glasgow City,151922.12941010704
S01003301,Glasgow,4279.740229266991,NA,S22000018,089,Glasgow,260,Glasgow City,48697.40780097815
S01003302,Glasgow,845.8950714250142,NA,S22000018,089,Glasgow,260,Glasgow City,135751.1308389121
S01003303,Glasgow,1303.4781810456698,NA,S22000018,089,Glasgow,260,Glasgow City,1268274.8375464547
S01003304,Glasgow,2976.2801465244133,NA,S22000018,089,Glasgow,260,Glasgow City,147171.43556260722
S01003305,Glasgow,5487.540046143385,NA,S22000018,089,Glasgow,260,Glasgow City,206598.20040589254
S01003306,Glasgow,5207.410702513114,NA,S22000018,089,Glasgow,260,Glasgow City,565667.8985975933
S01003307,Glasgow,6206.840764914081,NA,S22000018,089,Glasgow,260,Glasgow City,170368.04198093154
S01003308,Glasgow,7758.569033319135,NA,S22000018,089,Glasgow,260,Glasgow City,161844.63635617826
S01003309,Glasgow,4592.80809445947,NA,S22000018,089,Glasgow,260,Glasgow City,168784.34975580152
S01003310,Glasgow,6513.396839722076,NA,S22000018,089,Glasgow,260,Glasgow City,114078.50021132789
S01003311,Glasgow,8024.896617217333,NA,S22000018,089,Glasgow,260,Glasgow City,145739.92019376793
S01003312,Glasgow,7336.894826485272,NA,S22000018,089,Glasgow,260,Glasgow City,108170.0002012136
S01003313,Glasgow,1668.3755325511681,NA,S22000018,089,Glasgow,260,Glasgow City,413124.48369712866
S01003314,Glasgow,2915.2107555293783,NA,S22000018,089,Glasgow,260,Glasgow City,485845.3706147392
S01003315,Glasgow,2466.284026381393,NA,S22000018,089,Glasgow,260,Glasgow City,64270.37093806758
S01003316,Glasgow,3789.4982920347356,NA,S22000018,089,Glasgow,260,Glasgow City,83466.50030943312
S01003317,Glasgow,7037.56106248612,NA,S22000018,089,Glasgow,260,Glasgow City,102756.87788800558
S01003318,Glasgow,8830.730183510852,NA,S22000018,089,Glasgow,260,Glasgow City,151555.06768786424
S01003319,Glasgow,4091.7117888575135,NA,S22000018,089,Glasgow,260,Glasgow City,80966.95147946136
S01003320,Glasgow,2691.648708725431,NA,S22000018,089,Glasgow,260,Glasgow City,34445.858462892094
S01003321,Glasgow,9168.00482956778,NA,S22000018,089,Glasgow,260,Glasgow City,175633.43213694327
S01003322,Glasgow,3243.4834909201154,NA,S22000018,089,Glasgow,260,Glasgow City,51381.660910512044
S01003323,Glasgow,7659.0587159345105,NA,S22000018,089,Glasgow,260,Glasgow City,152829.9631412915
S01003324,Glasgow,3528.44503060108,NA,S22000018,089,Glasgow,260,Glasgow City,56531.507402947725
S01003325,Glasgow,6808.235843122406,NA,S22000018,089,Glasgow,260,Glasgow City,100172.49882702202
S01003326,Glasgow,5968.035310812513,NA,S22000018,089,Glasgow,260,Glasgow City,93545.98196334392
S01003327,Glasgow,2894.880224245571,NA,S22000018,089,Glasgow,260,Glasgow City,58314.6648106745
S01003328,Glasgow,603.9743426125907,NA,S22000018,089,Glasgow,260,Glasgow City,291277.1028004278
S01003329,Glasgow,5892.209713998751,NA,S22000018,089,Glasgow,260,Glasgow City,208121.7256084137
S01003330,Glasgow,8442.23642175524,NA,S22000018,089,Glasgow,260,Glasgow City,139125.78636210025
S01003331,Glasgow,1218.2169441415642,NA,S22000018,089,Glasgow,260,Glasgow City,73476.5730078613
S01003332,Glasgow,6917.115887921095,NA,S22000018,089,Glasgow,260,Glasgow City,453051.3748582925
S01003333,Glasgow,946.6300023841004,NA,S22000018,089,Glasgow,260,Glasgow City,156852.61002169296
S01003334,Glasgow,7486.101747865346,NA,S22000018,089,Glasgow,260,Glasgow City,142723.66453951388
S01003335,Glasgow,394.22843383402204,NA,S22000018,089,Glasgow,260,Glasgow City,46332.866612579
S01003336,Glasgow,4861.357490550915,NA,S22000018,089,Glasgow,260,Glasgow City,409140.9473095487
S01003337,Glasgow,3612.638160584829,NA,S22000018,089,Glasgow,260,Glasgow City,724645.3843803145
S01003338,Glasgow,2395.044688102489,NA,S22000018,089,Glasgow,260,Glasgow City,119372.45953927147
S01003339,Glasgow,6507.911726975583,NA,S22000018,089,Glasgow,260,Glasgow City,105230.38220848447
S01003340,Glasgow,5453.031086773761,NA,S22000018,089,Glasgow,260,Glasgow City,143863.5482467802
S01003341,Glasgow,9445.698551884985,NA,S22000018,089,Glasgow,260,Glasgow City,634999.7869119854
S01003342,Glasgow,1821.4473183197324,NA,S22000018,089,Glasgow,260,Glasgow City,95107.5269151976
S01003343,Glasgow,7497.263167141958,NA,S22000018,089,Glasgow,260,Glasgow City,109204.52568242607
S01003344,Glasgow,8079.876293670694,NA,S22000018,089,Glasgow,260,Glasgow City,91025.98975400148
S01003345,Glasgow,7052.206449475933,NA,S22000018,089,Glasgow,260,Glasgow City,154014.08692257578
S01003346,Glasgow,4904.572433971053,NA,S22000018,089,Glasgow,260,Glasgow City,210433.61428453762
S01003347,Glasgow,2448.899356342871,NA,S22000018,089,Glasgow,260,Glasgow City,500704.9864753857
S01003348,Glasgow,2103.369283456267,NA,S22000018,089,Glasgow,260,Glasgow City,151261.01486869087
S01003349,Glasgow,5414.344156888744,NA,S22000018,089,Glasgow,260,Glasgow City,323307.43618526147
S01003350,Glasgow,7799.808767345163,NA,S22000018,089,Glasgow,260,Glasgow City,130932.99081871919
S01003351,Glasgow,2967.497337426868,NA,S22000018,089,Glasgow,260,Glasgow City,497439.0372418382
S01003352,Glasgow,6799.8718455072985,NA,S22000018,089,Glasgow,260,Glasgow City,197734.06456278695
S01003353,Glasgow,2081.645206859807,NA,S22000018,089,Glasgow,260,Glasgow City,95222.43478420697
S01003354,Glasgow,4161.686043291844,NA,S22000018,089,Glasgow,260,Glasgow City,209331.45154756584
S01003355,Glasgow,1332.210452190278,NA,S22000018,089,Glasgow,260,Glasgow City,202457.2017349292
S01003356,Glasgow,1773.8597881792011,NA,S22000018,089,Glasgow,260,Glasgow City,47434.57281786966
S01003357,Glasgow,3853.8516835347136,NA,S22000018,089,Glasgow,260,Glasgow City,410410.58480048797
S01003358,Glasgow,0.0,NA,S22000018,089,Glasgow,260,Glasgow City,237348.97239831238
S01003359,Glasgow,8253.028833129225,NA,S22000018,089,Glasgow,260,Glasgow City,581994.0676855117
S01003360,Glasgow,6271.039642969169,NA,S22000018,089,Glasgow,260,Glasgow City,278941.53976206155
S01003361,Glasgow,4924.1084441650455,NA,S22000018,089,Glasgow,260,Glasgow City,98329.98795169679
S01003362,Glasgow,7825.643515673344,NA,S22000018,089,Glasgow,260,Glasgow City,149935.5073110497
S01003363,Glasgow,5466.761062492947,NA,S22000018,089,Glasgow,260,Glasgow City,112920.75524597144
S01003364,Glasgow,4604.670288011966,NA,S22000018,089,Glasgow,260,Glasgow City,105937.05592317627
S01003365,Glasgow,3516.0227155394414,NA,S22000018,089,Glasgow,260,Glasgow City,67805.4239603702
S01003366,Glasgow,295.3800505299191,NA,S22000018,089,Glasgow,260,Glasgow City,59806.753435677616
S01003367,Glasgow,4320.593459688879,NA,S22000018,089,Glasgow,260,Glasgow City,693944.0872947036
S01003368,Glasgow,724.5487681821315,NA,S22000018,089,Glasgow,260,Glasgow City,252051.37046743228
S01003369,Glasgow,4374.767327288884,NA,S22000018,089,Glasgow,260,Glasgow City,120594.49915363624
S01003370,Glasgow,1892.0355486225815,NA,S22000018,089,Glasgow,260,Glasgow City,38041.6255027058
S01003371,Glasgow,2120.2099046876247,NA,S22000018,089,Glasgow,260,Glasgow City,40562.009014226474
S01003372,Glasgow,5921.100818439056,NA,S22000018,089,Glasgow,260,Glasgow City,138281.23997637862
S01003373,Glasgow,814.3238596181568,NA,S22000018,089,Glasgow,260,Glasgow City,646386.1839177217
S01003374,Glasgow,6552.588697095629,NA,S22000018,089,Glasgow,260,Glasgow City,42050.871695458285
S01003375,Glasgow,5895.004892959479,NA,S22000018,089,Glasgow,260,Glasgow City,404399.3983772375
S01003376,Glasgow,6746.157790341484,NA,S22000018,089,Glasgow,260,Glasgow City,54890.588108598284
S01003377,Glasgow,5343.385850850564,NA,S22000018,089,Glasgow,260,Glasgow City,227469.9487849701
S01003378,Glasgow,3037.3900719956355,NA,S22000018,089,Glasgow,260,Glasgow City,152068.78226907246
S01003379,Glasgow,7154.118409725924,NA,S22000018,089,Glasgow,260,Glasgow City,182150.26495065226
S01003380,Glasgow,1678.4881470531109,NA,S22000018,089,Glasgow,260,Glasgow City,109918.97336914187
S01003381,Glasgow,3431.622265566116,NA,S22000018,089,Glasgow,260,Glasgow City,180131.8865455418
S01003382,Glasgow,1696.768843977473,NA,S22000018,089,Glasgow,260,Glasgow City,366518.9403887715
S01003383,Glasgow,4727.32267557305,NA,S22000018,089,Glasgow,260,Glasgow City,173019.44065639548
S01003384,Glasgow,4941.108589410619,NA,S22000018,089,Glasgow,260,Glasgow City,170656.88021730375
S01003385,Glasgow,2025.782504903994,NA,S22000018,089,Glasgow,260,Glasgow City,38074.36733277851
S01003386,Glasgow,5341.729887736651,NA,S22000018,089,Glasgow,260,Glasgow City,178737.40952537442
S01003387,Glasgow,2570.4604142934677,NA,S22000018,089,Glasgow,260,Glasgow City,72089.25215893619
S01003388,Glasgow,3434.4267811668205,NA,S22000018,089,Glasgow,260,Glasgow City,267772.0053536049
S01003389,Glasgow,2811.3025302307883,NA,S22000018,089,Glasgow,260,Glasgow City,43110.04102323766
S01003390,Glasgow,7644.101853999522,NA,S22000018,089,Glasgow,260,Glasgow City,252103.4940995421
S01003391,Glasgow,1265.8962354878154,NA,S22000018,089,Glasgow,260,Glasgow City,243074.3769719555
S01003392,Glasgow,2243.628899332765,NA,S22000018,089,Glasgow,260,Glasgow City,93182.46684673247
S01003393,Glasgow,3829.1287905097965,NA,S22000018,089,Glasgow,260,Glasgow City,176553.33726840222
S01003394,Glasgow,10046.649579818892,NA,S22000018,089,Glasgow,260,Glasgow City,1762624.624866957
S01003395,Glasgow,2030.8347539996532,NA,S22000018,089,Glasgow,260,Glasgow City,40113.775156878575
S01003396,Glasgow,4712.565524125599,NA,S22000018,089,Glasgow,260,Glasgow City,44645.780900118596
S01003397,Glasgow,7328.17854991315,NA,S22000018,089,Glasgow,260,Glasgow City,144989.49889914374
S01003398,Glasgow,8942.505003235645,NA,S22000018,089,Glasgow,260,Glasgow City,96525.77722967179
S01003399,Glasgow,535.1917402549775,NA,S22000018,089,Glasgow,260,Glasgow City,332423.3240022335
S01003400,Glasgow,4199.251496039315,NA,S22000018,089,Glasgow,260,Glasgow City,158185.2930035555
S01003401,Glasgow,5560.853810571359,NA,S22000018,089,Glasgow,260,Glasgow City,159295.11995452916
S01003402,Glasgow,8493.907312534604,NA,S22000018,089,Glasgow,260,Glasgow City,339067.20017483307
S01003403,Glasgow,2561.4697634358517,NA,S22000018,089,Glasgow,260,Glasgow City,697174.2388478421
S01003404,Glasgow,4689.678405449158,NA,S22000018,089,Glasgow,260,Glasgow City,82109.9842343656
S01003405,Glasgow,9624.710882582096,NA,S22000018,089,Glasgow,260,Glasgow City,224121.40681526632
S01003406,Glasgow,2391.9146284023527,NA,S22000018,089,Glasgow,260,Glasgow City,41088.77997913856
S01003407,Glasgow,3513.984543644011,NA,S22000018,089,Glasgow,260,Glasgow City,185752.9494975951
S01003408,Glasgow,1753.9454466452034,NA,S22000018,089,Glasgow,260,Glasgow City,33083.86745400171
S01003409,Glasgow,1659.4892773661288,NA,S22000018,089,Glasgow,260,Glasgow City,285072.3030425628
S01003410,Glasgow,959.5081986953057,NA,S22000018,089,Glasgow,260,Glasgow City,638041.3541395284
S01003411,Glasgow,5351.464712688565,NA,S22000018,089,Glasgow,260,Glasgow City,137249.0437573388
S01003412,Glasgow,4762.389752818278,NA,S22000018,089,Glasgow,260,Glasgow City,252053.81509828244
S01003413,Glasgow,5032.442360516444,NA,S22000018,089,Glasgow,260,Glasgow City,279046.58774505195
S01003414,Glasgow,9221.582136639834,NA,S22000018,089,Glasgow,260,Glasgow City,128931.85961284857
S01003415,Glasgow,827.1363716975112,NA,S22000018,089,Glasgow,260,Glasgow City,150908.10596740805
S01003416,Glasgow,1131.9185354365266,NA,S22000018,089,Glasgow,260,Glasgow City,313769.893252389
S01003417,Glasgow,2051.638123575019,NA,S22000018,089,Glasgow,260,Glasgow City,117726.50300404066
S01003418,Glasgow,3900.2867153970847,NA,S22000018,089,Glasgow,260,Glasgow City,184105.16402315092
S01003419,Glasgow,6480.754800180178,NA,S22000018,089,Glasgow,260,Glasgow City,1218736.8671654905
S01003420,Glasgow,7909.447214075059,NA,S22000018,089,Glasgow,260,Glasgow City,220952.23465641745
S01003421,Glasgow,4660.243682265528,NA,S22000018,089,Glasgow,260,Glasgow City,134094.14453167442
S01003422,Glasgow,2287.1416378414124,NA,S22000018,089,Glasgow,260,Glasgow City,73111.19051361647
S01003423,Glasgow,1715.0582547136523,NA,S22000018,089,Glasgow,260,Glasgow City,60101.29468615886
S01003424,Glasgow,5192.836307749932,NA,S22000018,089,Glasgow,260,Glasgow City,44779.58758246249
S01003425,Glasgow,2305.25545960306,NA,S22000018,089,Glasgow,260,Glasgow City,43523.56813363013
S01003426,Glasgow,2892.673737365333,NA,S22000018,089,Glasgow,260,Glasgow City,609170.5790210766
S01003427,Glasgow,4045.182837258113,NA,S22000018,089,Glasgow,260,Glasgow City,191871.32430293347
S01003428,Glasgow,5481.294499950191,NA,S22000018,089,Glasgow,260,Glasgow City,137878.45060542403
S01003429,Glasgow,2767.621083401555,NA,S22000018,089,Glasgow,260,Glasgow City,101115.97202863565
S01003430,Glasgow,1958.9333346620967,NA,S22000018,089,Glasgow,260,Glasgow City,92035.8852598362
S01003431,Glasgow,3433.9394624465394,NA,S22000018,089,Glasgow,260,Glasgow City,75524.40969493447
S01003432,Glasgow,2629.7781606185968,NA,S22000018,089,Glasgow,260,Glasgow City,56008.099718350735
S01003433,Glasgow,1582.6534379723394,NA,S22000018,089,Glasgow,260,Glasgow City,207189.31346007617
S01003434,Glasgow,8614.79130514582,NA,S22000018,089,Glasgow,260,Glasgow City,170759.78427037667
