lsoa,place,distance,area
E01001619,London,16273.8081579323,322419.936299009
E01001620,London,13489.4927417821,260736.217215003
E01001621,London,13862.3736723084,366743.462594999
E01001623,London,12726.7316019137,276588.225863494
E01001624,London,13458.2702490574,224391.767824498
E01001625,London,13301.937346794,269762.667270003
E01001629,London,14850.7654192053,205599.001482
E01001631,London,15268.9413208956,197097.449516994
E01001632,London,15384.1491644571,120539.9939875
E01001633,London,14847.5906267381,115103.496586
E01001634,London,15001.6419282857,116218.028779998
E01001635,London,15693.9589332333,210830.232817494
E01001636,London,15525.3686226207,124835.915492003
E01001637,London,15107.2050543218,185626.987142502
E01001638,London,9126.27670765638,108442.064253506
E01001640,London,8867.6880366922,137621.8732015
E01001641,London,9242.73045991771,371960.617071008
E01001642,London,9916.99033017315,1195933.38437549
E01001644,London,8939.4173786823,190604.5158625
E01001645,London,12582.2519383615,290077.106890997
E01001646,London,13174.5903301155,211062.399634996
E01001647,London,12168.5032461964,346645.703357001
E01001648,London,13367.9543045157,416662.295123499
E01001649,London,12958.2292853062,332295.9427795
E01001650,London,12461.4188832846,208575.184027503
E01001651,London,12792.1606612298,306731.997627498
E01001652,London,12051.978900087,266201.390172002
E01001653,London,13633.328710013,266096.419908511
E01001654,London,13114.5292036489,301134.449620995
E01001655,London,14097.7103214518,434525.003497491
E01001656,London,11685.7022930054,275941.277791499
E01001657,London,11531.9626066576,404448.902861501
E01001658,London,12207.4251312113,434538.767759998
E01001659,London,12669.8205899336,377986.768259501
E01001660,London,13000.7029111748,334835.187774494
E01001661,London,13549.7361362047,454972.217657001
E01001662,London,10120.9558146712,235969.262978491
E01001664,London,9858.1941551055,155741.881284002
E01001665,London,10577.2276866254,186348.879473002
E01001666,London,11441.2164491196,431509.721402495
E01001667,London,9893.72837471609,1363297.33687399
E01001668,London,9732.70437527835,231868.223720497
E01001669,London,16598.2394405321,504054.849077001
E01001671,London,16111.9422794326,195551.591289
E01001672,London,16223.4332172053,360293.051314005
E01001673,London,15812.3344032319,174592.808252
E01001674,London,16503.5282506877,214338.574173501
E01001675,London,15864.4650283919,155206.955664501
E01001676,London,16671.5787242039,131386.7634885
E01001677,London,16259.7127219293,200561.565019004
E01001678,London,16097.3106396488,261814.651840501
E01001679,London,14279.1077371348,213086.479335511
E01001680,London,14999.5927993268,608388.511681502
E01001681,London,14986.6885754161,156066.236785996
E01001682,London,14464.3160259484,870179.071585004
E01001683,London,15488.549108931,133289.573759003
E01001684,London,15512.0522875857,1185631.5532665
E01001685,London,16103.3842135216,181334.595735494
E01001686,London,14468.5387176953,169949.992951498
E01001687,London,15587.791443573,415592.353683005
E01001688,London,17322.1323222897,354830.258219004
E01001690,London,17647.310624237,136409.237521494
E01001692,London,17323.4225278131,74266.9965495001
E01001693,London,17599.2648287974,136335.446530999
E01001694,London,17209.1274199399,383564.155581504
E01001695,London,14544.8513327232,100160.396262998
E01001696,London,14172.8540453086,141050.115987005
E01001697,London,14287.5594794486,152190.583374002
E01001698,London,14266.7943818504,128751.377435998
E01001699,London,13623.9254526981,687039.610618002
E01001700,London,14555.9769153971,143357.408443002
E01001701,London,13644.3606628748,958203.619754508
E01001702,London,14034.6952271014,84788.1549005014
E01001703,London,14555.6584843085,84989.6872614985
E01001704,London,14937.9311283067,139897.339703
E01001705,London,13468.2325786315,175847.250525998
E01001706,London,12957.2055862111,112078.545502005
E01001708,London,12872.2288405218,177237.083311991
E01001709,London,12139.6862078019,772547.106530498
E01001710,London,13210.690924229,85985.9712434994
E01001711,London,12877.4634405699,173929.916300999
E01001712,London,13428.9943307937,166951.612209503
E01001713,London,12881.3621853551,101543.860600993
E01001714,London,7595.64158866664,150421.245471498
E01001715,London,7406.55312732636,76505.1738340004
E01001716,London,7237.90090287522,80260.1880240028
E01001717,London,7259.10986011505,97647.7526599999
E01001718,London,6956.4201097118,103809.247758997
E01001719,London,7018.52903145191,63576.5205754987
E01001720,London,6943.55733756909,100726.215676504
E01001722,London,8259.0700919834,105707.116816502
E01001723,London,8098.18325127734,118294.826687998
E01001724,London,8054.01931536703,116355.886226002
E01001725,London,8472.7351041492,94584.2559385016
E01001726,London,8361.82783628317,50665.7539500013
E01001727,London,8499.5559743556,106691.395222001
E01001728,London,8442.00776974326,91374.172902998
E01001729,London,7998.00852863343,127626.558133501
E01001730,London,7766.41139317747,130772.365740503
E01001731,London,7330.5680534741,173511.901560502
E01001732,London,7460.93502377324,64639.347737501
E01001733,London,8222.62747665049,145303.6384315
E01001734,London,7737.40848284992,134273.521865501
E01001735,London,7718.62886219903,133299.137741999
E01001736,London,6859.05925649342,89689.214158005
E01001737,London,6752.23804906364,100159.145046496
E01001738,London,6477.62097995955,91085.8183610001
E01001739,London,6536.18393687827,122169.531400498
E01001740,London,6542.90778404271,86455.8782999987
E01001741,London,7245.81283988055,86921.2207849988
E01001742,London,7019.12875261044,125055.649039006
E01001744,London,6287.09416111538,135222.7512275
E01001745,London,7016.16402505988,112190.487969502
E01001746,London,7176.65485322685,49159.0586339975
E01001747,London,6666.54964086935,142282.231912503
E01001748,London,6609.16860150622,176959.145272993
E01001749,London,6603.36583315995,106559.248863995
E01001750,London,5517.33092143056,145766.6642425
E01001751,London,5564.48398098373,153805.641723507
E01001752,London,4979.41216347807,127865.291141
E01001753,London,5220.15589698587,74669.2528839924
E01001754,London,5266.45201016075,122264.454611504
E01001755,London,5022.02624584307,101983.603950497
E01001756,London,5900.98281020368,162173.527514501
E01001757,London,7509.62725168007,49885.3512249951
E01001758,London,7256.22943008932,124972.519916999
E01001759,London,7019.50358326038,103030.641961998
E01001760,London,7319.92634096431,144248.531540499
E01001761,London,6921.58844438314,107270.529493014
E01001762,London,6979.35847055081,142354.463112498
E01001763,London,6770.86480842181,108586.418859001
E01001764,London,7692.00837843894,105030.710893997
E01001765,London,7599.11816306796,125636.8271595
E01001767,London,8118.93623529865,105896.774698496
E01001768,London,8062.25643374924,101789.205932005
E01001769,London,7765.57668390603,123331.703727998
E01001770,London,7959.84731322067,129636.048543504
E01001772,London,5720.60557244933,65686.1783315015
E01001773,London,5498.01590780898,122012.597095502
E01001774,London,5510.36310112938,179566.274594499
E01001775,London,5835.99175331145,126840.750292997
E01001776,London,5273.73709002352,101599.862626997
E01001777,London,4988.44804316073,154437.895225502
E01001779,London,4112.72477529981,138692.079107
E01001780,London,4372.86438038006,109676.002001002
E01001781,London,4690.41204395218,151219.556702503
E01001782,London,4342.28449816602,136887.598933
E01001783,London,4393.96055368709,61599.0772144989
E01001784,London,4732.65562202786,76119.4418180013
E01001785,London,8449.51577432091,90642.7229715007
E01001786,London,9308.73629468025,1130703.759289
E01001787,London,8810.21659929382,222338.606883002
E01001788,London,8798.84610973186,114464.093924504
E01001789,London,8482.03301574476,96680.1393714972
E01001790,London,8867.87840956341,55109.8515275034
E01001791,London,8589.20033350709,104123.548319499
E01001792,London,8361.21531760173,175325.670302503
E01001793,London,8414.53811562499,160108.811354499
E01001794,London,8102.29770558476,127388.659262502
E01001795,London,8016.2504621168,101396.7570525
E01001796,London,8219.17363948353,91872.3416839998
E01001798,London,8474.30567794198,104991.638979002
E01001799,London,8202.03156002446,105982.398115003
E01001800,London,8187.59845505229,84807.2861739967
E01001801,London,7727.97064798265,147743.274433502
E01001802,London,7947.04125064406,104708.924514501
E01001803,London,7359.57663605806,164111.052075505
E01001804,London,7794.78112447246,110823.628511999
E01001805,London,7772.97826731801,147388.458859494
E01001806,London,7180.87469593048,325818.334331999
E01001807,London,8557.01861984998,117239.158804503
E01001808,London,8637.70663416283,126906.868419495
E01001809,London,8632.26453678529,114081.797354499
E01001811,London,8429.59240133471,84839.5480940023
E01001812,London,8206.40144972982,247022.664954498
E01001813,London,8021.68645273675,97880.6750955007
E01001814,London,8969.89209912721,113960.618544999
E01001815,London,6246.6880602604,108964.749499001
E01001816,London,6434.61791130525,136336.601715
E01001819,London,6070.41911836018,135950.881685502
E01001820,London,5902.22274039243,84711.8841269957
E01001821,London,6033.96141710539,68659.6794549977
E01001822,London,8603.6180199006,84047.6725925007
E01001823,London,9300.81367657965,150780.376543996
E01001824,London,8927.55614371227,215761.749927496
E01001825,London,9155.62360359779,106195.787965999
E01001826,London,8802.29634757899,112787.002535008
E01001827,London,8910.73219452121,171512.944838499
E01001828,London,8885.14819504041,111066.314253498
E01001829,London,7417.50668565362,111655.672668502
E01001830,London,7177.71949227458,103049.838576001
E01001831,London,7617.8463939398,110763.131448497
E01001832,London,7365.27174892948,102049.131716004
E01001833,London,7181.95209273585,116047.469172997
E01001834,London,6941.23657059957,95072.4709514974
E01001835,London,6741.74388195374,73132.8363795023
E01001836,London,7222.87194065144,131757.071926003
E01001837,London,6660.3375562781,111400.445484503
E01001838,London,7189.91581926642,68949.1775624976
E01001839,London,6872.41070326228,107615.384523507
E01001840,London,7197.75653600607,108510.855828994
E01001841,London,7564.3744224717,136981.309321497
E01001842,London,6805.03106952966,64684.621567498
E01001843,London,7071.86930577752,74085.1033820045
E01001844,London,7568.46686311955,155567.590015502
E01001845,London,7891.05942338875,110388.197256502
E01001846,London,9090.99143824243,542439.720995493
E01001847,London,8433.7596631539,105662.780171502
E01001848,London,8195.15698282313,151620.858053504
E01001849,London,8842.77145196699,495657.67509099
E01001850,London,7923.03320883419,71076.2367744988
E01001851,London,5793.66536286324,99134.1152470013
E01001852,London,5649.4371810067,75569.6160444981
E01001853,London,6183.13151852151,82175.530405
E01001854,London,5907.9696711955,66161.6898245026
E01001855,London,5481.87145219693,77019.9082694992
E01001856,London,6042.98834784906,82777.5266744992
E01001857,London,5887.30448117727,70507.4590795
E01001858,London,7064.71156900624,124781.201941
E01001859,London,8053.02860259081,107352.801112001
E01001860,London,7293.20301311556,86288.8190439993
E01001861,London,7557.58529798481,75161.5059409996
E01001862,London,6859.40971009823,91363.1209644988
E01001863,London,7130.57812307363,83061.9391224986
E01001864,London,7314.52471548681,74245.2236450017
E01001865,London,7757.02958126833,116975.4362355
E01001866,London,5294.30603446279,149833.99587399
E01001867,London,5850.1004904181,87877.4218429995
E01001868,London,5141.38199187451,59786.2045650028
E01001869,London,5947.22483411396,232409.258966
E01001870,London,5040.16161948263,101222.232959999
E01001871,London,5569.95045814343,131026.087854498
E01001872,London,5400.78056530065,70679.1094820014
E01001873,London,5536.31818380956,61782.8162459988
E01001874,London,6694.95425747582,974157.492343005
E01001875,London,7713.96588346608,168815.976449999
E01001876,London,7427.03372668917,894752.623610498
E01001877,London,7675.74321955579,1262458.50382251
E01001878,London,7918.29809551052,140123.491580499
E01001879,London,5603.17671875214,80403.4087334974
E01001880,London,4803.89398744739,126744.868143994
E01001881,London,5142.63749720205,113133.138419504
E01001882,London,5449.52928651977,78849.1425604986
E01001883,London,4756.12784807509,132324.806906001
E01001884,London,5051.80826624952,80621.382916999
E01001885,London,5338.27466791667,55336.4938060016
E01001886,London,5891.98096321537,97633.9874604994
E01001887,London,6115.88634464801,108688.313656502
E01001888,London,6483.49229682412,97581.1342004988
E01001889,London,5910.68625269064,143692.625067998
E01001890,London,6081.44447804949,130508.865780003
E01001891,London,6434.85092511054,174081.6084385
E01001892,London,5752.55205832014,71029.8539970032
E01001893,London,6571.02886027352,78457.8153914993
E01001894,London,6844.74916558386,156350.210788248
E01001895,London,6679.59105397017,86931.7221455001
E01001896,London,6411.96945282827,83999.0177504986
E01001897,London,6577.90581167466,96035.8249114994
E01001898,London,6301.08792763474,286138.190412004
E01001899,London,6648.97165727459,124721.003946501
E01001900,London,6234.64531453608,136153.9061195
E01001901,London,5756.04257123584,84618.3105730009
E01001902,London,5899.1888178472,72676.0837419982
E01001903,London,5941.62229788857,110192.975233499
E01001904,London,6212.15391384939,141019.722788501
E01001905,London,6222.58191472294,85617.0871454985
E01001906,London,6213.94561828489,62424.9936560013
E01001907,London,6242.69456565358,66845.2779614975
E01001908,London,5327.14951555211,43237.7749625018
E01001909,London,5322.78057623324,87954.0041685045
E01001910,London,5578.78888673122,80160.222950501
E01001911,London,4990.41023956217,156182.064744494
E01001912,London,4945.19620812996,94792.7991760015
E01001913,London,5520.53351590973,108893.745750494
E01001914,London,5238.63579426516,67046.4499669983
E01001915,London,6651.04504089234,423029.259307999
E01001916,London,6275.27415711403,358196.149509998
E01001917,London,6569.77316551691,108949.598752
E01001918,London,6476.62137678766,104600.919871003
E01001919,London,6692.9601480914,143050.447232502
E01001920,London,4716.06375736341,164684.868725498
E01001921,London,4850.4484842482,98169.8405849973
E01001922,London,5382.5291137994,190860.249906009
E01001923,London,4966.3864290859,113218.468713497
E01001924,London,5287.44075533865,98331.9750135052
E01001925,London,5597.0354992044,141867.668382496
E01001926,London,6063.80567020769,90552.8000065003
E01001927,London,7785.26870076369,200314.345872001
E01001928,London,7034.05923531375,187354.780900501
E01001929,London,6849.06759972181,85471.7077764996
E01001930,London,7397.95776382719,254297.175678007
E01001931,London,7492.07374329938,68030.1896054975
E01001932,London,7210.98665212751,179190.020852
E01001933,London,7592.31126228357,181863.855256997
E01001934,London,5945.94215682053,182152.280982002
E01001935,London,5247.67181644065,107973.866386499
E01001937,London,5618.59519950409,194199.989977
E01001938,London,5666.02765403962,106855.031713502
E01001939,London,4773.57192323361,325133.07852151
E01001940,London,6572.42381754762,81040.2714220008
E01001941,London,6326.23658645145,144634.817423498
E01001942,London,6695.86623575947,92873.2834360026
E01001943,London,6025.26277500213,445376.479897502
E01001944,London,5670.08593042832,64824.8558100001
E01001945,London,6694.35879219111,115206.419499
E01001946,London,6461.29614332964,123533.357275499
E01001947,London,5364.29349154326,55103.2519914994
E01001948,London,5773.8681458215,115065.2774365
E01001949,London,5907.03814794531,80422.5640305039
E01001950,London,5560.82946312589,107781.164433992
E01001951,London,6000.98967724206,102632.754659504
E01001952,London,6316.93782014069,96987.3962409967
E01001953,London,5245.04818640325,92330.9655530046
E01001954,London,7228.93766245038,87631.7119605013
E01001955,London,7114.95753237714,218903.565798995
E01001956,London,7454.08060326949,134351.830245002
E01001957,London,6615.45676890658,72771.4910565001
E01001958,London,6876.02233717737,45371.9785619998
E01001959,London,7592.49129863461,193632.449719998
E01001960,London,6983.390580898,80881.5961529979
E01001961,London,6761.87940186565,70680.8958935056
E01001962,London,11162.8983409972,513778.284909998
E01001963,London,10695.1243408888,511201.777260006
E01001964,London,10131.2870773964,631649.361141993
E01001965,London,10599.9653641897,123455.43917
E01001966,London,9940.82241123445,515720.59958451
E01001967,London,9999.05478074495,175752.143802495
E01001968,London,10121.3050048916,141342.286918006
E01001969,London,11168.6809713382,144026.337850497
E01001970,London,11043.4168697925,211338.922543499
E01001971,London,10929.6810307564,126948.059937003
E01001972,London,10670.1094374041,208050.997357003
E01001973,London,11431.0337356287,400632.911299507
E01001974,London,11401.6159736172,175992.8294805
E01001975,London,11478.6892687606,116920.540120004
E01001976,London,10875.4889618337,103474.456712003
E01001977,London,10918.9216325839,90501.7273125035
E01001978,London,11172.4988878417,132337.717126995
E01001979,London,10742.7856060232,195830.487573493
E01001980,London,10414.253274131,110729.076706493
E01001981,London,10444.342533404,97246.3126815003
E01001982,London,10341.9322512342,101464.712315003
E01001983,London,10133.8760225563,99874.6073835047
E01001984,London,7813.1448555183,199240.916809499
E01001985,London,8115.92967937944,188197.684364506
E01001986,London,8129.85102972083,134895.9692505
E01001987,London,8053.47024880607,305410.902679509
E01001988,London,8067.05954552926,173348.094140992
E01001989,London,8426.07126709371,286916.701669989
E01001990,London,8391.29538520331,151985.0962225
E01001991,London,9686.87479010911,125211.400203497
E01001992,London,9871.46168814046,400489.96698751
E01001993,London,9333.18616330769,275196.017583502
E01001994,London,8885.73380697481,340117.095188998
E01001995,London,10624.0136782705,418017.426026495
E01001996,London,10118.7105156657,244469.449347991
E01001997,London,9858.1869263829,190622.801504502
E01001998,London,9287.07430591484,155376.170122504
E01001999,London,8960.71384786001,146532.648235496
E01002000,London,8781.83310955167,161577.042291995
E01002001,London,8473.35166129941,106313.712694997
E01002002,London,7775.20762479188,651396.207756996
E01002003,London,9392.76037561445,221803.4676155
E01002004,London,9187.79727584351,118726.578530006
E01002005,London,7688.1029619578,94062.4138940039
E01002006,London,7552.9428544507,110192.270423498
E01002007,London,7795.38702762258,168254.312375498
E01002008,London,7902.08092698378,643558.874407503
E01002009,London,7431.80705137547,237225.4052515
E01002010,London,8315.06740761926,596531.047429002
E01002011,London,8481.20447985069,648927.857958504
E01002013,London,9280.76541636003,120915.026062995
E01002014,London,9142.58290270869,169571.657619494
E01002015,London,8959.43779665438,120847.301875007
E01002016,London,8807.05526220982,168980.784982497
E01002017,London,8725.99530694077,136923.608158001
E01002018,London,9500.4403262146,121507.40412
E01002019,London,8956.67742160682,251953.149453011
E01002020,London,9440.965031003,292728.400413497
E01002021,London,9232.0739628241,185508.866060004
E01002022,London,9322.86360137253,204245.215831002
E01002023,London,9158.22910500621,163116.979670995
E01002024,London,8804.58074853457,155009.829730491
E01002025,London,8675.5569738644,399380.669743999
E01002026,London,10103.577592306,117589.868737502
E01002027,London,10242.154306325,110293.932957993
E01002028,London,10515.6927653189,119881.498178003
E01002029,London,10219.8449288253,235142.715152003
E01002030,London,9799.90060276976,278546.19693899
E01002031,London,9813.45617115449,140283.066266999
E01002032,London,10608.6705282442,105287.151319006
E01002033,London,10395.5443193272,122555.766934995
E01002034,London,12141.3096213038,282642.782585504
E01002036,London,12322.9281109119,171537.202720486
E01002037,London,12514.427492515,796348.670739507
E01002038,London,11743.7101353452,138747.135126991
E01002039,London,12192.2851212845,75578.0213310041
E01002040,London,11902.8250516935,147996.8139125
E01002041,London,11616.1076895129,127168.192526004
E01002042,London,8992.91097671927,241449.816516502
E01002043,London,9323.24786043645,108867.114041497
E01002044,London,8856.86963702454,89527.2470224995
E01002045,London,9288.42012750047,139300.327746998
E01002046,London,9190.27667449851,169357.186105002
E01002047,London,8659.26632649938,101634.905208001
E01002048,London,9319.75961399205,122329.674004497
E01002049,London,9458.28691181479,124929.103798501
E01002050,London,9493.91708090875,108873.343467501
E01002051,London,9306.28111848248,122476.756000501
E01002052,London,9699.86204206079,213978.127591503
E01002053,London,9018.07808785675,143162.879796496
E01002054,London,8944.74623027763,83039.029750502
E01002055,London,9114.87950709095,95580.458369
E01002056,London,8631.84240034953,211983.313995498
E01002057,London,8620.30091924107,158556.371917999
E01002058,London,8321.08096344472,154529.997732503
E01002059,London,8537.40257069782,234671.487591504
E01002060,London,8297.87705760531,125597.2593925
E01002061,London,8113.67164676322,167426.152474507
E01002062,London,7819.71618833081,198493.813469002
E01002063,London,7772.41276190551,141081.139960504
E01002064,London,7512.6266393135,93436.8098239973
E01002065,London,7352.80211845815,134099.917106002
E01002066,London,10245.7146487827,196975.826297501
E01002067,London,9898.20123058377,144592.654139999
E01002068,London,10193.4905371228,297329.805089994
E01002069,London,9907.04550204637,159745.786037503
E01002070,London,9730.20617017104,161856.860856501
E01002071,London,10010.1478366402,107908.739427496
E01002072,London,9636.4181316475,181674.029417001
E01002073,London,9550.41277309435,111084.781880498
E01002074,London,11579.3182028732,132625.262608502
E01002075,London,11848.2801328848,373061.720849495
E01002076,London,11443.4620537725,108688.398295998
E01002077,London,11101.3241207471,141101.247126
E01002078,London,10592.3395831054,282496.339303
E01002079,London,11253.3658606865,105062.264432503
E01002080,London,11056.4733173033,629337.835715986
E01002081,London,10616.4337567489,139060.2206925
E01002082,London,10780.9845468327,192426.5924375
E01002083,London,10101.2939273616,153847.785157002
E01002084,London,10009.2850500683,305358.521787991
E01002085,London,9746.55181092252,130587.145024503
E01002086,London,10116.5708751578,244761.241501511
E01002087,London,9625.94052974301,114304.523674499
E01002088,London,10551.3178677824,210499.286476997
E01002089,London,10643.8844002267,46382.4974854958
E01002090,London,11745.8640036428,225756.299366509
E01002091,London,11828.6691962271,208042.951006999
E01002092,London,11944.2299939853,206464.880331496
E01002093,London,11562.0054708587,228199.674517499
E01002094,London,11409.4483803833,252621.408989495
E01002095,London,11297.8261633034,283590.180173505
E01002096,London,11268.4019254369,184345.808834501
E01002097,London,10964.5243577678,108490.990758001
E01002098,London,10510.0539261838,195933.470097501
E01002099,London,10850.608705335,158153.855051005
E01002100,London,10965.3437913499,141323.369913496
E01002101,London,11555.8329682515,205567.310683487
E01002102,London,11263.5576678884,318394.846830494
E01002103,London,10982.0809185913,171752.530409496
E01002104,London,11188.8695038731,169723.598459006
E01002105,London,10679.0686989592,131007.929959003
E01002106,London,16931.5958234807,268061.296116998
E01002107,London,15744.9262416673,283602.242303503
E01002108,London,16244.6097508767,201733.8324955
E01002109,London,16612.8912379405,509594.9983315
E01002110,London,16080.9444157667,243550.020719001
E01002111,London,16497.47225273,272210.584527003
E01002112,London,17351.9259714437,783226.9304905
E01002113,London,16422.4799432511,615459.203118997
E01002114,London,18697.474221935,2885475.6411175
E01002115,London,16702.9906475038,344251.431687004
E01002116,London,15922.913358929,304940.818443499
E01002117,London,16048.2373990025,425496.430153496
E01002118,London,15619.1132089075,272603.477783003
E01002119,London,15109.4852218608,233823.557356001
E01002120,London,15387.9276471803,171172.111186998
E01002121,London,15024.6354562104,282489.588871503
E01002122,London,14638.2708567521,204227.310291497
E01002123,London,14328.1879461547,171792.598269002
E01002124,London,14601.5818936915,168060.577720502
E01002125,London,14185.6427332356,169468.5854895
E01002126,London,15942.7708529558,379580.463232502
E01002127,London,15528.0484294401,277438.801468004
E01002128,London,16627.4486864753,182974.059882996
E01002129,London,16302.7972059941,410395.100268999
E01002130,London,16310.0450307178,332095.446828999
E01002131,London,15885.1313215546,164291.814732497
E01002132,London,16141.6937808325,405549.169826001
E01002133,London,16170.9092387993,394734.051055496
E01002134,London,15428.9619186663,1242777.8333505
E01002135,London,15164.1245636581,420746.738839003
E01002136,London,16783.9306116654,371121.767229504
E01002137,London,15803.733611594,593100.260371506
E01002138,London,16924.8396401003,147011.181229998
E01002139,London,18770.628301563,232319.243315498
E01002140,London,18362.8568925204,250193.297700501
E01002141,London,17663.4418528563,286745.123030001
E01002142,London,18192.2733767648,364974.493138495
E01002143,London,18341.3750474644,180711.831441501
E01002144,London,19514.624344957,2959758.63143199
E01002145,London,18068.1954694595,314042.645841004
E01002146,London,20671.1639652573,841799.615226997
E01002147,London,20161.0749005183,625691.3094025
E01002148,London,19449.8476335286,335599.898418505
E01002149,London,20614.0805752137,294635.796806996
E01002150,London,19824.4086804283,415150.304222002
E01002151,London,18876.1762359057,304549.139504999
E01002152,London,20155.2161335075,463689.870943004
E01002153,London,18306.2455784724,291341.609759498
E01002154,London,18819.8111802883,1314233.8265245
E01002155,London,18996.2575289303,747333.003651498
E01002156,London,18378.6444588946,381544.507241503
E01002157,London,18278.3933641374,263396.042637502
E01002158,London,18685.130955435,297251.548009001
E01002159,London,17500.7464376319,232788.998321996
E01002160,London,17031.6511326678,302568.613609504
E01002161,London,17965.3598982239,235652.8972405
E01002162,London,17646.6623705408,182920.090700002
E01002163,London,17780.1183182656,245112.748782498
E01002164,London,17218.890280638,263123.372273498
E01002165,London,13934.5893864658,206053.089299503
E01002166,London,14385.6018342378,167939.8120995
E01002167,London,14786.6370792416,164259.756654002
E01002168,London,15042.4323064919,174572.290483499
E01002169,London,14250.1846933479,205419.0868205
E01002170,London,15259.9032203437,174935.249747498
E01002171,London,14569.2605708181,187825.523607
E01002172,London,16064.5208144134,360341.283095003
E01002173,London,15677.2889302317,201499.521809997
E01002174,London,15504.5649796035,207969.203290004
E01002175,London,15045.0689701937,206155.04344
E01002176,London,15458.4998384066,381367.853284
E01002177,London,16297.4494324511,204285.948306999
E01002178,London,16123.968399092,203582.885216999
E01002179,London,17022.5075972941,254189.100273503
E01002180,London,16595.6229662914,387353.942236496
E01002181,London,17377.8691012406,408945.172547999
E01002182,London,16704.9782848878,200619.015550504
E01002183,London,16836.7663635425,186175.650411
E01002184,London,16627.4850535287,208406.840785502
E01002185,London,21142.3548763142,172170.493532501
E01002186,London,20705.5944738904,316186.066137999
E01002187,London,20582.1457559813,483169.012126499
E01002188,London,19937.3283707912,489173.557624501
E01002189,London,19484.3332875303,444453.552266005
E01002190,London,21386.6049074325,1364391.5459115
E01002191,London,19002.41194553,489311.033466006
E01002192,London,20203.4896535478,452593.974241498
E01002193,London,19336.8198992432,334051.188670001
E01002194,London,19846.4089002852,425376.934100997
E01002195,London,19024.9121188746,278643.764386997
E01002196,London,19444.0044311225,373451.870553497
E01002197,London,15789.6711425963,185173.484146499
E01002198,London,14537.5663815119,174620.394025
E01002199,London,15574.0880156973,170785.721247
E01002200,London,15016.3247801118,348786.200434004
E01002201,London,15429.9728904562,265545.234134999
E01002202,London,14854.5726708003,189193.822624002
E01002203,London,15385.9851586956,278746.751910497
E01002204,London,18041.9325645015,177947.038724502
E01002206,London,17762.3665631193,175246.662862499
E01002207,London,18294.5292592018,181419.765537501
E01002208,London,18683.4428085143,292238.860404998
E01002209,London,18330.2384916491,271852.223660001
E01002210,London,18421.7038430492,205293.410236499
E01002211,London,17296.2788011537,171388.058532002
E01002212,London,17485.6523354931,274869.413731998
E01002213,London,16742.3675156658,286777.150346999
E01002214,London,18011.3925629587,181067.333993502
E01002215,London,17717.4699335678,171651.1784105
E01002216,London,17931.2684775702,268712.540043999
E01002217,London,17349.2388037259,151168.228462
E01002218,London,16892.7901585897,326426.366950998
E01002219,London,16345.9871127335,293256.070945002
E01002220,London,17331.353670302,189610.117197499
E01002221,London,16608.0012220225,170829.0572225
E01002222,London,17084.3984632071,209000.510362499
E01002223,London,17657.1727235541,203832.792725001
E01002224,London,17443.5600861952,182642.828962501
E01002225,London,18871.976593414,2039577.2114
E01002226,London,17725.1410140266,609755.460035001
E01002227,London,18259.7453399332,327041.930270493
E01002228,London,17666.5850001548,419123.275874004
E01002229,London,17109.4771579566,630621.647673998
E01002230,London,17499.798099847,429939.572331005
E01002231,London,17085.7998403121,214776.224382002
E01002232,London,17901.5852187471,220036.566178
E01002233,London,17420.3008043322,202097.975769001
E01002234,London,17930.2769124592,164195.506345497
E01002235,London,17274.9886390518,171921.550374499
E01002236,London,17454.1183802676,219989.704293502
E01002237,London,16723.6479822651,143896.505062
E01002238,London,17267.6288199875,343431.443325
E01002239,London,17703.3368052485,360414.275266498
E01002240,London,16712.4518115078,168358.359382
E01002241,London,17411.7675925838,235342.527823001
E01002242,London,17824.8712934318,269729.248965501
E01002243,London,23086.5642440074,236210.755673998
E01002244,London,22532.4435291753,334580.962741495
E01002245,London,22878.0340029545,255112.451728499
E01002246,London,21968.7298997116,543008.940908995
E01002247,London,22463.9053421262,326923.085528496
E01002248,London,22282.7155230292,535690.265377991
E01002249,London,22928.090309375,572891.164568503
E01002250,London,21438.7284862947,1071636.51904051
E01002251,London,21798.8467578458,325355.577520001
E01002252,London,29713.2822866615,1154764.302003
E01002253,London,28077.2823556456,1028277.76261001
E01002254,London,28393.951136837,562420.13516901
E01002255,London,26936.3365476476,591830.534759002
E01002256,London,29027.3363360722,279471.645644996
E01002257,London,27649.5125497769,757567.009349993
E01002258,London,28953.0270926116,300667.0022825
E01002259,London,29379.7321341916,1881212.53293999
E01002260,London,22789.2130233526,1115062.45739151
E01002261,London,23562.0130050435,206941.447345504
E01002262,London,23405.6889306488,223226.193026996
E01002263,London,23994.9803164099,851415.672687004
E01002264,London,23612.8826701575,202558.670910505
E01002265,London,24343.9410497151,515114.270596989
E01002266,London,22958.2696332127,344169.410957491
E01002267,London,23352.1923125286,208805.5260395
E01002268,London,27188.132981466,846452.176612497
E01002269,London,27373.6808263481,768762.97036699
E01002270,London,26078.6348303916,678113.986545498
E01002271,London,26617.2385725262,548584.086812504
E01002272,London,25019.6990331786,225462.279676502
E01002273,London,27090.0128616612,833934.791265486
E01002274,London,25423.6790465828,306961.751926001
E01002275,London,26201.0693051276,430634.401860008
E01002276,London,28189.3361700669,4363139.54681498
