lsoa,place,distance,density,distance_decile
E01009198,Birmingham,2864.794930434359,0.003386553764684939,1
E01009355,Birmingham,2902.540677114398,0.0058899744706998195,1
E01009060,Birmingham,2910.6771614522318,0.011778950499869125,1
E01033636,Birmingham,2946.324351400019,0.013374399808395415,1
E01009048,Birmingham,2948.927056323212,0.008073960868392604,1
E01009380,Birmingham,2969.7750270558286,0.01601504213733472,1
E01009061,Birmingham,3007.3040205200464,0.012374015880042511,1
E01009371,Birmingham,3023.79717316864,0.007459197711749292,1
E01009152,Birmingham,3053.7230944459156,0.00995742765852099,1
E01009344,Birmingham,3062.801906027171,0.014025431219694138,1
E01009201,Birmingham,3064.171303786683,0.001985197746569255,1
E01009192,Birmingham,3094.845525978949,0.013687476142406509,1
E01009483,Birmingham,3101.993183342337,0.005773160319092275,1
E01009359,Birmingham,3102.6118140024923,0.007534530172104239,1
E01033650,Birmingham,3102.7576901423085,0.011343908198204876,1
E01009346,Birmingham,3104.027175960212,0.008657702526349398,1
E01009377,Birmingham,3112.339279702221,0.01158855338078657,1
E01009182,Birmingham,3162.1069338970324,0.007895393781293563,1
E01033631,Birmingham,3181.730902607463,0.0017189077721150143,1
E01009361,Birmingham,3214.544931020813,0.01240034244014072,1
E01009059,Birmingham,3251.294969506745,0.011605491118294411,1
E01009397,Birmingham,3259.276955043516,0.011379295257891203,1
E01008986,Birmingham,3264.7843388759,0.008256934455356633,1
E01009329,Birmingham,3273.690465193328,0.010463932255724699,1
E01009352,Birmingham,3282.0485641576056,0.011149860539242638,1
E01009333,Birmingham,3287.9061053884793,0.014040097957252374,1
E01008991,Birmingham,3318.8705413580597,0.0022761696445967837,1
E01009058,Birmingham,3340.048855225241,0.016111826559017082,1
E01009372,Birmingham,3360.591962945652,0.021545109185470056,1
E01009384,Birmingham,3376.2687540001407,0.006959009270088021,1
E01009482,Birmingham,3390.0848185250156,0.011010831413752349,1
E01009151,Birmingham,3394.9028036652494,0.019076354953230748,1
E01009054,Birmingham,3408.568085366096,0.010893928331334743,2
E01009057,Birmingham,3415.142832421791,0.011253752704772906,2
E01009194,Birmingham,3427.891260261107,0.008561360869018328,2
E01009353,Birmingham,3437.4153863851234,0.01368780840279735,2
E01009399,Birmingham,3443.586262952828,0.01884238733365405,2
E01033647,Birmingham,3455.1527386125767,0.01016326711729064,2
E01008989,Birmingham,3466.997274608904,0.006705392721658183,2
E01033648,Birmingham,3468.3261735542633,0.01175654880328816,2
E01008992,Birmingham,3471.332375709303,0.002843754221331453,2
E01008916,Birmingham,3495.9289164364154,0.006131940765528135,2
E01009373,Birmingham,3500.3606299942808,0.023073724963908353,2
E01033621,Birmingham,3506.7486994534565,0.007376141314410735,2
E01009328,Birmingham,3517.043941242803,0.01802188154939957,2
E01009489,Birmingham,3520.7695320749135,0.014407918902757945,2
E01009396,Birmingham,3564.3423390537682,0.0153814055721499,2
E01009331,Birmingham,3584.5481877267785,0.012996348551820545,2
E01033635,Birmingham,3589.677333883754,0.007367660146393216,2
E01009056,Birmingham,3590.6290081399575,0.003252434342810854,2
E01033649,Birmingham,3595.069594411343,0.012827123106501054,2
E01009145,Birmingham,3598.911578391822,0.005897471634437964,2
E01008899,Birmingham,3598.953814387937,0.0014381765838444827,2
E01009183,Birmingham,3610.973391219248,0.002262714395023625,2
E01009053,Birmingham,3628.463883719432,0.01095504922457518,2
E01009334,Birmingham,3628.5481623097608,0.012332756534591772,2
E01010065,Birmingham,3695.148855524382,0.010646794859705032,2
E01009383,Birmingham,3699.070618474997,0.012612176021907137,2
E01010063,Birmingham,3764.4817120966886,0.0021321060464071498,2
E01009051,Birmingham,3767.596316441709,0.005857446093715494,2
E01009484,Birmingham,3768.0980367987718,0.011186147749377576,2
E01009350,Birmingham,3777.050325604732,0.014191850907173035,2
E01009339,Birmingham,3797.2980362408225,0.0026050574855796178,2
E01009338,Birmingham,3804.647609467775,0.00323259777714861,2
E01009337,Birmingham,3836.802348053259,0.012232014758533359,2
E01009385,Birmingham,3839.909492486307,0.006509760357532612,2
E01033643,Birmingham,3852.8269880937405,0.013959895358383524,2
E01009327,Birmingham,3856.903680503085,0.013421002763506329,2
E01009184,Birmingham,3865.5641521374673,0.0035978856365002435,2
E01009491,Birmingham,3885.4204838056266,0.01305388584013242,2
E01009343,Birmingham,3922.985975430652,0.01227043795952558,2
E01009049,Birmingham,3937.231844637178,0.006226972793860609,2
E01009275,Birmingham,3946.0680786945504,0.009724808185472042,2
E01009283,Birmingham,3956.388671710825,0.00420055939994413,2
E01009197,Birmingham,3962.2902606542366,0.007305119119378831,2
E01009202,Birmingham,3963.566577296662,0.0016702042328019624,2
E01009069,Birmingham,3967.7726250948544,0.006238259612319585,2
E01009485,Birmingham,3986.9037451023314,0.006277732907637314,2
E01009195,Birmingham,4013.5042314012776,0.011375333033887748,2
E01009050,Birmingham,4020.3824352108454,0.006148709739528462,2
E01009065,Birmingham,4022.4231377226297,0.00309009731142714,2
E01009389,Birmingham,4039.8691323607445,0.009136478546237557,2
E01009138,Birmingham,4041.1486319083215,0.006256385557609749,2
E01009390,Birmingham,4053.0121511657676,0.008207693922147917,2
E01009270,Birmingham,4070.5752214144004,0.008953611528516448,2
E01009479,Birmingham,4076.9224253082484,0.003153088320571061,2
E01009382,Birmingham,4084.6916897077713,0.007771465730031672,2
E01010061,Birmingham,4095.098148519448,0.01011355987501273,2
E01009354,Birmingham,4109.95692206114,0.005577952345897849,2
E01009335,Birmingham,4123.83312411299,0.008676538190301964,2
E01033642,Birmingham,4152.395204941542,0.013060525442939761,2
E01010059,Birmingham,4159.040234609375,0.00857405295451469,2
E01009147,Birmingham,4199.787096102525,0.004436879131221186,2
E01008915,Birmingham,4207.451072848941,0.0024699217605602705,2
E01009265,Birmingham,4291.696988720572,0.006911667671847681,2
E01009263,Birmingham,4307.744097796896,0.0053229003704285734,2
E01009325,Birmingham,4348.86181548066,0.009614578114392813,2
E01009186,Birmingham,4351.035862218389,0.0013004045852655947,2
E01009488,Birmingham,4358.954874221922,0.007665408975192211,2
E01009342,Birmingham,4365.1185789078845,0.004902067573990046,2
E01009068,Birmingham,4374.652788924694,0.007210425972135089,2
E01009288,Birmingham,4389.3165126725235,0.002558526475286567,2
E01009139,Birmingham,4394.686041147775,0.007870517767756645,2
E01009273,Birmingham,4421.5962656952825,0.010003763609840467,2
E01009392,Birmingham,4422.985795344423,0.014859388969292753,2
E01033562,Birmingham,4439.013434105516,0.002399780568729802,2
E01009401,Birmingham,4443.179413126649,0.00374704182970747,2
E01009187,Birmingham,4443.204880972331,0.004804716145513572,2
E01009476,Birmingham,4453.520368722596,0.005925301683807905,2
E01009394,Birmingham,4465.489214354779,0.006381427462122016,2
E01010064,Birmingham,4497.897333940438,0.004724534815384498,2
E01009066,Birmingham,4500.147119764512,0.0022595856285386666,2
E01033634,Birmingham,4520.174207924931,0.018328539798128478,2
E01009351,Birmingham,4524.616060460821,0.014887160064878115,2
E01009067,Birmingham,4525.474549676361,0.004836934146875111,2
E01009242,Birmingham,4529.783751014208,0.002573860115642133,2
E01009075,Birmingham,4531.467886074003,0.008802929567117899,2
E01009340,Birmingham,4532.549751657087,0.005492365540990409,2
E01009271,Birmingham,4546.333735153503,0.012242215644717037,2
E01010062,Birmingham,4553.708968641339,0.0019244356311252017,2
E01009274,Birmingham,4560.501256427982,0.006992099611006637,2
E01009266,Birmingham,4578.49965295787,0.009476960468911137,2
E01033641,Birmingham,4587.503793797263,0.0055217128303970695,2
E01009391,Birmingham,4592.772948728174,0.011484536233292876,2
E01010060,Birmingham,4605.072777371485,0.00935790483035846,2
E01009411,Birmingham,4608.739691350083,0.005409316116558087,2
E01009414,Birmingham,4609.307770911432,0.0038602185999801514,2
E01009264,Birmingham,4632.376491653004,0.008165853212924332,2
E01009262,Birmingham,4661.592837743058,0.004183192387398953,2
E01009239,Birmingham,4709.831174841716,7.299939580947707e-4,2
E01009413,Birmingham,4710.706483482818,0.006912260708273771,2
E01009185,Birmingham,4716.1285285732865,0.003705348461541873,2
E01009188,Birmingham,4716.955530836775,0.005497646950305369,2
E01009326,Birmingham,4720.669747224042,0.004043618997477684,2
E01009921,Birmingham,4758.857641774741,0.009671111326864356,2
E01009486,Birmingham,4765.106471127401,0.008776045912459063,2
E01009296,Birmingham,4777.414616285286,0.006663843344744947,3
E01010057,Birmingham,4779.712300546727,0.013008825327687126,3
E01009492,Birmingham,4792.553808454889,0.00846046141967374,3
E01009393,Birmingham,4796.513220346461,0.01056744429700103,3
E01009478,Birmingham,4799.097425063101,0.0031717140317950874,3
E01008884,Birmingham,4805.098429468695,0.0027791058200748574,3
E01009286,Birmingham,4809.465065471341,0.008326073003994064,3
E01009289,Birmingham,4818.889605231616,0.014987720425218324,3
E01009349,Birmingham,4835.473090964697,0.004117698502448478,3
E01009927,Birmingham,4862.6725245818225,0.006830420017787324,3
E01009341,Birmingham,4923.809665183276,0.0029352590817147907,3
E01009475,Birmingham,4926.7747415859385,0.010743506301693646,3
E01009400,Birmingham,4940.638752725607,0.002141686041171877,3
E01009269,Birmingham,4948.918121426189,0.005396024921316705,3
E01009268,Birmingham,5002.426336289212,0.008358764832126374,3
E01009487,Birmingham,5012.1568801322,0.010438701817845482,3
E01009928,Birmingham,5022.789466226374,0.008184352041382454,3
E01008882,Birmingham,5027.163757516035,0.007373150654572063,3
E01009395,Birmingham,5054.473117776767,0.005445498538369742,3
E01009480,Birmingham,5055.815688651225,0.0076048702744021405,3
E01009189,Birmingham,5072.630728460693,0.006489855606767575,3
E01009267,Birmingham,5081.849072866318,0.004954889358477628,3
E01009177,Birmingham,5086.690121341295,0.010473341633437877,3
E01009284,Birmingham,5091.947287751061,0.0036877076328848267,3
E01009260,Birmingham,5103.373055403556,0.0030404886330478637,3
E01009290,Birmingham,5111.956592412517,0.016603282575638718,3
E01009178,Birmingham,5117.546230566084,0.0058036003253656935,3
E01010055,Birmingham,5126.166785551676,0.012439862722383462,3
E01009026,Birmingham,5133.758306633625,0.005282667783980672,3
E01010046,Birmingham,5156.580926490864,0.0032622216545201005,3
E01009412,Birmingham,5160.813852431439,0.007756041149880079,3
E01009072,Birmingham,5161.053285603575,0.004722959780099942,3
E01009293,Birmingham,5174.573797351608,0.006934853856287699,3
E01009017,Birmingham,5187.625421105263,0.008366030601252487,3
E01010054,Birmingham,5202.508748449642,0.005799439350290601,3
E01009078,Birmingham,5213.244434680977,0.00496768480025747,3
E01008964,Birmingham,5215.522969322591,0.005461692988454699,3
E01009241,Birmingham,5220.521378728395,0.0042940755013650385,3
E01010058,Birmingham,5223.341875018712,0.004128950023401612,3
E01009278,Birmingham,5233.687384418531,0.0038582827943852162,3
E01009924,Birmingham,5235.188971094792,0.009016708409455258,3
E01009477,Birmingham,5241.798444078627,0.004940697888078521,3
E01009044,Birmingham,5244.707626990097,0.011637441221422498,3
E01009410,Birmingham,5278.043527658366,0.004222674193440471,3
E01009252,Birmingham,5289.241393117694,0.004107444662780005,3
E01008898,Birmingham,5303.717290590021,0.008613451027591305,3
E01008889,Birmingham,5305.9379387973695,0.002142201183226449,3
E01009926,Birmingham,5308.804640669565,0.008889810728280257,3
E01009125,Birmingham,5315.0462726373435,0.0066375119727846805,3
E01008999,Birmingham,5326.098594257737,0.005318642334393686,3
E01009176,Birmingham,5337.058988185223,0.001957159957685762,3
E01009481,Birmingham,5343.534490461493,0.009193181680025695,3
E01033646,Birmingham,5344.054235342455,0.005734302853650288,3
E01009175,Birmingham,5353.446645481685,0.0053720805965780565,3
E01009240,Birmingham,5364.657455142025,0.0030404674625299456,3
E01009071,Birmingham,5367.203843470604,0.0017147402202053292,3
E01008998,Birmingham,5400.4616668799335,0.0073371512779447446,3
E01009000,Birmingham,5403.997735803235,0.006463228684795356,3
E01009272,Birmingham,5444.905607984568,0.0015454316388265105,3
E01009490,Birmingham,5446.38963346657,0.0049941545720973155,3
E01008963,Birmingham,5461.636834021935,0.0027811498345456415,3
E01009232,Birmingham,5467.318504212689,0.0015499549923600326,3
E01009070,Birmingham,5474.066496186718,0.004282682752525774,3
E01009077,Birmingham,5480.736975977666,0.004559200660527921,3
E01009292,Birmingham,5484.500454633997,0.004435229268668327,3
E01008896,Birmingham,5507.2688004885395,0.007941886199193006,3
E01009014,Birmingham,5509.382184502037,0.0055733237833629785,3
E01009086,Birmingham,5509.9325823587515,0.005565846804165105,3
E01009028,Birmingham,5512.432008818327,0.009342471174781694,3
E01008883,Birmingham,5535.0262766373025,0.0047320194979252215,3
E01010056,Birmingham,5541.519598196979,0.0073679951726807365,3
E01009282,Birmingham,5546.74157689464,0.004147766927326921,3
E01033630,Birmingham,5556.897981421102,0.00823708404654227,3
E01010049,Birmingham,5564.391758171252,0.01027007112574705,3
E01009280,Birmingham,5578.776110546221,0.003083215732944988,3
E01009922,Birmingham,5592.330185179302,0.006229289157477904,3
E01009279,Birmingham,5606.757453771254,0.004916178911663781,3
E01009513,Birmingham,5621.983016579329,0.00443043874763842,3
E01009043,Birmingham,5636.373790305867,0.007148011776869834,3
E01009126,Birmingham,5683.185453686772,0.005338873220598774,3
E01009925,Birmingham,5693.3990804609375,0.001861697169484147,3
E01009295,Birmingham,5714.098963531352,0.004747680895205657,3
E01009179,Birmingham,5717.968148390972,0.004800603569689878,3
E01009124,Birmingham,5756.716331101659,0.010125358927254626,3
E01008887,Birmingham,5770.002226583326,0.0033158117092798606,3
E01009082,Birmingham,5806.046967252445,0.0030304110252059747,3
E01008965,Birmingham,5807.730780925584,0.005117451819132748,3
E01009408,Birmingham,5808.361737449549,0.006592751227245911,3
E01009029,Birmingham,5817.4653027550685,0.006434512486353704,3
E01009507,Birmingham,5827.2706029117035,0.007247195370052962,3
E01008981,Birmingham,5829.279717549534,0.004515175898072294,3
E01009045,Birmingham,5833.814478885535,0.00425092799120637,3
E01010048,Birmingham,5834.185921284263,0.012797212679538976,3
E01009409,Birmingham,5891.568465642745,0.006865637425119034,3
E01009074,Birmingham,5897.745437846537,0.00850189602178184,3
E01009938,Birmingham,5905.189509176212,0.004808248030806634,3
E01009104,Birmingham,5906.903459540807,0.005990534394674404,3
E01009943,Birmingham,5908.554269712931,0.007125558790864714,3
E01010050,Birmingham,5913.242246178601,0.008755224959665967,3
E01009046,Birmingham,5916.924395852544,0.004546704188578637,3
E01009509,Birmingham,5927.038957455151,0.005767957593694159,3
E01008933,Birmingham,5927.644002742522,0.0033170714765705244,3
E01008897,Birmingham,5939.613376615673,0.007473815982933032,3
E01009013,Birmingham,5940.987205041435,0.005408894570950424,3
E01008892,Birmingham,5942.5250316564525,0.011077840029950327,4
E01008881,Birmingham,5944.093643534717,0.004003860717899631,4
E01009261,Birmingham,5954.119194982353,0.004498116297618743,4
E01009234,Birmingham,5958.461809454673,0.0057447572584294875,4
E01008932,Birmingham,5960.017618006801,0.004116882971098133,4
E01009238,Birmingham,5991.717311103894,0.003899446114770992,4
E01009123,Birmingham,5992.505299570258,0.0026065876044034444,4
E01008890,Birmingham,5993.994707155492,0.005701662062429987,4
E01009291,Birmingham,6001.497688701706,0.004637930245624327,4
E01010051,Birmingham,6007.177919347611,0.00374107230376382,4
E01009064,Birmingham,6010.568064704845,0.005389067419794589,4
E01032591,Birmingham,6015.670755610764,9.987638348518473e-4,4
E01009090,Birmingham,6030.699523477216,0.0034325478769172972,4
E01009923,Birmingham,6077.753499420519,0.005984558769938784,4
E01009085,Birmingham,6081.1358185747,0.006634848132016647,4
E01009237,Birmingham,6081.673639575271,0.004731385300956235,4
E01008952,Birmingham,6083.378125756118,0.004121748138987399,4
E01009254,Birmingham,6128.454496855691,0.00460659728770721,4
E01009016,Birmingham,6133.506255976154,0.006405596428967389,4
E01009944,Birmingham,6142.024359049527,0.00626301139322436,4
E01009281,Birmingham,6146.454766394921,0.00207177520451963,4
E01009073,Birmingham,6166.623366921374,0.008862159707648951,4
E01009095,Birmingham,6180.340844395663,0.003565079805218484,4
E01009231,Birmingham,6180.348171891343,0.00513031098384277,4
E01009018,Birmingham,6189.793422354866,0.005086159211337063,4
E01009276,Birmingham,6211.724162707875,0.0031693659561053784,4
E01008936,Birmingham,6226.976514214735,0.004637849553875352,4
E01009294,Birmingham,6230.539146535398,0.0022809054770857626,4
E01010027,Birmingham,6252.0475354986265,0.004432171541549538,4
E01008968,Birmingham,6297.431907079498,0.005072310192494734,4
E01008886,Birmingham,6303.544497344249,0.00341768666722944,4
E01009515,Birmingham,6303.61042454539,0.004751850336235481,4
E01009012,Birmingham,6311.783803276797,0.004395571979241134,4
E01008966,Birmingham,6316.071292214941,0.006500960080843708,4
E01008953,Birmingham,6322.34746669189,0.004668190389570631,4
E01009406,Birmingham,6333.976278408179,0.004907587116496829,4
E01008967,Birmingham,6337.982716260605,0.004555051059630694,4
E01009407,Birmingham,6342.148975850866,0.006801449414328032,4
E01009236,Birmingham,6348.707927304096,0.005992952465537185,4
E01009405,Birmingham,6357.060384897468,0.005189135027075494,4
E01009030,Birmingham,6362.140648076193,0.005266701774396561,4
E01009248,Birmingham,6368.063012354692,0.006556767353713868,4
E01009937,Birmingham,6376.524638135456,0.007428197087602182,4
E01009510,Birmingham,6417.083332979133,0.00601964383855898,4
E01009084,Birmingham,6421.176112234653,0.0069504542030256345,4
E01008934,Birmingham,6425.216841872512,0.005337148437237723,4
E01009256,Birmingham,6433.989699357947,0.006255018893633412,4
E01009235,Birmingham,6456.4042278223415,0.006823200496889966,4
E01008935,Birmingham,6457.234963456647,0.003037346715598276,4
E01010010,Birmingham,6463.711740250273,0.006472010460905,4
E01009102,Birmingham,6479.57439442941,8.03783076818832e-4,4
E01009031,Birmingham,6486.905419134097,0.0038264641704258665,4
E01008894,Birmingham,6488.820604836774,0.005316876172008937,4
E01009521,Birmingham,6489.790851715681,0.006233295839490693,4
E01009227,Birmingham,6500.310979689733,0.005990412877417078,4
E01008955,Birmingham,6501.4923213674765,0.003208213255019725,4
E01009007,Birmingham,6506.941785522916,0.003990102087451028,4
E01008970,Birmingham,6524.352891623513,0.007855085866954601,4
E01009247,Birmingham,6529.194607162717,0.0066113530685802556,4
E01008951,Birmingham,6529.85259728052,0.0037927825148296674,4
E01009121,Birmingham,6540.952529397109,0.004365287123103086,4
E01009229,Birmingham,6558.141798688067,0.006587060447105543,4
E01008893,Birmingham,6560.438261775348,0.006154205914395561,4
E01009500,Birmingham,6574.641256863179,0.0043405488711482434,4
E01009089,Birmingham,6576.1721581413485,0.004255990341328376,4
E01009244,Birmingham,6577.831465070956,0.0040476860407813,4
E01009022,Birmingham,6587.885117767034,0.004833194440932347,4
E01009258,Birmingham,6594.437220293262,0.003772421327306886,4
E01009079,Birmingham,6617.874246565735,0.005385761302556871,4
E01008885,Birmingham,6620.995464335921,0.006720768669078318,4
E01009503,Birmingham,6632.540531176891,0.006220495983515473,4
E01009230,Birmingham,6644.422398575826,0.004799318574993377,4
E01010024,Birmingham,6654.980472858981,0.006061295682537596,4
E01010026,Birmingham,6658.601039039047,0.005174047963927611,4
E01009942,Birmingham,6661.828043203236,0.005691600296872975,4
E01009518,Birmingham,6680.958054237173,0.004262432067453804,4
E01009137,Birmingham,6700.911192187761,0.006852476069498214,4
E01009020,Birmingham,6706.77879528328,0.007088155989673019,4
E01009508,Birmingham,6728.513321647468,0.005644902449874906,4
E01009255,Birmingham,6731.5254952595415,0.006534544504370839,4
E01009081,Birmingham,6738.0160556996,0.00882028882479607,4
E01010007,Birmingham,6743.636101750706,0.004172125476853975,4
E01009092,Birmingham,6746.37018253556,0.00857713717651461,4
E01009940,Birmingham,6746.692339355072,0.006538864825880394,4
E01009504,Birmingham,6811.280072198351,0.0031004716315234998,4
E01009015,Birmingham,6818.20347380403,0.00503078448600256,4
E01009404,Birmingham,6822.9158794395935,0.0071274257630901785,4
E01009006,Birmingham,6833.449179153078,0.007835764694515494,4
E01008891,Birmingham,6837.729297907344,0.005425870854674844,4
E01009251,Birmingham,6847.2667108944715,0.005850220438304665,4
E01009094,Birmingham,6859.340890598541,0.006446198556966751,4
E01009520,Birmingham,6860.11462027135,0.005635084955037362,4
E01009087,Birmingham,6872.0730610358205,0.004944509530326791,4
E01009011,Birmingham,6879.621262060446,0.0038536794806296425,4
E01009501,Birmingham,6886.765043388303,0.005507869497625199,4
E01009023,Birmingham,6894.73081064099,0.0065692594549325535,4
E01008938,Birmingham,6899.778785319683,0.007532903251845351,4
E01008969,Birmingham,6903.390920411664,0.0037811388097712248,4
E01010008,Birmingham,6903.532488312418,0.004428501305247402,4
E01008919,Birmingham,6913.661985570995,0.0024745831390283,4
E01009032,Birmingham,6915.000552266687,0.006108622192701059,4
E01008888,Birmingham,6928.853256982247,0.00753437568002477,4
E01008971,Birmingham,6933.303153812976,0.003379232981625766,4
E01009939,Birmingham,6935.133337611254,0.004624717847880076,4
E01008950,Birmingham,6935.624990823751,0.002565798482713745,5
E01009008,Birmingham,6939.230700241472,0.0035245805667268744,5
E01009228,Birmingham,6941.63645072353,0.00673513751521286,5
E01009002,Birmingham,6960.746984803277,0.0054829369022183745,5
E01009037,Birmingham,6971.433211554792,0.0033216968117456597,5
E01009246,Birmingham,6976.161538344871,0.006532270095780766,5
E01009516,Birmingham,6983.237049276076,0.006560768364864936,5
E01033632,Birmingham,6983.484068818305,0.00501508983134483,5
E01008937,Birmingham,6995.965569945159,0.003991343960502217,5
E01009502,Birmingham,7006.356478845057,0.006230869537753998,5
E01008895,Birmingham,7007.657349810587,0.0065222439516951294,5
E01008972,Birmingham,7013.659594544394,0.003681686723403489,5
E01010009,Birmingham,7016.613161650631,0.0019772424426948705,5
E01009122,Birmingham,7016.953162240506,0.007431905471871244,5
E01009034,Birmingham,7026.012365159946,0.005796748715646073,5
E01009257,Birmingham,7040.605977660323,0.006541002772545478,5
E01008956,Birmingham,7043.918039115569,0.003913275452739528,5
E01009083,Birmingham,7053.552287970495,0.006884753758958283,5
E01008957,Birmingham,7055.506561008447,0.007093553533560121,5
E01009249,Birmingham,7068.562199122463,0.006180294385010124,5
E01009134,Birmingham,7078.310964997445,0.005932318893004878,5
E01009243,Birmingham,7086.402950343769,0.0033545719753908182,5
E01010023,Birmingham,7089.320854775483,0.0055847726736840625,5
E01009403,Birmingham,7105.345486900237,0.007006717015043509,5
E01009136,Birmingham,7112.852569696034,0.006177025679922908,5
E01009021,Birmingham,7125.182251266393,0.006719238510268818,5
E01009019,Birmingham,7177.426181740687,0.00504136827396043,5
E01009519,Birmingham,7184.954003642465,0.0066361067776239905,5
E01008939,Birmingham,7211.356449533726,0.0045129286299823495,5
E01009245,Birmingham,7227.996547857365,0.0053865324315545745,5
E01008973,Birmingham,7245.9134023754805,0.0049810263261322605,5
E01009091,Birmingham,7258.442606060566,0.003404058861913617,5
E01009493,Birmingham,7261.804911511958,0.004484538153692448,5
E01009311,Birmingham,7266.218440807175,0.008029907593469842,5
E01009035,Birmingham,7268.116323368028,0.006003092010275068,5
E01009313,Birmingham,7268.542138788131,0.006068093464663102,5
E01009511,Birmingham,7283.882340913674,0.0072844607014363565,5
E01009001,Birmingham,7292.410376076079,0.004792602925764372,5
E01010157,Birmingham,7308.154259430226,0.007354873815277981,5
E01010013,Birmingham,7330.053664415747,0.00604161826753896,5
E01009088,Birmingham,7331.656846967151,0.005732890234837894,5
E01009093,Birmingham,7332.516730341264,0.006880657578029117,5
