"","dz","x","y"
"5768","S01012273",342645.51592621,639361.32800502
"5769","S01012274",349212.89404836,636702.23055324
"5770","S01012275",348992.77855963,636424.39101785
"5771","S01012276",348338.66106505,636654.92107988
"5772","S01012277",347861.2657357,637266.96990962
"5773","S01012278",349060.49287821,635817.14452089
"5774","S01012279",348504.92945951,636268.46105045
"5775","S01012280",348330.06196565,635985.06620208
"5776","S01012281",348803.24939957,636024.19431833
"5777","S01012282",348775.02593362,634493.95180925
"5778","S01012283",349678.18799184,635332.55655354
"5779","S01012284",349790.87709229,635599.15611689
"5780","S01012285",349864.52561375,635912.00236862
"5781","S01012286",351487.40274689,635618.77663261
"5782","S01012287",351106.70933841,635548.95171514
"5783","S01012288",350702.40366584,635569.23138381
"5784","S01012289",353963.04993152,634789.16329187
"5785","S01012290",355649.32989102,634123.19237804
"5786","S01012291",354277.55237723,633418.15977289
"5787","S01012292",354381.66717549,634245.29857477
"5788","S01012293",351453.95433363,634679.01069935
"5789","S01012294",351779.65187916,635008.26920668
"5790","S01012295",352262.02660933,634617.79597305
"5791","S01012296",353252.90840597,647344.57010674
"5792","S01012297",354535.47399483,645101.78145687
"5793","S01012298",352651.05780814,647774.81867487
"5794","S01012299",352773.98762119,654614.82191191
"5795","S01012300",371143.46808459,646071.504921
"5796","S01012301",377940.07896647,646039.99924104
"5797","S01012302",369440.498775,659509.98753201
"5798","S01012303",367729.52077434,649922.30602578
"5799","S01012304",368325.70729632,642664.0028564
"5800","S01012305",378780.66319241,652972.53131025
"5801","S01012306",378162.39218184,653647.33141388
"5802","S01012307",378530.00979461,654121.74344201
"5803","S01012308",379147.39748453,653656.31913906
"5804","S01012309",392221.96718695,661000.70047113
"5805","S01012310",391599.82723674,662917.60116572
"5806","S01012311",390237.59946472,666010.38601328
"5807","S01012312",384224.32991367,664776.15683102
"5808","S01012313",377438.78764373,667844.2371042
"5809","S01012314",394616.93009906,663930.01523032
"5810","S01012315",394353.07369484,664347.72784103
"5811","S01012316",394119.33241078,664285.59042761
"5812","S01012317",393859.26206172,663972.41639446
"5813","S01012318",393705.91217886,664439.20071955
"5814","S01012319",381423.3013612,655330.90955077
"5815","S01012320",386680.17499989,656456.88123724
"5816","S01012321",387057.91751134,656315.02834904
"5817","S01012322",387823.62810467,651974.48949358
"5818","S01012323",390891.27689447,656894.39649849
"5819","S01012324",383753.17044038,643476.43984109
"5820","S01012325",383779.55738485,639822.39571179
"5821","S01012326",384187.95644529,639683.04432237
"5822","S01012327",384248.1971017,640117.77969847
"5823","S01012328",382264.38264993,628054.49983957
"5824","S01012329",380428.93967059,622336.4535671
"5825","S01012330",373177.31658664,633304.52964865
"5826","S01012331",372616.21586922,633023.00323037
"5827","S01012332",368532.65130918,636160.72170732
"5828","S01012333",376355.8381096,633250.40255709
"5829","S01012334",372383.27618909,634837.83660804
"5830","S01012335",373024.99089625,635166.22369144
"5831","S01012336",372786.81479573,634888.7735341
"5832","S01012337",372681.88100146,634521.15551739
"5833","S01012338",372725.13915419,634238.42108986
"5834","S01012339",373001.36748897,633950.72292606
"5835","S01012340",373465.18724611,634727.16854626
"5836","S01012341",369784.8023933,614524.93830341
"5837","S01012342",360995.02550381,623651.28363757
"5838","S01012343",368655.52224936,627715.18559577
"5839","S01012344",358180.68910237,631752.06402548
"5840","S01012345",357357.6056969,632228.94763785
"5841","S01012346",360947.52676946,631301.95904913
"5842","S01012347",359622.5472156,631161.45874671
"5843","S01012348",359331.23001202,630744.40477474
"5844","S01012349",365452.81123039,619884.26082905
"5845","S01012350",365585.5851604,620420.24000993
"5846","S01012351",365502.24170819,620903.66795457
"5847","S01012352",365283.92024892,621172.22002236
"5848","S01012353",364938.8233299,620447.85212375
"5849","S01012354",348348.71751368,587593.42959792
"5850","S01012355",346406.45526933,601013.62431305
"5851","S01012356",356867.35189597,618468.83306754
"5852","S01012357",352121.63299843,618164.39583651
"5853","S01012358",359584.51434713,609545.03603384
"5854","S01012359",351671.89173276,615855.51604642
"5855","S01012360",351208.40285303,615848.30201177
"5856","S01012361",350933.06177523,616094.03852857
"5857","S01012362",351337.75115516,616255.52996547
"5858","S01012363",350318.39424518,614284.81716533
"5859","S01012364",350765.53974548,615099.01255818
"5860","S01012365",350852.23085021,614632.48885626
"5861","S01012366",350416.41082323,614818.20773976
"5862","S01012367",351529.59190173,615336.69307568
"5863","S01012368",349395.41568128,614776.48994667
"5864","S01012369",349204.30414482,613794.96296426
"5865","S01012370",349921.15999377,613706.29013015
"5866","S01012371",349746.62074926,614272.36311371
"5867","S01012372",350243.89508079,615012.93127864
"5868","S01012373",350309.54597033,615507.58995753
"5869","S01012374",350167.61722865,615926.19544349
"5870","S01012375",350462.43983674,615844.46299258
"5871","S01012376",348138.06177485,622688.64805431
"5872","S01012377",352731.47895241,630042.08003742
"5873","S01012378",331781.4167642,617037.70813989
"5874","S01012379",328516.90260499,625115.23785618
"5875","S01012380",347557.38037123,629334.66423903
"5876","S01012381",347084.37633787,628472.9816526
"5877","S01012382",347476.72584455,628366.72214452
"5878","S01012383",347431.4189116,628948.62280324
"5879","S01012384",347114.90887144,629297.92193008
"5880","S01012385",346576.81161445,628487.83991393
"5881","S01012386",346164.73874149,628886.10237832
"5882","S01012387",434942.90158324,1105476.48597217
"5883","S01012388",439302.17659101,1122953.71723926
"5884","S01012389",443709.48329287,1123945.27072423
"5885","S01012390",442026.76744769,1132102.38875303
"5886","S01012391",443172.99801749,1137893.92188137
"5887","S01012392",445704.22570564,1140114.83859453
"5888","S01012393",446143.36059125,1140513.5949731
"5889","S01012394",446703.25443518,1139669.16064512
"5890","S01012395",447063.38093944,1141060.5061063
"5891","S01012396",447630.22611619,1141096.50306176
"5892","S01012397",450782.70234582,1140745.2459669
"5893","S01012398",447348.83371504,1141455.00984432
"5894","S01012399",446864.99695227,1141314.5257572
"5895","S01012400",447126.39091015,1141825.88021119
"5896","S01012401",446246.43297385,1142875.27925655
"5897","S01012402",443931.13158157,1143589.58285457
"5898","S01012403",419065.22552538,1136220.21878382
"5899","S01012404",440107.19881131,1141008.13429194
"5900","S01012405",441403.66536104,1148607.29397656
"5901","S01012406",446555.7712486,1161553.38358638
"5902","S01012407",437496.62930268,1154500.58678803
"5903","S01012408",430562.60189111,1150463.76827819
"5904","S01012409",422314.88369093,1153733.01481194
"5905","S01012410",433203.02454132,1169690.35859525
"5906","S01012411",440560.47736225,1168482.01274194
"5907","S01012412",431365.1022097,1183042.73486035
"5908","S01012413",449786.11196407,1191678.30246645
"5909","S01012414",461364.65914337,1204369.03171993
"5910","S01012415",454080.92072072,1163397.36932902
"5911","S01012416",458307.52374656,1165020.15063716
"5912","S01012417",210559.38798894,578253.38671493
"5913","S01012418",222174.63084936,583109.9792143
"5914","S01012419",228773.56116362,593192.31493835
"5915","S01012420",224900.77369893,600243.25679133
"5916","S01012421",222096.28562398,604401.49882164
"5917","S01012422",226412.82437815,606440.23669995
"5918","S01012423",232394.4224878,604618.41614165
"5919","S01012424",219122.15286723,597285.02185668
"5920","S01012425",218734.25280316,597318.43580025
"5921","S01012426",218780.53008186,597048.88795774
"5922","S01012427",218715.27007013,596797.44923165
"5923","S01012428",218491.47803274,596649.41640842
"5924","S01012429",218409.89449199,597127.54453032
"5925","S01012430",218747.61608787,597644.66149169
"5926","S01012431",218395.97121633,597971.38700094
"5927","S01012432",219097.15057599,597896.99260438
"5928","S01012433",218967.76471457,598428.73790672
"5929","S01012434",230485.21186092,610127.74719186
"5930","S01012435",230039.38620924,609769.63916536
"5931","S01012436",229802.56384838,609542.14727562
"5932","S01012437",229368.27865378,609808.60668256
"5933","S01012438",229129.29006783,610449.7836904
"5934","S01012439",229823.17473299,610114.37614837
"5935","S01012440",230181.71356106,610383.94003627
"5936","S01012441",239247.27195452,602804.84474562
"5937","S01012442",227796.76285401,615002.67245161
"5938","S01012443",232436.95639065,614084.49385503
"5939","S01012444",236019.70263117,617248.88221975
"5940","S01012445",234335.59076592,617989.50971822
"5941","S01012446",240611.84161569,619940.90042988
"5942","S01012447",240768.52733886,619589.53732898
"5943","S01012448",241858.49304617,617266.87612836
"5944","S01012449",242198.1109288,619535.66779323
"5945","S01012450",239191.88904896,620921.73474599
"5946","S01012451",233077.8588967,619588.77734697
"5947","S01012452",231830.72515138,619025.54612847
"5948","S01012453",232272.96031485,619010.19352778
"5949","S01012454",234564.92251214,618748.94796248
"5950","S01012455",233289.96365024,617550.04678038
"5951","S01012456",234203.11096294,618522.56552087
"5952","S01012457",232215.42356091,618249.81970916
"5953","S01012458",233748.53038897,618602.2260495
"5954","S01012459",235144.33032427,620158.93814984
"5955","S01012460",235447.95658932,619901.80762248
"5956","S01012461",234828.37777667,619999.50831186
"5957","S01012462",234889.82627427,619738.51366284
"5958","S01012463",235282.12091628,619449.62980009
"5959","S01012464",234883.17222448,619383.11553811
"5960","S01012465",235067.55121389,619047.42042017
"5961","S01012466",234246.26964182,620710.1773145
"5962","S01012467",234718.11109281,620499.87178127
"5963","S01012468",234293.31938577,620274.27296401
"5964","S01012469",233843.29617985,620343.87812777
"5965","S01012470",234510.27269991,619980.84990336
"5966","S01012471",233752.15390825,619887.89079937
"5967","S01012472",234557.76358768,619179.12040797
"5968","S01012473",235860.49867819,621366.20937217
"5969","S01012474",234463.34998275,621002.27818748
"5970","S01012475",235040.73088218,621092.30594675
"5971","S01012476",235040.20740956,620772.09631563
"5972","S01012477",235725.54984732,620692.10607274
"5973","S01012478",235167.41799987,620583.17781103
"5974","S01012479",235541.36179401,620311.6769718
"5975","S01012480",233224.27593561,622392.1681062
"5976","S01012481",233485.52182331,622014.57149033
"5977","S01012482",233348.73346991,621551.586303
"5978","S01012483",234022.67954525,621463.74026497
"5979","S01012484",233819.88752794,621008.92678633
"5980","S01012485",233508.06802872,620787.06382268
"5981","S01012486",233143.34720397,620941.00813225
"5982","S01012487",233930.68969593,623096.23588176
"5983","S01012488",234483.9153905,623055.46728544
"5984","S01012489",234073.2070218,622684.45810665
"5985","S01012490",233620.78220513,622569.21136779
"5986","S01012491",234369.83493047,622268.60705183
"5987","S01012492",234091.2318913,622111.31919835
"5988","S01012493",234408.60495554,621670.76458739
"5989","S01012494",235346.79130307,621591.34618046
"5990","S01012495",235421.35420359,621923.04327176
"5991","S01012496",235726.01718469,622448.58880979
"5992","S01012497",236092.33624785,622672.87537835
"5993","S01012498",236374.47059124,622658.74444456
"5994","S01012499",236514.9754708,623141.45330553
"5995","S01012500",235432.76215046,623067.19770042
"5996","S01012501",236207.84222316,623105.21308651
"5997","S01012502",235093.52612051,622781.1649882
"5998","S01012503",235810.58245068,622928.57749866
"5999","S01012504",235448.75967603,622756.47784625
"6000","S01012505",234666.62390989,622662.5308497
"6001","S01012506",234667.69098382,624532.70638986
"6002","S01012507",234357.58179339,623920.93246069
"6003","S01012508",234799.30959262,623940.56805492
"6004","S01012509",234343.49755115,623573.60825862
"6005","S01012510",234971.3892059,623527.47658561
"6006","S01012511",234721.61416031,623287.30484081
"6007","S01012512",235051.09778453,624608.51465869
"6008","S01012513",235911.03293759,623966.48450816
"6009","S01012514",235945.62757313,624322.0674168
"6010","S01012515",235046.19003108,624341.91068145
"6011","S01012516",235218.49553748,624143.15824622
"6012","S01012517",235568.13383544,623580.32405513
"6013","S01012518",235041.13993945,626367.50770722
"6014","S01012519",235230.16257865,625694.69854685
"6015","S01012520",234695.48106604,625935.15190757
"6016","S01012521",235020.66071551,625834.35414988
"6017","S01012522",234502.5655374,624854.33631358
"6018","S01012523",235141.5961625,625069.22631106
"6019","S01012524",235549.23157015,626286.98850856
"6020","S01012525",235602.64277021,625904.27796059
"6021","S01012526",235482.54746968,625585.29398146
"6022","S01012527",235837.9358816,625500.21275773
"6023","S01012528",236109.90383909,625355.55888276
"6024","S01012529",235749.98449197,624994.23036932
"6025","S01012530",235383.18730032,624793.15218093
"6026","S01012531",235869.12303443,628646.95561448
"6027","S01012532",237862.03264417,626341.74933805
"6028","S01012533",235965.12050591,626390.54013579
"6029","S01012534",236014.95051231,625969.92267691
"6030","S01012535",240616.84282099,622963.99462608
"6031","S01012536",241600.82833227,624019.58069048
"6032","S01012537",239161.74993624,624148.78402764
"6033","S01012538",241262.82817546,625514.66810426
"6034","S01012539",244202.52854055,625632.32324038
"6035","S01012540",243373.10067275,627118.16488723
"6036","S01012541",244362.86968039,629423.64782745
"6037","S01012542",237691.17885389,631032.05543054
"6038","S01012543",240132.89454008,631694.79088668
"6039","S01012544",237019.90767601,633788.38853915
"6040","S01012545",236683.73820625,634692.65281655
"6041","S01012546",237713.58621179,635765.85594498
"6042","S01012547",236248.01922232,634759.35286426
"6043","S01012548",234754.37517598,631789.4605737
"6044","S01012549",233627.27842509,631566.05949977
"6045","S01012550",233856.73426169,631695.42297788
"6046","S01012551",233668.39888903,632088.92425859
"6047","S01012552",233301.0814587,631998.02267955
"6048","S01012553",233560.84046587,632703.96238937
"6049","S01012554",233614.24589014,633384.0631847
"6050","S01012555",233371.32864163,633224.05461133
"6051","S01012556",232923.24728967,633041.91864064
"6052","S01012557",232589.4317805,633224.30410727
"6053","S01012558",232784.10799501,632557.38800913
"6054","S01012559",232380.70134063,631839.13001985
"6055","S01012560",232753.72575756,632049.40773404
"6056","S01012561",232935.82885881,631863.09795693
"6057","S01012562",232690.25512892,631483.8966672
"6058","S01012563",233931.97362761,630799.72861134
"6059","S01012564",233012.45999244,630941.95634498
"6060","S01012565",232430.63694716,631019.46044744
"6061","S01012566",232019.21752241,630938.0881952
"6062","S01012567",231185.21204244,631112.01210317
"6063","S01012568",232694.41183098,630417.83652699
"6064","S01012569",233801.42100037,628754.64015464
"6065","S01012570",295791.29159372,611625.95002073
"6066","S01012571",283383.30188731,623271.39140551
"6067","S01012572",298161.3470035,624811.73236983
"6068","S01012573",292632.21422996,634844.72637549
"6069","S01012574",298218.41005283,635117.35023637
"6070","S01012575",303011.96354033,631242.10786309
"6071","S01012576",304067.32484084,637533.85466553
"6072","S01012577",303037.19652269,640922.52086891
"6073","S01012578",305169.40294319,637231.03030741
"6074","S01012579",299161.8245743,641193.29405923
"6075","S01012580",306188.507754,648040.39333906
"6076","S01012581",295309.49989558,645157.95577518
"6077","S01012582",293274.01316777,643834.64828205
"6078","S01012583",293779.39176721,645972.95264746
"6079","S01012584",298889.47199773,645330.11257279
"6080","S01012585",298399.06199453,646496.37658457
"6081","S01012586",299279.60974566,647994.74043901
"6082","S01012587",294169.57173443,652371.42763329
"6083","S01012588",299628.81697984,653595.35607907
"6084","S01012589",293653.69994457,653502.17422305
"6085","S01012590",294095.14284869,653690.28841257
"6086","S01012591",294420.0392631,654071.96165881
"6087","S01012592",284024.1349282,652313.15782544
"6088","S01012593",282144.59234125,651823.98657228
"6089","S01012594",281856.91616409,652188.58766223
"6090","S01012595",281849.49026647,652374.79875237
"6091","S01012596",282119.1650506,652662.71155458
"6092","S01012597",282390.41224737,652771.94042593
"6093","S01012598",284107.46331697,650358.61727702
"6094","S01012599",284292.13649929,650688.63801554
"6095","S01012600",283781.5357796,650694.08152528
"6096","S01012601",284223.2607919,651070.47709372
"6097","S01012602",284705.57845994,650802.56031995
"6098","S01012603",284402.24532595,651339.63256231
"6099","S01012604",285028.80057057,651093.48482436
"6100","S01012605",285297.91049315,651271.34134914
"6101","S01012606",286108.29550281,649592.18700723
"6102","S01012607",285951.60731076,649920.09049853
"6103","S01012608",285622.73232485,650234.41513273
"6104","S01012609",285241.49104323,650134.12245673
"6105","S01012610",285184.69915831,650628.76776686
"6106","S01012611",285277.43193488,649618.05153775
"6107","S01012612",284381.24148514,649872.64106451
"6108","S01012613",284995.81217168,649972.85628205
"6109","S01012614",284675.50531096,650059.36885378
"6110","S01012615",282928.93346074,646520.92841336
"6111","S01012616",283540.28970914,648374.7445193
"6112","S01012617",288284.62728196,648535.22439037
"6113","S01012618",288565.92042284,651802.01363007
"6114","S01012619",288269.69616682,643923.84763431
"6115","S01012620",287605.97590631,643928.25835081
"6116","S01012621",287857.6558925,644241.57372798
"6117","S01012622",288457.87857018,644305.44733696
"6118","S01012623",288919.13684723,643891.3678394
"6119","S01012624",288585.3345857,643972.76232207
"6120","S01012625",288957.34446929,644236.06118193
"6121","S01012626",289091.31722586,644408.05770893
"6122","S01012627",288170.32883929,642845.17217346
"6123","S01012628",289643.28233146,641855.67614108
"6124","S01012629",288677.16559493,643377.46234646
"6125","S01012630",288054.50850716,643461.36772272
"6126","S01012631",289152.07433448,643749.56463797
"6127","S01012632",283577.10527494,639939.16408444
"6128","S01012633",286355.22365633,641079.08328891
"6129","S01012634",286160.02901242,643800.81087507
"6130","S01012635",286837.25042605,645326.54972029
"6131","S01012636",281252.48707646,645456.43658611
"6132","S01012637",283737.85279234,630268.70253658
"6133","S01012638",285762.80113653,631366.04949575
"6134","S01012639",281255.32496976,634714.08551951
"6135","S01012640",286830.60146613,634494.45678219
"6136","S01012641",281978.71655228,636095.40000893
"6137","S01012642",281785.02103808,638899.39362381
"6138","S01012643",281856.46625878,639181.41148618
"6139","S01012644",281607.42548282,639595.89709319
"6140","S01012645",281202.04846733,639947.17995243
"6141","S01012646",281017.7275468,640736.62743593
"6142","S01012647",278961.43752324,644257.01732519
"6143","S01012648",279505.1093066,642789.8147266
"6144","S01012649",279627.0481944,643171.86868377
"6145","S01012650",279106.34066272,643207.33626384
"6146","S01012651",279340.0790677,643186.55065072
"6147","S01012652",279159.94205951,643946.46142066
"6148","S01012653",278595.99459155,647429.42728433
"6149","S01012654",277978.26638965,651492.91526985
"6150","S01012655",277841.56582694,649867.93305185
"6151","S01012656",276592.59383926,651702.84686273
"6152","S01012657",275804.13287163,652050.18363316
"6153","S01012658",276125.68626442,652283.35734019
"6154","S01012659",275704.99087184,652315.23689227
"6155","S01012660",276462.49501984,650639.14578382
"6156","S01012661",275366.06332798,650386.93705654
"6157","S01012662",275747.38750278,651126.38798842
"6158","S01012663",276673.71627996,651243.14592688
"6159","S01012664",276119.07042043,651542.15877044
"6160","S01012665",276957.62567938,650086.86110174
"6161","S01012666",277319.72134607,650415.92662777
"6162","S01012667",277182.73682685,650603.3416899
"6163","S01012668",276801.05091253,650776.51011376
"6164","S01012669",277244.40867781,650909.36033532
"6165","S01012670",276675.3480885,651032.50797555
"6166","S01012671",276908.31480664,649242.12823225
"6167","S01012672",276289.27511583,649754.26870592
"6168","S01012673",276012.59823094,649996.6731332
"6169","S01012674",276186.5552858,650158.49368044
"6170","S01012675",276382.85933762,650333.93671131
"6171","S01012676",274672.56077939,645627.96800094
"6172","S01012677",275016.68925438,645753.96728989
"6173","S01012678",274616.83042996,645941.58908497
"6174","S01012679",275205.98269636,646162.8620129
"6175","S01012680",275002.96912884,646381.76245626
"6176","S01012681",274738.00923091,644238.11978578
"6177","S01012682",275253.32199774,646743.60490256
"6178","S01012683",276039.62465795,647052.76668623
"6179","S01012684",270489.32488022,643510.59369915
"6180","S01012685",270269.66368967,644044.47772114
"6181","S01012686",269879.62791497,644300.39451639
"6182","S01012687",269335.53399507,644388.11425579
"6183","S01012688",270332.60693221,644654.98017565
"6184","S01012689",269627.39455218,644740.03056431
"6185","S01012690",269535.3196646,645040.32685492
"6186","S01012691",270712.20056148,644951.08407805
"6187","S01012692",270153.55736712,645212.35521807
"6188","S01012693",270791.22210892,645331.79060642
"6189","S01012694",270152.88944099,645501.23968996
"6190","S01012695",277220.65871653,636719.82221264
"6191","S01012696",265253.97212011,639898.0049837
"6192","S01012697",270925.53841332,640774.36250583
"6193","S01012698",268241.68881438,649800.21317366
"6194","S01012699",273264.09269673,647921.20247429
"6195","S01012700",271026.34276302,649604.48899512
"6196","S01012701",273182.14387622,653676.07230819
"6197","S01012702",274253.40168969,654480.5565617
"6198","S01012703",271491.62274021,652632.44889689
"6199","S01012704",271754.6227187,652795.46393239
"6200","S01012705",271350.03974143,653000.05683167
"6201","S01012706",271884.81098474,653030.43252819
"6202","S01012707",272268.50084272,653236.7258911
"6203","S01012708",271698.09563628,653297.27234631
"6204","S01012709",272108.70619256,653556.29170768
"6205","S01012710",271600.48111085,653867.56842824
"6206","S01012711",271939.82703675,653849.03239846
"6207","S01012712",272417.62528394,654337.14250447
"6208","S01012713",272172.38564888,654524.03555966
"6209","S01012714",272628.65530069,654777.533182
"6210","S01012715",272050.45396283,654777.67771593
"6211","S01012716",273170.14167649,654833.12612864
"6212","S01012717",272579.33245669,655213.35362213
"6213","S01012718",271713.26984321,655437.53623159
"6214","S01012719",272118.76193383,655874.05558693
"6215","S01012720",272601.99815465,655934.43877738
"6216","S01012721",271819.93054737,654399.23181153
"6217","S01012722",271534.99248367,654405.31346683
"6218","S01012723",271578.96778224,654707.78884256
"6219","S01012724",271282.17687652,654988.02188192
"6220","S01012725",271946.66880771,655060.29116652
"6221","S01012726",271319.71847143,653703.96792606
"6222","S01012727",270950.6890194,654205.333476
"6223","S01012728",271255.77152563,654291.48537274
"6224","S01012729",271064.32336076,653319.52449633
"6225","S01012730",270701.34517746,653657.67265683
"6226","S01012731",270969.91521332,653817.19204667
"6227","S01012732",270647.64427569,653930.52961172
"6228","S01012733",269118.0730579,652585.83193412
"6229","S01012734",270459.10729708,653397.65363723
"6230","S01012735",270512.6957785,653626.04962073
"6231","S01012736",270306.20047682,654121.80624783
"6232","S01012737",269957.37903107,654328.53915794
"6233","S01012738",270433.52281075,654583.72426075
"6234","S01012739",268646.84425923,655010.33182628
"6235","S01012740",268782.33274024,655214.5119527
"6236","S01012741",269077.95507711,654353.09338531
"6237","S01012742",269399.0986006,654577.04298147
"6238","S01012743",269626.92258111,654573.81385102
"6239","S01012744",268961.28770177,654627.21104887
"6240","S01012745",270038.05179547,654732.73599225
"6241","S01012746",269159.22472346,654909.89614274
"6242","S01012747",269555.8801149,654985.11616662
"6243","S01012748",269769.14800792,655216.12676562
"6244","S01012749",269121.49418681,655281.9702496
"6245","S01012750",269295.8909218,655471.19094457
"6246","S01012751",268934.5244082,655682.68154907
"6247","S01012752",268434.92584988,656111.87867084
"6248","S01012753",268485.15082477,656571.06808869
"6249","S01012754",268811.06125316,656660.52888474
"6250","S01012755",268741.72347699,656837.18599051
"6251","S01012756",268008.02794785,656904.5485412
"6252","S01012757",268569.29472053,656969.37046528
"6253","S01012758",268167.81975105,657028.46954318
"6254","S01012759",268519.73559427,657244.58276994
"6255","S01012760",268907.60244686,657350.7698402
"6256","S01012761",268453.17515607,657575.18568906
"6257","S01012762",268046.16606044,657550.82943391
"6258","S01012763",268295.53545784,657760.3738198
"6259","S01012764",268330.89748821,658001.61421612
"6260","S01012765",268078.97454494,658256.83708631
"6261","S01012766",268421.85519493,658575.93941272
"6262","S01012767",268081.11209623,658637.91379211
"6263","S01012768",268132.64187776,658966.17411508
"6264","S01012769",268098.11049289,659393.43831228
"6265","S01012770",268889.82237467,657808.69959744
"6266","S01012771",269246.42121441,657841.30572413
"6267","S01012772",268666.44028442,658128.05338285
"6268","S01012773",269121.68209438,658401.24129029
"6269","S01012774",269569.52417689,655994.91504733
"6270","S01012775",269924.91216731,656357.90301127
"6271","S01012776",269547.81207738,656559.50916329
"6272","S01012777",270196.74469282,656823.77373344
"6273","S01012778",269262.19989393,657079.90449644
"6274","S01012779",269400.61779472,656825.81796571
"6275","S01012780",269771.36066834,657371.01444445
"6276","S01012781",270122.82838885,655322.84672532
"6277","S01012782",269616.70990505,655621.58277997
"6278","S01012783",269985.31788479,655791.47670398
"6279","S01012784",270333.97252714,655807.58135488
"6280","S01012785",270122.27979675,656023.96554398
"6281","S01012786",270454.19263075,656116.61671238
"6282","S01012787",270432.6928652,656369.25614367
"6283","S01012788",270962.77535304,654633.22985317
"6284","S01012789",270801.57466646,654980.05697374
"6285","S01012790",270503.63662482,655218.94247884
"6286","S01012791",270899.72793516,655458.87283997
"6287","S01012792",270894.7055349,655926.0827598
"6288","S01012793",271331.56776791,656197.73709984
"6289","S01012794",271395.93691315,656880.48267338
"6290","S01012795",270784.34805782,656584.6704915
"6291","S01012796",270539.17587541,656742.13705489
"6292","S01012797",270705.67426241,657405.66493783
"6293","S01012798",269905.33651222,658598.7112241
"6294","S01012799",270632.76339676,658182.84238929
"6295","S01012800",271223.4540082,659010.70026309
"6296","S01012801",270287.70992331,658731.80291631
"6297","S01012802",269143.01875677,659115.00919802
"6298","S01012803",270833.16287748,659147.63745765
"6299","S01012804",270460.01268887,659041.53831625
"6300","S01012805",270130.41742211,659377.66357004
"6301","S01012806",270583.52130254,659522.56601069
"6302","S01012807",269256.92356193,659912.04176668
"6303","S01012808",270181.6477626,660125.70014091
"6304","S01012809",269511.43290637,660445.55970796
"6305","S01012810",269886.37864128,660554.65812625
"6306","S01012811",269304.97425328,660779.11453884
"6307","S01012812",269798.90181112,660922.05688746
"6308","S01012813",269102.30061638,661175.55201314
"6309","S01012814",266768.45284948,659370.6626845
"6310","S01012815",266521.85340625,659417.24830963
"6311","S01012816",266225.85667349,659709.83189585
"6312","S01012817",266826.10550795,659692.6196178
"6313","S01012818",266249.66641057,660046.60560108
"6314","S01012819",265906.29919301,659943.93717634
"6315","S01012820",267555.68465724,660588.85146609
"6316","S01012821",265722.90423685,660975.0392614
"6317","S01012822",265604.26787077,659931.1354934
"6318","S01012823",265459.44139397,660142.44482222
"6319","S01012824",265893.06165089,660442.94979482
"6320","S01012825",264967.48624738,660334.34974979
"6321","S01012826",265016.66684121,660467.2976879
"6322","S01012827",265105.09639143,660965.07358074
"6323","S01012828",266934.0202145,660640.58111587
"6324","S01012829",266009.57098639,660778.80920671
"6325","S01012830",266047.21627913,659314.74804997
"6326","S01012831",265785.35940725,659550.61233608
"6327","S01012832",265080.46365159,659593.39227755
"6328","S01012833",265292.39534027,659759.37800603
"6329","S01012834",264860.74390868,659964.25698464
"6330","S01012835",264516.12089108,660274.02044733
"6331","S01012836",263663.35500046,659074.34466735
"6332","S01012837",263638.32202948,659372.88282897
"6333","S01012838",263463.91864491,659251.31345821
"6334","S01012839",264112.68878643,659383.44637606
"6335","S01012840",264547.27338032,659275.27852847
"6336","S01012841",264527.33454021,659624.13083917
"6337","S01012842",263567.9810597,659796.26109264
"6338","S01012843",264135.5901006,659879.96587725
"6339","S01012844",263678.04849171,660211.81511623
"6340","S01012845",263753.06897847,660512.82245021
"6341","S01012846",264248.9631824,660811.15476028
"6342","S01012847",264441.66960404,660873.1331744
"6343","S01012848",263100.48234901,660360.27102613
"6344","S01012849",263336.6196789,660726.26924509
"6345","S01012850",262999.21448334,660969.52470921
"6346","S01012851",262745.69809223,660795.32802847
"6347","S01012852",262223.18585253,661057.92026225
"6348","S01012853",262497.0007717,661270.50343279
"6349","S01012854",261875.46347137,661206.63733679
"6350","S01012855",261904.46898992,661393.69033848
"6351","S01012856",263281.65922457,661618.81360288
"6352","S01012857",262028.2061548,661533.15175733
"6353","S01012858",262096.82028007,661943.66765177
"6354","S01012859",262061.13870922,662634.00423377
"6355","S01012860",261442.7147395,660892.98479047
"6356","S01012861",261423.3530323,661324.98003999
"6357","S01012862",261132.44203418,661517.92426816
"6358","S01012863",261500.56876188,661605.95361208
"6359","S01012864",260860.40087925,662288.24957042
"6360","S01012865",260958.84066296,661112.4385187
"6361","S01012866",260669.04960234,661128.73719112
"6362","S01012867",260635.05202933,661519.64269954
"6363","S01012868",260883.22351557,661619.79680992
"6364","S01012869",260595.16100482,661887.58444747
"6365","S01012870",261065.57729307,660684.08644571
"6366","S01012871",260554.37949925,660709.31151947
"6367","S01012872",260245.2554468,660938.12924501
"6368","S01012873",260406.34999261,661139.45335113
"6369","S01012874",261644.48143682,659888.24613873
"6370","S01012875",261488.0242626,660181.61852639
"6371","S01012876",260693.45529576,660253.69827642
"6372","S01012877",261029.82772369,660283.13702641
"6373","S01012878",263000.68501258,660013.67146839
"6374","S01012879",262329.09531343,660409.24703896
