lsoa,ttwa_code,ttwa_name,change_in_id_share_in_ttwa
E01003216,E30000234,London,2.1430671793509727e-5
E01003217,E30000234,London,6.931647900216219e-5
E01003218,E30000234,London,3.0230168493318067e-5
E01003219,E30000234,London,3.7179639930444766e-5
E01003220,E30000234,London,5.487356522842907e-5
E01003221,E30000234,London,9.496120428720295e-5
E01003222,E30000234,London,4.07100755662044e-5
E01003223,E30000234,London,4.701539861695098e-5
E01003224,E30000234,London,1.2288681336440556e-6
E01003225,E30000234,London,-1.7872607017492255e-6
E01003226,E30000234,London,-7.582618283844976e-6
E01003227,E30000234,London,-2.0979906387310682e-5
E01003228,E30000234,London,-3.58289670600381e-5
E01003229,E30000234,London,6.19433174417946e-5
E01003230,E30000234,London,-8.989707149550225e-7
E01003231,E30000234,London,-1.5038920771556129e-5
E01003232,E30000234,London,1.2870133181647951e-5
E01003233,E30000234,London,1.3977842245144347e-5
E01003235,E30000234,London,2.553230316419504e-5
E01003236,E30000234,London,3.002917864624498e-5
E01003237,E30000234,London,-1.7707797236822184e-5
E01003238,E30000234,London,-1.9662611718265278e-5
E01003239,E30000234,London,6.210063811924494e-5
E01003240,E30000234,London,9.0681597965674e-5
E01003241,E30000234,London,-3.820761817573858e-5
E01003243,E30000234,London,4.33136355503244e-5
E01003244,E30000234,London,-4.842289040193128e-5
E01003245,E30000234,London,6.908340758348959e-5
E01003246,E30000234,London,4.850264949783986e-5
E01003247,E30000234,London,-5.8295641903855465e-5
E01003248,E30000234,London,-8.58163323964661e-6
E01003249,E30000234,London,-6.566556901201791e-5
E01003250,E30000234,London,-4.0847112684058804e-5
E01003251,E30000234,London,-1.3029245692295477e-4
E01003252,E30000234,London,-6.036250741451655e-5
E01003253,E30000234,London,-8.379416471607519e-5
E01003254,E30000234,London,-2.1113632751585217e-5
E01003255,E30000234,London,3.255288499249851e-5
E01003256,E30000234,London,7.718090845021419e-5
E01003257,E30000234,London,-2.6191200740627714e-5
E01003258,E30000234,London,-7.994028917828144e-5
E01003259,E30000234,London,-5.397295271018459e-5
E01003260,E30000234,London,3.307377260496186e-5
E01003261,E30000234,London,-2.24266598934519e-5
E01003262,E30000234,London,-1.0883211821316637e-4
E01003263,E30000234,London,4.1441486527646484e-5
E01003264,E30000234,London,1.6191197340228178e-5
E01003265,E30000234,London,-9.748159844938137e-6
E01003266,E30000234,London,5.836665737519043e-6
E01003267,E30000234,London,-1.260049748016967e-5
E01003268,E30000234,London,2.1582077110729393e-6
E01003269,E30000234,London,3.89628465234063e-6
E01003270,E30000234,London,2.7304761697502253e-5
E01003271,E30000234,London,9.373494484448525e-6
E01003272,E30000234,London,-2.496545411445359e-5
E01003273,E30000234,London,-1.903871888132749e-7
E01003274,E30000234,London,-2.4191819571247795e-5
E01003275,E30000234,London,-2.142879004526628e-5
E01003276,E30000234,London,-2.2385090764937487e-5
E01003277,E30000234,London,-4.8836350775024334e-5
E01003278,E30000234,London,7.71389828985164e-6
E01003279,E30000234,London,-1.8923365811712094e-5
E01003280,E30000234,London,-1.803415735365376e-5
E01003281,E30000234,London,3.2121605844445547e-6
E01003282,E30000234,London,2.091550275308676e-5
E01003283,E30000234,London,-1.1693848616169697e-6
E01003284,E30000234,London,-6.381005705649671e-5
E01003285,E30000234,London,1.730162834092274e-5
E01003286,E30000234,London,-4.7167427968842145e-5
E01003287,E30000234,London,-1.3895021906158136e-5
E01003288,E30000234,London,8.719330252056714e-5
E01003290,E30000234,London,-3.3788748309013965e-5
E01003291,E30000234,London,-2.3795225591520194e-5
E01003292,E30000234,London,-2.3048259621717855e-5
E01003293,E30000234,London,4.073593981696494e-5
E01003295,E30000234,London,2.3052259116486076e-5
E01003296,E30000234,London,4.8216464771985885e-5
E01003297,E30000234,London,-3.6880007269596017e-5
E01003298,E30000234,London,-8.167551226669951e-5
E01003299,E30000234,London,-1.1936509992132872e-4
E01003300,E30000234,London,-8.858098845570183e-5
E01003301,E30000234,London,1.3845000935797894e-5
E01003302,E30000234,London,4.265946585542142e-5
E01003303,E30000234,London,-2.8166944411336665e-5
E01003304,E30000234,London,2.509507503408061e-5
E01003305,E30000234,London,-1.291350284628258e-4
E01003307,E30000234,London,3.544256398462452e-5
E01003308,E30000234,London,9.029599606122244e-5
E01003309,E30000234,London,5.649693240058064e-6
E01003310,E30000234,London,-9.324139110068524e-7
E01003311,E30000234,London,1.9764620398284702e-5
E01003312,E30000234,London,3.114509120340106e-5
E01003313,E30000234,London,-3.699588317103886e-5
E01003314,E30000234,London,-1.414148201746461e-5
E01003315,E30000234,London,-3.935212849400378e-5
E01003316,E30000234,London,-1.8495961018032695e-5
E01003317,E30000234,London,2.100624830547298e-6
E01003318,E30000234,London,9.490121241353722e-5
E01003319,E30000234,London,8.058636341921915e-5
E01003320,E30000234,London,-3.483533050265095e-6
E01003321,E30000234,London,7.420285838796882e-5
E01003322,E30000234,London,5.1884374389508795e-5
E01003323,E30000234,London,9.600305741380851e-5
E01003324,E30000234,London,-5.342561927202511e-5
E01003325,E30000234,London,8.420539016198623e-5
E01003326,E30000234,London,-1.5767423872105655e-5
E01003327,E30000234,London,3.180709665825352e-6
E01003328,E30000234,London,-2.1950961188394412e-5
E01003329,E30000234,London,-4.112060045421853e-5
E01003330,E30000234,London,-3.634037981205897e-5
E01003331,E30000234,London,-7.697683259210364e-6
E01003332,E30000234,London,-8.298503098585035e-5
E01003333,E30000234,London,-9.062683311194739e-6
E01003334,E30000234,London,-9.038991645515213e-5
E01003335,E30000234,London,-6.202545344098328e-5
E01003336,E30000234,London,-7.090306569259127e-5
E01003337,E30000234,London,-4.213630174166905e-5
E01003338,E30000234,London,2.1689729669043477e-6
E01003339,E30000234,London,-3.502139506942665e-5
E01003340,E30000234,London,-5.50977351307034e-5
E01003341,E30000234,London,-4.1797975285339054e-5
E01003342,E30000234,London,3.323196185828987e-5
E01003343,E30000234,London,-3.816988006617519e-5
E01003344,E30000234,London,-6.670959623967756e-5
E01003345,E30000234,London,-6.746701532167775e-5
E01003346,E30000234,London,2.2382114217519493e-5
E01003347,E30000234,London,-4.1588853540548525e-5
E01003348,E30000234,London,6.63601960688366e-5
E01003349,E30000234,London,2.2911879901278546e-5
E01003350,E30000234,London,2.1312168651303374e-5
E01003351,E30000234,London,-7.733679488091067e-6
E01003352,E30000234,London,7.301566377786119e-5
E01003353,E30000234,London,1.1548162285440666e-4
E01003354,E30000234,London,1.0995860775311356e-4
E01003355,E30000234,London,-2.27289855854581e-5
E01003356,E30000234,London,6.104768081689757e-6
E01003357,E30000234,London,-3.0182613099719393e-5
E01003358,E30000234,London,-2.2996509530010125e-5
E01003359,E30000234,London,2.9569112279673204e-5
E01003360,E30000234,London,-8.231468041747642e-6
E01003361,E30000234,London,-1.2796638612715529e-5
E01003362,E30000234,London,1.0539622315271548e-5
E01003363,E30000234,London,1.6484663810547505e-5
E01003364,E30000234,London,-6.21707283593122e-6
E01003365,E30000234,London,2.3474303068469652e-5
E01003366,E30000234,London,-1.1962531002135049e-5
E01003367,E30000234,London,-3.412046897061007e-5
E01003368,E30000234,London,-4.822269280015985e-5
E01003369,E30000234,London,-2.2575739716583525e-5
E01003370,E30000234,London,-3.7508057217029e-5
E01003371,E30000234,London,-3.461961699037115e-5
E01003372,E30000234,London,-2.833399842289372e-5
E01003373,E30000234,London,3.6994329166321416e-7
E01003374,E30000234,London,6.318059933523512e-5
E01003375,E30000234,London,3.0496996632315264e-5
E01003376,E30000234,London,2.3496636749716017e-6
E01003377,E30000234,London,-1.4725333204961526e-4
E01003378,E30000234,London,6.397176680955917e-5
E01003379,E30000234,London,2.0028316060513975e-5
E01003380,E30000234,London,-1.7984650563826513e-5
E01003381,E30000234,London,-1.0676713412365849e-5
E01003382,E30000234,London,-1.0631893570036846e-5
E01003383,E30000234,London,-1.1048507065170014e-5
E01003384,E30000234,London,8.917690289822369e-6
E01003385,E30000234,London,-1.258274522413557e-5
E01003386,E30000234,London,1.260135445287127e-4
E01003387,E30000234,London,4.20985348467858e-5
E01003388,E30000234,London,5.378759001281163e-5
E01003389,E30000234,London,5.7285741598075285e-5
E01003390,E30000234,London,-3.114513140716271e-5
E01003391,E30000234,London,2.6016292444480758e-6
E01003392,E30000234,London,4.3862935669617775e-7
E01003393,E30000234,London,-3.791937702878695e-5
E01003394,E30000234,London,1.25042980711674e-6
E01003395,E30000234,London,4.055833688244593e-6
E01003396,E30000234,London,-2.236744648107726e-5
E01003397,E30000234,London,2.1646093592511348e-5
E01003398,E30000234,London,1.420924952102583e-5
E01003399,E30000234,London,-1.0000519450179186e-6
E01003400,E30000234,London,-3.4284524496971353e-6
E01003401,E30000234,London,3.811340659561962e-6
E01003402,E30000234,London,1.5367109552338396e-5
E01003403,E30000234,London,1.2473180776919144e-5
E01003404,E30000234,London,2.0456080042271038e-5
E01003405,E30000234,London,-1.4026923936437331e-5
E01003406,E30000234,London,-2.847639803124711e-5
E01003407,E30000234,London,-1.0155992562099216e-5
E01003408,E30000234,London,-2.408964289677979e-5
E01003409,E30000234,London,9.14952470888557e-6
E01003410,E30000234,London,-3.114102641068358e-5
E01003411,E30000234,London,6.51302200723083e-5
E01003412,E30000234,London,-6.597590136950032e-5
E01003413,E30000234,London,5.3673279085592865e-5
E01003414,E30000234,London,1.8908494840826643e-5
E01003415,E30000234,London,3.0211398705148174e-5
E01003416,E30000234,London,3.346406211585341e-5
E01003417,E30000234,London,2.299036279459088e-5
E01003418,E30000234,London,1.8226734289564467e-5
E01003419,E30000234,London,3.233195219908072e-5
E01003420,E30000234,London,2.9620793626568554e-5
E01003421,E30000234,London,-1.5962730787899711e-6
E01003422,E30000234,London,1.0135890016175881e-5
E01003423,E30000234,London,-1.2213115354863655e-5
E01003424,E30000234,London,-2.0468290681482338e-6
E01003425,E30000234,London,1.2770744383011968e-5
E01003426,E30000234,London,1.6537825749632972e-5
E01003427,E30000234,London,-2.3957708280868324e-6
E01003428,E30000234,London,2.9990281652097874e-5
E01003429,E30000234,London,7.058112881139758e-5
E01003430,E30000234,London,-1.134104728106719e-5
E01003431,E30000234,London,-5.897814768310316e-6
E01003432,E30000234,London,7.940051517739627e-6
E01003433,E30000234,London,-1.070023888887601e-6
E01003434,E30000234,London,3.0768209817003535e-5
E01003435,E30000234,London,7.442793759904991e-5
E01003436,E30000234,London,3.188954256255565e-5
E01003437,E30000234,London,2.123590811657289e-5
E01003438,E30000234,London,7.09398085684269e-5
E01003439,E30000234,London,-9.327021329713062e-6
E01003440,E30000234,London,-1.424885392198121e-6
E01003441,E30000234,London,-1.401488249451932e-5
E01003442,E30000234,London,-2.024777264157344e-5
E01003443,E30000234,London,7.970510235773937e-6
E01003444,E30000234,London,-4.209358579447073e-6
E01003445,E30000234,London,7.890962889371407e-6
E01003446,E30000234,London,-1.3583384413880877e-5
E01003447,E30000234,London,-1.4291790803512019e-5
E01003448,E30000234,London,2.5043549030151404e-6
E01003449,E30000234,London,4.1389197121013814e-5
E01003450,E30000234,London,-1.337340301086373e-5
E01003451,E30000234,London,3.337680864920957e-5
E01003452,E30000234,London,3.657844562864884e-5
E01003453,E30000234,London,1.627272993416664e-5
E01003454,E30000234,London,-3.985072664711715e-5
E01003455,E30000234,London,-4.5564681977592426e-5
E01003456,E30000234,London,4.529710394988383e-5
E01003457,E30000234,London,-6.340514897543158e-6
E01003458,E30000234,London,8.02774702774703e-6
E01003459,E30000234,London,8.698600248065565e-5
E01003460,E30000234,London,2.8835290498980012e-5
E01003461,E30000234,London,-3.4647418951635477e-6
E01003462,E30000234,London,6.047238062899382e-8
E01003463,E30000234,London,1.0107125675727497e-5
E01003464,E30000234,London,-1.0304761347350753e-6
E01003465,E30000234,London,-8.500180186871335e-6
E01003466,E30000234,London,1.3952985152150122e-5
E01003467,E30000234,London,-6.05549981833064e-7
E01003468,E30000234,London,-1.1888110135480968e-6
E01003469,E30000234,London,3.7708283575313675e-5
E01003470,E30000234,London,1.4462103514313384e-5
E01003471,E30000234,London,2.26971574308857e-5
E01003472,E30000234,London,-7.87723658425682e-6
E01003473,E30000234,London,-1.5231888587553456e-5
E01003474,E30000234,London,1.0254351730083307e-5
E01003475,E30000234,London,1.1408745700971411e-4
E01003476,E30000234,London,-5.2422917929538634e-5
E01003477,E30000234,London,1.0167144156696169e-5
E01003478,E30000234,London,6.8887537503025154e-6
E01003479,E30000234,London,-7.746536319613848e-5
E01003480,E30000234,London,-9.351199664961245e-5
E01003481,E30000234,London,-2.6236453556855387e-5
E01003482,E30000234,London,-3.6153639822719956e-5
E01003483,E30000234,London,-1.8735041680209607e-4
E01003484,E30000234,London,-5.648769033924633e-5
E01003485,E30000234,London,-1.728635435435086e-5
E01003486,E30000234,London,-1.7268712205121547e-4
E01003487,E30000234,London,-1.891796728692255e-4
E01003488,E30000234,London,-5.162547464428131e-5
E01003489,E30000234,London,-9.158754793520937e-5
E01003490,E30000234,London,-2.934025143347494e-5
E01003491,E30000234,London,-1.6041506274314294e-4
E01003492,E30000234,London,-5.371114131230622e-5
E01003493,E30000234,London,-7.479230200515186e-5
E01003494,E30000234,London,3.631745746847311e-6
E01003495,E30000234,London,4.384610474809773e-6
E01003496,E30000234,London,-1.427885892246913e-4
E01003497,E30000234,London,-2.0018597054386736e-5
E01003498,E30000234,London,-1.3617130254220335e-4
E01003499,E30000234,London,-5.213774542747729e-5
E01003500,E30000234,London,-1.49367403265173e-4
E01003501,E30000234,London,-4.035772615380899e-5
E01003502,E30000234,London,-6.79393365336474e-5
E01003503,E30000234,London,-9.046274964090965e-5
E01003506,E30000234,London,-2.1388981936952794e-4
E01003507,E30000234,London,-1.292931710546077e-6
E01003508,E30000234,London,-4.7446740445819167e-5
E01003509,E30000234,London,-1.1097954982003475e-5
E01003511,E30000234,London,-2.135203817367773e-4
E01003512,E30000234,London,-1.032822327934178e-4
E01003513,E30000234,London,-4.076512289767848e-5
E01003514,E30000234,London,-1.3472108712030454e-4
E01003515,E30000234,London,7.02743802562057e-5
E01003516,E30000234,London,-1.0364989419500378e-4
E01003517,E30000234,London,-6.278414847055711e-5
E01003518,E30000234,London,-2.685260354354501e-5
E01003519,E30000234,London,-6.326656665262505e-5
E01003520,E30000234,London,-1.2476496844526504e-4
E01003521,E30000234,London,-7.53111275076121e-5
E01003522,E30000234,London,-5.9993682781961984e-5
E01003523,E30000234,London,2.6333283162328566e-7
E01003524,E30000234,London,-1.0500200850099069e-4
E01003525,E30000234,London,-5.5505157540443274e-5
E01003526,E30000234,London,-4.800711822799096e-5
E01003527,E30000234,London,-1.5497249313819512e-5
E01003528,E30000234,London,-8.251715320148296e-5
E01003529,E30000234,London,-1.3162699672836036e-4
E01003530,E30000234,London,-1.4116832664373737e-4
E01003531,E30000234,London,-1.4301527000279597e-4
E01003532,E30000234,London,-1.3853177423493588e-4
E01003533,E30000234,London,-5.515942406252624e-5
E01003534,E30000234,London,-1.92236249697993e-4
E01003535,E30000234,London,-1.5533098880753332e-5
E01003536,E30000234,London,5.9672350243008675e-5
E01003537,E30000234,London,6.301523468658864e-5
E01003538,E30000234,London,4.273667215610457e-5
E01003539,E30000234,London,4.555621251605942e-5
E01003540,E30000234,London,-4.927388720391148e-5
E01003541,E30000234,London,5.21929553328777e-5
E01003542,E30000234,London,-1.9494456031221032e-5
E01003543,E30000234,London,2.55141536828487e-5
E01003544,E30000234,London,-7.158697489358914e-6
E01003545,E30000234,London,-1.2632231598902558e-4
E01003546,E30000234,London,-7.951625143581901e-5
E01003547,E30000234,London,-1.0480268193079848e-4
E01003548,E30000234,London,-2.437973834773196e-5
E01003549,E30000234,London,-1.2586787754352265e-4
E01003550,E30000234,London,-6.299585576111344e-5
E01003551,E30000234,London,-1.1653466986434087e-4
E01003552,E30000234,London,-6.678176407198073e-5
E01003553,E30000234,London,-9.744711812739986e-5
E01003554,E30000234,London,-1.2031593956077523e-4
E01003555,E30000234,London,-9.541768202847391e-5
E01003556,E30000234,London,-9.201398154428194e-5
E01003557,E30000234,London,-4.298655707739811e-5
E01003558,E30000234,London,-1.2993067379487363e-4
E01003559,E30000234,London,-4.348269989080857e-5
E01003560,E30000234,London,-1.4781585980196138e-4
E01003561,E30000234,London,-1.7095801205721178e-4
E01003562,E30000234,London,-1.34061822667629e-4
E01003563,E30000234,London,-6.442319514218456e-5
E01003564,E30000234,London,-1.1763939446650742e-4
E01003565,E30000234,London,-7.924602622222203e-5
E01003566,E30000234,London,-5.8206966262210644e-5
E01003567,E30000234,London,-6.542628721330896e-5
E01003568,E30000234,London,-1.986349629481257e-4
E01003569,E30000234,London,-1.5791106891311214e-4
E01003570,E30000234,London,-8.948331149518187e-5
E01003571,E30000234,London,-6.163025924311831e-5
E01003572,E30000234,London,-1.3300176069300332e-4
E01003573,E30000234,London,-1.4263611701826977e-4
E01003574,E30000234,London,-1.3528431036109062e-4
E01003575,E30000234,London,-3.272281825831815e-5
E01003576,E30000234,London,-4.0839198610390754e-5
E01003577,E30000234,London,5.973384635617272e-5
E01003578,E30000234,London,-4.7332347510828084e-5
E01003579,E30000234,London,-1.1413760484794435e-4
E01003580,E30000234,London,3.079632612316486e-5
E01003581,E30000234,London,-1.3979103369073396e-4
E01003582,E30000234,London,-4.195510685162763e-5
E01003583,E30000234,London,-6.750526249123322e-5
E01003584,E30000234,London,-9.303932981101666e-6
E01003585,E30000234,London,-7.420385356907123e-5
E01003586,E30000234,London,-9.820991000513546e-5
E01003587,E30000234,London,-1.0341142876286427e-4
E01003588,E30000234,London,-1.1680159670722972e-4
E01003589,E30000234,London,-1.3487661993073275e-5
E01003590,E30000234,London,-2.9236623735330342e-5
E01003591,E30000234,London,-8.306938029384488e-5
E01003592,E30000234,London,4.132962915015309e-7
E01003593,E30000234,London,-6.197075807721684e-5
E01003594,E30000234,London,-1.0747979115849159e-4
E01003595,E30000234,London,-4.0638897927135274e-5
E01003596,E30000234,London,-3.2982910376640206e-5
E01003597,E30000234,London,-4.321287465763407e-5
E01003598,E30000234,London,-9.84236994949067e-6
E01003599,E30000234,London,-6.938271921232668e-5
E01003600,E30000234,London,2.2238913683924363e-5
E01003601,E30000234,London,-1.812255934988588e-5
E01003602,E30000234,London,-5.038361809225352e-5
E01003603,E30000234,London,2.8955066210120824e-5
E01003604,E30000234,London,-3.202391335599717e-5
E01003605,E30000234,London,-5.5325481716379354e-5
E01003606,E30000234,London,-5.263258319726234e-5
E01003607,E30000234,London,-3.393907047042092e-5
E01003608,E30000234,London,-1.9257794390895494e-5
E01003609,E30000234,London,-5.436341438387984e-5
E01003611,E30000234,London,5.4104641037661235e-6
E01003615,E30000234,London,-7.889959844308535e-5
E01003616,E30000234,London,-7.951619787110821e-5
E01003617,E30000234,London,-1.0432677449093885e-4
E01003618,E30000234,London,-6.324527123017717e-5
E01003619,E30000234,London,-2.988854857663881e-5
E01003621,E30000234,London,-8.574200247315236e-5
E01003622,E30000234,London,-7.038886530940367e-5
E01003623,E30000234,London,-1.0182582943930559e-5
E01003624,E30000234,London,2.013697559295893e-5
E01003625,E30000234,London,-6.918414885920027e-5
E01003626,E30000234,London,-1.1611578549401182e-4
E01003627,E30000234,London,-7.596706912831069e-5
E01003628,E30000234,London,-1.0891165562945066e-4
E01003629,E30000234,London,-3.8886795837293655e-6
E01003630,E30000234,London,1.9494395166079926e-5
E01003631,E30000234,London,-3.464787932362347e-5
E01003632,E30000234,London,1.0461764935914435e-5
E01003633,E30000234,London,-1.7131377104333132e-4
E01003634,E30000234,London,-1.4289659944754818e-4
E01003635,E30000234,London,-7.416757179050533e-5
E01003636,E30000234,London,-2.5526706187044604e-5
E01003637,E30000234,London,-4.8490332854582863e-005
E01003638,E30000234,London,2.9786232914875228e-5
E01003639,E30000234,London,4.1325166146309996e-5
E01003640,E30000234,London,6.13438292051097e-5
E01003641,E30000234,London,-1.0979451484544592e-5
E01003642,E30000234,London,2.832386743111467e-5
E01003643,E30000234,London,3.740903148196839e-5
E01003644,E30000234,London,1.3380405211699492e-5
E01003645,E30000234,London,6.334865899962496e-5
E01003646,E30000234,London,7.942362818927503e-6
E01003647,E30000234,London,1.4551221539050509e-5
E01003648,E30000234,London,1.79494337879892e-5
E01003649,E30000234,London,1.4766054098484577e-6
E01003650,E30000234,London,1.9086016023538507e-5
E01003651,E30000234,London,4.644144660135919e-5
E01003652,E30000234,London,3.484190477665269e-5
E01003653,E30000234,London,-1.1798055613030726e-5
E01003654,E30000234,London,2.368004785165606e-5
E01003655,E30000234,London,2.6473387575556124e-5
E01003656,E30000234,London,-1.5402422802936948e-5
E01003657,E30000234,London,9.789174158001237e-7
E01003658,E30000234,London,-1.3635378451738983e-5
E01003659,E30000234,London,-7.751117385749667e-6
E01003660,E30000234,London,1.3989348630749952e-5
E01003661,E30000234,London,1.4082763687576466e-4
E01003662,E30000234,London,5.5490943757607815e-5
E01003663,E30000234,London,9.088435482185588e-5
E01003664,E30000234,London,1.0398098828147357e-4
E01003665,E30000234,London,5.823242388230127e-5
E01003666,E30000234,London,1.8822062309866862e-4
E01003668,E30000234,London,2.0911946660054603e-6
E01003669,E30000234,London,-3.868491175391779e-6
E01003670,E30000234,London,-8.807283257390307e-6
E01003671,E30000234,London,1.0353989893960832e-5
E01003672,E30000234,London,1.0108326102939796e-4
E01003673,E30000234,London,8.339608769663595e-6
E01003674,E30000234,London,-5.461555127362339e-6
E01003675,E30000234,London,1.5122632344153502e-5
E01003676,E30000234,London,2.738764309271447e-5
E01003677,E30000234,London,3.76708177376296e-5
E01003678,E30000234,London,1.2487529042970569e-5
E01003679,E30000234,London,2.466732020878566e-5
E01003680,E30000234,London,1.7563094010106836e-5
E01003681,E30000234,London,6.050794385261714e-5
E01003682,E30000234,London,2.3868720948726387e-5
E01003683,E30000234,London,-4.185697582305897e-5
E01003684,E30000234,London,-8.599223352636113e-6
E01003685,E30000234,London,5.585100842555452e-6
E01003686,E30000234,London,-2.9887682270278882e-5
E01003688,E30000234,London,-8.343757079123942e-5
E01003689,E30000234,London,1.0372638816593782e-5
E01003690,E30000234,London,6.7227760350103895e-6
E01003691,E30000234,London,2.543533474793925e-5
E01003692,E30000234,London,5.570232668688824e-5
E01003693,E30000234,London,5.29761928204919e-5
E01003694,E30000234,London,8.608142109480253e-6
E01003695,E30000234,London,4.664425738198078e-5
E01003696,E30000234,London,2.494393743524855e-5
E01003697,E30000234,London,6.145823284977225e-5
E01003698,E30000234,London,1.599250245634955e-5
E01003699,E30000234,London,1.840117288803287e-5
E01003700,E30000234,London,7.971894563846499e-5
E01003701,E30000234,London,2.048536258848901e-5
E01003702,E30000234,London,5.671218696790589e-5
E01003703,E30000234,London,6.298860535867485e-5
E01003704,E30000234,London,5.0681703807536676e-5
E01003705,E30000234,London,6.354406927592908e-5
E01003706,E30000234,London,9.946102583984097e-5
E01003707,E30000234,London,4.501414958257941e-5
E01003708,E30000234,London,6.529256853878511e-5
E01003709,E30000234,London,6.385200012835167e-5
E01003710,E30000234,London,3.134093512865125e-5
E01003711,E30000234,London,4.8574426221637695e-5
E01003712,E30000234,London,-5.369475711897468e-6
E01003713,E30000234,London,7.996403870520055e-5
E01003714,E30000234,London,3.1342484184648334e-5
E01003715,E30000234,London,4.732939486513948e-5
E01003716,E30000234,London,6.95857101444198e-5
E01003718,E30000234,London,4.319811638696676e-5
E01003719,E30000234,London,1.1368546745602455e-4
E01003720,E30000234,London,5.188959231338075e-5
E01003721,E30000234,London,1.3579913163809e-5
E01003722,E30000234,London,5.4294607055900914e-5
E01003723,E30000234,London,2.283083284469246e-5
E01003724,E30000234,London,-1.4582263277467173e-5
E01003725,E30000234,London,-1.2188660627282614e-5
E01003726,E30000234,London,4.4341298568001744e-5
E01003727,E30000234,London,-1.9135575761316322e-5
E01003728,E30000234,London,1.049139319677515e-4
E01003729,E30000234,London,-9.243549922640336e-6
E01003730,E30000234,London,-4.7079658895300355e-5
E01003731,E30000234,London,6.0716451191148536e-5
E01003732,E30000234,London,7.235981450836844e-5
E01003733,E30000234,London,-9.424570803741252e-7
E01003734,E30000234,London,-8.009612401293912e-6
E01003735,E30000234,London,1.7657082420691683e-4
E01003736,E30000234,London,7.784848347698305e-5
E01003737,E30000234,London,9.137564707281708e-5
E01003738,E30000234,London,1.2724592278562702e-4
E01003739,E30000234,London,9.819317323492941e-5
E01003740,E30000234,London,8.436444593428493e-5
E01003741,E30000234,London,1.1207823976355446e-4
E01003742,E30000234,London,5.622053232630787e-5
E01003743,E30000234,London,4.624043947192995e-5
E01003744,E30000234,London,3.2221130665317e-6
E01003745,E30000234,London,1.8086130383117395e-5
E01003746,E30000234,London,-3.3177978454691575e-6
E01003747,E30000234,London,4.027774682485814e-6
E01003748,E30000234,London,-1.618617196970624e-5
E01003749,E30000234,London,-8.277712820697775e-6
E01003750,E30000234,London,-2.482175579501968e-6
E01003751,E30000234,London,1.814521020171149e-5
E01003752,E30000234,London,6.290024827122035e-5
E01003753,E30000234,London,2.896843849944117e-5
E01003754,E30000234,London,2.7027028553224073e-6
E01003755,E30000234,London,4.696414683160607e-5
E01003756,E30000234,London,3.7060877449344195e-5
E01003757,E30000234,London,1.7890792906702488e-5
E01003758,E30000234,London,1.822959983066694e-5
E01003759,E30000234,London,-2.1005926567434072e-6
E01003760,E30000234,London,5.296277884850775e-7
E01003761,E30000234,London,-6.089346627293201e-5
E01003762,E30000234,London,7.631624398661419e-6
E01003763,E30000234,London,2.0413624229192312e-5
E01003764,E30000234,London,-1.1616830623207251e-5
E01003765,E30000234,London,6.637185872451854e-6
E01003766,E30000234,London,2.2633742414729938e-5
E01003767,E30000234,London,-3.0426064261222492e-5
E01003768,E30000234,London,1.1891232847061233e-4
E01003769,E30000234,London,-1.8286840482005886e-5
E01003770,E30000234,London,2.1504902610991965e-4
E01003771,E30000234,London,7.079558822674025e-5
E01003772,E30000234,London,5.163450799961235e-5
E01003773,E30000234,London,7.460797790792887e-5
E01003774,E30000234,London,6.046486749397437e-6
E01003775,E30000234,London,3.0325837001275735e-6
E01003776,E30000234,London,-1.1865793868998109e-5
E01003777,E30000234,London,-4.9519606145264825e-6
E01003778,E30000234,London,2.6924409839372944e-6
E01003779,E30000234,London,-5.97987684476599e-6
E01003780,E30000234,London,8.090009760779352e-6
E01003781,E30000234,London,2.970552295862084e-5
E01003782,E30000234,London,-4.113109175504738e-5
E01003783,E30000234,London,7.884763293134373e-5
E01003784,E30000234,London,-2.161017835297088e-5
E01003785,E30000234,London,-4.64939131400178e-5
E01003786,E30000234,London,4.223434444538189e-5
E01003787,E30000234,London,2.1907874353037962e-5
E01003788,E30000234,London,-1.2436540222984674e-5
E01003789,E30000234,London,9.04415833532695e-6
E01003790,E30000234,London,1.213139857976271e-5
E01003791,E30000234,London,1.1844853706611788e-5
E01003792,E30000234,London,-2.720459612687248e-5
E01003793,E30000234,London,1.1670237080707254e-5
E01003794,E30000234,London,-2.7437938825679986e-5
E01003795,E30000234,London,-5.841034796737303e-6
E01003796,E30000234,London,-5.5794201795187875e-5
E01003797,E30000234,London,-2.511898600375374e-7
E01003798,E30000234,London,1.4674711724792995e-5
E01003799,E30000234,London,7.306724343773209e-6
E01003800,E30000234,London,-4.038181375596721e-5
E01003801,E30000234,London,3.524861228018346e-6
E01003802,E30000234,London,4.657564618506659e-6
E01003803,E30000234,London,-9.721263290711948e-5
E01003804,E30000266,Slough and Heathrow,-1.1779327322235635e-4
E01003805,E30000266,Slough and Heathrow,-1.528509804251779e-5
E01003806,E30000266,Slough and Heathrow,-4.62492917063369e-5
E01003807,E30000266,Slough and Heathrow,9.29316434479608e-6
E01003808,E30000234,London,2.178311185556758e-5
E01003809,E30000266,Slough and Heathrow,-4.2123870823805186e-5
E01003810,E30000266,Slough and Heathrow,9.422641590313787e-6
E01003811,E30000266,Slough and Heathrow,4.222397442999696e-6
