dz_2011,year,pop_total,pop_workingage,pop_incomedeprived,simd_score
S01006916,2012,846,538,15,6.42501389482182
S01006917,2004,761,501,22,7.226303948
S01006917,2006,1065,715,28,7.7315780504
S01006917,2009,1721,1088,50,7.1896804665293
S01006917,2012,1898,1150,50,6.79877519079661
S01006918,2004,761,501,22,7.226303948
S01006918,2006,1065,715,28,7.7315780504
S01006918,2009,1721,1088,50,7.1896804665293
S01006918,2012,1898,1150,50,6.79877519079661
S01006919,2004,757.333333333333,499.666666666667,29.3333333333333,6.95711919283333
S01006919,2006,830.666666666667,539.333333333333,30,7.37657969496667
S01006919,2009,887.333333333333,566,25,6.78272626395439
S01006919,2012,935.333333333333,583.333333333333,28.3333333333333,7.87061372262168
S01006920,2004,795.666666666667,518.166666666667,44.5,9.01478469546667
S01006920,2006,914.166666666667,555.833333333333,36,9.026836813
S01006920,2009,1020,620.166666666667,45,9.1444835211041
S01006920,2012,1190.66666666667,715.5,55,9.9240651853466
S01006921,2004,944,584,27,4.4323475243
S01006921,2006,1165,725,36,5.9337834375
S01006921,2009,1500,931,45,5.41522312907609
S01006921,2012,1574,923,55,5.7353242209726
S01006922,2004,759.769230769231,500.384615384615,21.6923076923077,6.9561099136
S01006922,2006,1026.38461538462,689.307692307692,27.8461538461538,7.50243462701538
S01006922,2009,1589.92307692308,1008.30769230769,44.6153846153846,6.88802525570583
S01006922,2012,1736.15384615385,1055.84615384615,44.6153846153846,6.74127345295433
S01006923,2004,944,584,27,4.4323475243
S01006923,2006,1165,725,36,5.9337834375
S01006923,2009,1500,931,45,5.41522312907609
S01006923,2012,1574,923,55,5.7353242209726
S01006924,2004,766,505,48,9.9312721297
S01006924,2006,864,522,36,9.6454474881
S01006924,2009,924,558,45,9.8903355995097
S01006924,2012,1114,674,55,10.7618133782214
S01006925,2004,920,634,25,6.8338016627
S01006925,2006,923,628,24,6.95167835
S01006925,2009,931,610,25,6.63490595460671
S01006925,2012,962,615,35,6.77395500640093
S01006926,2004,677,453,30,8.2501221315
S01006926,2006,860,558,34,9.254545635
S01006926,2009,1547,1019,65,8.11366146719375
S01006926,2012,1890,1213,65,7.93606575106689
S01006927,2004,798.25,520.25,44.5,9.770917062225
S01006927,2006,859.75,527.25,42.75,10.6600429438
S01006927,2009,1122,693.25,61.25,10.3545995771683
S01006927,2012,1333.75,822.75,65,10.7061412165762
S01006928,2004,729.9,493.7,33.05,8.194087468545
S01006928,2006,869.35,571.25,34.8,8.97018034384
S01006928,2009,1302.05,852.6,54.75,8.06850522294119
S01006928,2012,1511.85,969.55,54,8.07227745491249
S01006929,2004,798.333333333333,495.333333333333,26.0833333333333,6.43262192945833
S01006929,2006,946,599.25,39.6666666666667,7.47409955615
S01006929,2009,1072.41666666667,677.333333333333,35.8333333333333,5.71690081461507
S01006929,2012,1113.75,718.25,35,5.50766789809505
S01006930,2004,1030,727,9,2.017056954
S01006930,2006,981,723,13,3.2229077664
S01006930,2009,942,674,15,1.98353561420902
S01006930,2012,920,647,10,1.92156412893665
S01006931,2004,548.833333333333,323,39.75,10.98133139675
S01006931,2006,861.333333333333,534.25,48.1666666666667,10.1140222736083
S01006931,2009,1234.41666666667,765.166666666667,60.4166666666667,9.17501522755741
S01006931,2012,1464.08333333333,916.916666666667,54.5833333333333,8.70025694022558
S01006932,2004,653,388,39.3333333333333,8.7786745175
S01006932,2006,848.333333333333,518,58.6666666666667,9.96548579126667
S01006932,2009,1063.66666666667,646.333333333333,53.3333333333333,7.92484849102741
S01006932,2012,1148.33333333333,723.333333333333,55,7.88014374464923
S01006933,2004,743,512.333333333333,2.33333333333333,2.32407304095
S01006933,2006,702.666666666667,493.833333333333,8,3.35814247223333
S01006933,2009,675.666666666667,475.666666666667,8.33333333333333,2.22893389166825
S01006933,2012,657,464.666666666667,7.5,1.73353787172492
S01006934,2004,512,312.6,32.6,10.971643345
S01006934,2006,825.8,528.4,35.6,9.38216626212
S01006934,2009,1216,770.8,55,9.01623800697566
S01006934,2012,1483.8,936.2,47,8.27397897130379
S01006935,2004,836.666666666667,562,1.5,1.25627035416667
S01006935,2006,793.5,535.5,24.6666666666667,3.54599770115
S01006935,2009,750.333333333333,491.5,10.8333333333333,1.71533876000786
S01006935,2012,752.5,489.5,10,1.68796773743133
S01006936,2004,744,501.5,9,2.11475551968333
S01006936,2006,730.5,480.833333333333,15,4.47629944995
S01006936,2009,757.166666666667,474.5,15.8333333333333,3.29361035033468
S01006936,2012,743.833333333333,447.666666666667,20.8333333333333,3.97468817552125
S01006937,2004,801.222222222222,548,16.6666666666667,3.41445493846667
S01006937,2006,778.888888888889,523.666666666667,14.4444444444444,3.44610174616667
S01006937,2009,781.111111111111,514.333333333333,15,2.76466257423993
S01006937,2012,743.888888888889,486,11.1111111111111,2.72402966126817
S01006938,2004,715.142857142857,473.857142857143,24.7142857142857,5.31161203922857
S01006938,2006,684.857142857143,446.428571428571,24.8571428571429,6.43845436042857
S01006938,2009,671.285714285714,443.571428571429,30.7142857142857,5.99669158732723
S01006938,2012,657.857142857143,428.428571428571,27.1428571428571,5.01688001172567
S01006939,2004,707,476,0,2.4910658296
S01006939,2006,677,467,6,3.7716058539
S01006939,2009,655,432,10,3.07249524662176
S01006939,2012,645,429,5,2.80311966635116
S01006940,2004,980.5,677.25,13,2.5841275036625
S01006940,2006,911.875,616.125,20.5,4.75256374335
S01006940,2009,933.875,624.375,19.375,3.5165780502773
S01006940,2012,894.25,599.375,20,2.92308760087497
S01006941,2004,667.5,408.9,39.2,7.94728191646
S01006941,2006,774.7,473.4,41.7,8.45347248447
S01006941,2009,903.3,540,41,6.96638151327842
S01006941,2012,949.9,584.2,39,6.58100361642779
S01006942,2004,777.428571428571,496.714285714286,18.5714285714286,7.27229565971428
S01006942,2006,961.571428571428,619,16.5714285714286,6.7465870721
S01006942,2009,1149.85714285714,738.857142857143,38.5714285714286,6.48754214982204
S01006942,2012,1279.71428571429,811.142857142857,28.5714285714286,5.98523816364827
S01006943,2004,555.090909090909,330.454545454545,38.6363636363636,10.6705776251
S01006943,2006,836.454545454545,520.545454545455,44.3636363636364,9.7954899834
S01006943,2009,1175.54545454545,728.545454545455,56.3636363636364,8.91248934775865
S01006943,2012,1387.45454545455,868.545454545455,50.4545454545455,8.34010620435561
S01006944,2004,1002,642,13,4.5044920085
S01006944,2006,1088,691,11,5.276572226
S01006944,2009,1113,711,30,4.7009429481288
S01006944,2012,1113,704,20,4.56379807485249
S01006945,2004,795.625,531.25,4.875,4.1611648951375
S01006945,2006,808.125,544.5,10.875,5.3139901603875
S01006945,2009,810.75,540.125,17.5,4.43169588802425
S01006945,2012,809.5,537.625,15.625,4.03410145832241
S01006946,2004,719,481.888888888889,22.4444444444444,7.2252783603
S01006946,2006,763.666666666667,507.444444444444,20.2222222222222,6.84992767012222
S01006946,2009,810.333333333333,541.666666666667,36.1111111111111,8.09159798874411
S01006946,2012,963,636.888888888889,28.3333333333333,8.43848028462342
S01006947,2004,676.6,462.5,15.6,5.36493134041
S01006947,2006,754.3,496.8,24.3,6.85692591739
S01006947,2009,767,507.1,29.5,6.70761448941471
S01006947,2012,800.6,530.8,18.5,7.38685408984287
S01006948,2004,791.166666666667,517.916666666667,20.9166666666667,6.437334190375
S01006948,2006,792.583333333333,497.166666666667,37.3333333333333,9.22521604838333
S01006948,2009,811.916666666667,511.5,49.1666666666667,9.61204413478717
S01006948,2012,910,566.666666666667,37.0833333333333,9.57263681391069
S01006949,2004,629.8,423,9,7.09219541166
S01006949,2006,671.8,444.2,16.6,7.0825277688
S01006949,2009,722,484.4,22,7.8023552677912
S01006949,2012,733,466,11,7.69888367013618
S01006950,2004,726.2,472.4,23.6,7.5607392216
S01006950,2006,777.6,504,23.6,7.82722587698
S01006950,2009,865.2,562.6,51,9.71826097070142
S01006950,2012,1099.2,720.6,43,9.97330530068652
S01006951,2004,726.545454545455,476.727272727273,21.0909090909091,7.17276636012727
S01006951,2006,737.272727272727,478.454545454545,26.0909090909091,8.10513135060909
S01006951,2009,811.727272727273,526.363636363636,46.8181818181818,9.74783642986642
S01006951,2012,1005.18181818182,648.818181818182,39.5454545454545,9.99169495371812
S01006952,2004,872.5,604.5,36.0714285714286,8.67319056586429
S01006952,2006,832.428571428571,558.785714285714,35.1428571428571,9.47019548275
S01006952,2009,866.785714285714,566,42.5,9.73652525992632
S01006952,2012,973.571428571428,628.214285714286,49.2857142857143,10.9182412506895
S01006953,2004,759.727272727273,513.181818181818,12.8181818181818,6.73243905117273
S01006953,2006,919.181818181818,615.545454545455,19,7.57372362624545
S01006953,2009,950.454545454545,624.909090909091,33.1818181818182,7.4112226269311
S01006953,2012,1016.45454545455,666.272727272727,26.8181818181818,6.98699758280573
S01006954,2004,843.692307692308,602.692307692308,18.5384615384615,7.18346673230769
S01006954,2006,998.615384615385,691.615384615385,35.8461538461538,8.53713418590769
S01006954,2009,1135.69230769231,763.384615384615,46.1538461538462,7.87873863798981
S01006954,2012,1168.07692307692,760,45.3846153846154,8.53468562405482
S01006955,2004,574,381,51,11.020540821
S01006955,2006,586,407,60,14.751581706
S01006955,2009,603,396,60,13.0273769917032
S01006955,2012,609,399,50,12.0402794113849
S01006956,2004,785.333333333333,563,7.22222222222222,6.29436054724444
S01006956,2006,1039.33333333333,724.777777777778,34,7.98606872342222
S01006956,2009,1239.11111111111,840.888888888889,51.1111111111111,7.41982954611727
S01006956,2012,1274.77777777778,835.555555555556,43.3333333333333,7.59616284933571
S01006957,2004,734.909090909091,472.363636363636,23.5454545454545,7.8372798137
S01006957,2006,850.818181818182,540.181818181818,23.6363636363636,7.95580833345455
S01006957,2009,908,587.454545454545,49.5454545454545,8.94948803883167
S01006957,2012,1073.90909090909,704.454545454545,36.3636363636364,8.80709100133516
S01006958,2004,938.875,583.75,31.5,5.887341669
S01006958,2006,897.125,543.875,32.75,5.74981894845
S01006958,2009,894.125,538.75,34.375,4.94100781370047
S01006958,2012,864.625,505.75,32.5,5.42166715709965
S01006959,2004,724.111111111111,375.666666666667,73.3333333333333,8.69597233988889
S01006959,2006,655.333333333333,345.777777777778,95.1111111111111,16.4280728407556
S01006959,2009,622.666666666667,322,92.2222222222222,16.492826242193
S01006959,2012,637.888888888889,340.666666666667,105.555555555556,18.7332764152966
S01006960,2004,592.230769230769,407.923076923077,13.7692307692308,7.39107284254615
S01006960,2006,1522.46153846154,1070.92307692308,42,7.58701454295385
S01006960,2009,2020.38461538462,1352.69230769231,60.7692307692308,7.14817416127123
S01006960,2012,2189.61538461538,1439.92307692308,68.4615384615385,8.0449581002129
S01006961,2004,613.538461538462,419.615384615385,19.1538461538462,8.3285947105
S01006961,2006,1541.30769230769,1080.07692307692,46,8.24933435407692
S01006961,2009,2037.23076923077,1358.07692307692,66.5384615384615,8.011463947327
S01006961,2012,2206.30769230769,1442.53846153846,73.8461538461539,8.9568068960454
S01006962,2004,782,480,20,2.8482543561
S01006962,2006,826,500,14,2.957972042
S01006962,2009,815,472,25,3.2505754550016
S01006962,2012,834,491,20,3.45817463622424
S01006963,2004,778.625,541.125,22.375,3.1325123524375
S01006963,2006,727.5,493.25,17.125,3.905031455875
S01006963,2009,697.25,474,24.375,3.55514812364116
S01006963,2012,676.25,461.75,35,5.67347910843095
S01006964,2004,770.833333333333,534.333333333333,26.8333333333333,5.412615452
S01006964,2006,722.166666666667,517.833333333333,23.8333333333333,5.8978471635
S01006964,2009,692.666666666667,493,27.5,6.18236382877953
S01006964,2012,638,463.166666666667,25,7.79762358863071
S01006965,2004,570,367,14,4.7854255645
S01006965,2006,559,353,19,5.6119695705
S01006965,2009,536,331,15,4.52114115727673
S01006965,2012,499,313,20,5.99138436542276
S01006966,2004,662.166666666667,420.333333333333,65.8333333333333,11.8707258659167
S01006966,2006,811.166666666667,537.833333333333,72.1666666666667,13.5072812577
S01006966,2009,906.166666666667,579.333333333333,70,12.1616236998789
S01006966,2012,917,581.333333333333,71.6666666666667,13.7819337429589
S01006967,2004,692.5,450,21.8333333333333,5.53238355366667
S01006967,2006,631.5,419,12.8333333333333,5.11255314358333
S01006967,2009,621.833333333333,415.5,15.8333333333333,4.50714639324348
S01006967,2012,610.666666666667,408.333333333333,24.1666666666667,5.54575235909832
S01006968,2004,653.555555555556,414.777777777778,31.1111111111111,6.30402824712222
S01006968,2006,628.777777777778,395.888888888889,34.1111111111111,6.99944393492222
S01006968,2009,602.222222222222,366.111111111111,37.2222222222222,7.4893411135325
S01006968,2012,598.777777777778,361.888888888889,40,7.54474661001486
S01006969,2004,965.375,586.875,59.75,7.1192918602375
S01006969,2006,904.75,534,54.375,7.619843048075
S01006969,2009,842,484,55.625,7.98670509048242
S01006969,2012,865.875,508.125,64.375,8.36801635121354
S01006970,2004,662.8,432,15.2,3.44564012846
S01006970,2006,673.4,436.2,18,4.3882283588
S01006970,2009,688.4,454,18,3.62916103568361
S01006970,2012,682.8,455,14,3.50359038822175
S01006971,2004,571,322.222222222222,47.4444444444444,7.48147087694444
S01006971,2006,701.111111111111,431.111111111111,60.3333333333333,10.9953208351889
S01006971,2009,755,460,59.4444444444444,10.6700671379593
S01006971,2012,762.444444444444,464.555555555556,64.4444444444444,11.7089840593895
S01006972,2004,578,384,11,6.3850528687
S01006972,2006,571,382,12,7.3223558566
S01006972,2009,572,384,15,7.60085961686961
S01006972,2012,597,391,10,7.54745390228139
S01006973,2004,744.4,508.8,25.4,6.10966086694
S01006973,2006,727.8,489.2,16,7.01892906188
S01006973,2009,720.8,474.4,11,7.19276014033472
S01006973,2012,733.8,470.2,26,8.14313318956288
S01006974,2004,801.5,533,24.9,6.3815591637
S01006974,2006,770.8,519.5,23.8,8.40202641604
S01006974,2009,784.4,522.4,32.5,8.42906142546053
S01006974,2012,787.3,523.4,27.5,8.02868408248113
S01006975,2004,918.666666666667,619,52.4444444444444,11.4703696852222
S01006975,2006,931.888888888889,637.222222222222,46.8888888888889,12.0384904671111
S01006975,2009,945.444444444444,636.444444444444,60.5555555555556,12.4105557878651
S01006975,2012,956.666666666667,645.333333333333,32.2222222222222,10.0269667663949
S01006976,2004,573,397,15,8.2786110755
S01006976,2006,1672,1182,48,8.4170718662
S01006976,2009,2257,1511,70,8.05344903501567
S01006976,2012,2457,1613,80,9.15898993327228
S01006977,2004,617.823529411765,430.176470588235,29.4705882352941,9.67147378355882
S01006977,2006,1337.05882352941,936.705882352941,44.4705882352941,8.77436067436471
S01006977,2009,1721.94117647059,1149.94117647059,68.2352941176471,9.29338355212465
S01006977,2012,1864.41176470588,1221.58823529412,69.4117647058823,9.83545615808019
S01006978,2004,790,495,50,9.9448134137
S01006978,2006,805,508,41,8.5693967107
S01006978,2009,865,569,55,10.3508966688136
S01006978,2012,870,547,35,9.57569231758505
S01006979,2004,813.727272727273,514.636363636364,33.3636363636364,7.36461765490909
S01006979,2006,784,507.727272727273,33.8181818181818,7.7248186807
S01006979,2009,757.454545454545,480,47.7272727272727,9.47103149034458
S01006979,2012,803.181818181818,493.818181818182,40.9090909090909,9.32170921098199
S01006980,2004,871,584,20,6.865156138
S01006980,2006,840,579,30,7.8079095032
S01006980,2009,865,578,35,8.07678377490442
S01006980,2012,884,567,25,7.59467508831776
S01006981,2004,787,528,24,8.386123547
S01006981,2006,800,556,38,9.2892953315
S01006981,2009,793,543,30,8.89826850773057
S01006981,2012,789,528,25,8.61890529101204
S01006982,2004,672,428,36.2222222222222,7.92401535061111
S01006982,2006,822.444444444444,528.666666666667,37.4444444444444,7.05507424155556
S01006982,2009,874.555555555556,563.555555555556,35,6.79801627484369
S01006982,2012,869.666666666667,547,36.1111111111111,7.46154282941307
S01006983,2004,726.625,474.875,33.375,9.031289549375
S01006983,2006,739.375,490,26.875,8.5633871356
S01006983,2009,700.5,461.125,30.625,8.89843771155307
S01006983,2012,706.625,452.375,30,9.55666152499493
S01006984,2004,657.285714285714,446.571428571429,17,8.37734356682857
S01006984,2006,667.285714285714,430.285714285714,24.4285714285714,9.00950831751429
S01006984,2009,697,455.857142857143,14.2857142857143,7.32415702118621
S01006984,2012,715.142857142857,468.142857142857,18.5714285714286,7.56532238994719
S01006985,2004,948.916666666667,586.166666666667,39.1666666666667,6.1358166604
S01006985,2006,955.083333333333,584.083333333333,47.6666666666667,5.5616010179
S01006985,2009,1050.16666666667,655.916666666667,56.6666666666667,5.33727789940156
S01006985,2012,1131.66666666667,714.333333333333,55.8333333333333,5.97571066629805
S01006986,2004,998,586,48,5.420745916
S01006986,2006,968,578,73,6.7602817575
S01006986,2009,1122,652,65,5.54895383762373
S01006986,2012,1285,788,90,7.32238937964877
S01006987,2004,889.333333333333,538.333333333333,36.3333333333333,5.8139538523
S01006987,2006,871.666666666667,531.666666666667,55.3333333333333,6.8127737647
S01006987,2009,1041.33333333333,622.333333333333,63.3333333333333,7.04410943225482
S01006987,2012,1293.33333333333,814.666666666667,81.6666666666667,8.06736420372041
S01006988,2004,727.5,472.166666666667,18.1666666666667,6.51898059591667
S01006988,2006,735,468.666666666667,25.1666666666667,6.61930583256667
S01006988,2009,913.333333333333,582,59.1666666666667,9.0736753274153
S01006988,2012,1270.83333333333,835.333333333333,62.5,8.8027895230753
S01006989,2004,904,607,17,5.3363452075
S01006989,2006,937,661,17,6.0554186382
S01006989,2009,1022,686,20,6.19155648149182
S01006989,2012,1053,681,20,6.08021220404402
S01006990,2004,712.75,460.875,17.375,6.4529167487875
S01006990,2006,715.125,456.375,26.625,6.8980732764
S01006990,2009,910.25,574.125,60.625,9.47373727353034
S01006990,2012,1306.875,858,68.125,9.27794829283682
S01006991,2004,525.833333333333,302,55,12.1144698458333
S01006991,2006,506,287.333333333333,50.8333333333333,16.3971451786
S01006991,2009,504.5,298.166666666667,45.8333333333333,11.3420102823931
S01006991,2012,516.333333333333,311,48.3333333333333,12.473385117778
S01006992,2004,591.142857142857,399.142857142857,21,9.86525306184286
S01006992,2006,602.571428571429,412.142857142857,19,9.3080106478
S01006992,2009,623,420.857142857143,22.1428571428571,9.18196682147054
S01006992,2012,692.285714285714,473.285714285714,22.8571428571429,9.60985345952403
S01006993,2004,597.666666666667,398.5,29,12.6270615201667
S01006993,2006,628,400,37.1666666666667,12.7796424306667
S01006993,2009,635.333333333333,400,40,12.7820196381468
S01006993,2012,629,410.5,30.8333333333333,12.0411779869405
S01006994,2004,565,376,19.8,10.4299584316
S01006994,2006,574,391.2,22,12.58636174198
S01006994,2009,588.4,401.6,19,10.2962043805475
S01006994,2012,583,413.2,19,12.0289842424103
S01006995,2004,633.5,407.375,38.125,9.6834363968125
S01006995,2006,655.25,399.125,29.5,9.3829582569
S01006995,2009,656,397.625,34.375,10.0119924405071
S01006995,2012,765.625,465,43.75,10.6517812420782
S01006996,2004,552.833333333333,329.166666666667,31.3333333333333,8.1163423445
S01006996,2006,531.333333333333,309.5,26.6666666666667,8.35804795751667
S01006996,2009,625,372,30.8333333333333,8.57543930631208
S01006996,2012,676,408.666666666667,37.5,9.69709609080783
S01006997,2004,601,391,18,8.0562972897
S01006997,2006,677,433,17,7.1591450348
S01006997,2009,699,454,20,7.50490773238835
S01006997,2012,771,501,20,7.6679984242681
S01006998,2004,842.7,523.8,36.8,10.6717125627
S01006998,2006,824.6,505.1,43.2,10.6847927455
S01006998,2009,884.3,558,45,9.1633551212277
S01006998,2012,1048,668,41,9.66249568591884
S01006999,2004,641.5,423.5,28.125,12.752682048625
S01006999,2006,706.5,466.625,39.5,14.037229950125
S01006999,2009,685.5,437.875,41.875,13.8598369151497
S01006999,2012,713.25,446.5,26.875,12.0832917808151
S01007000,2004,681,390.636363636364,54.4545454545455,11.5247558039091
S01007000,2006,705.272727272727,400.090909090909,59.7272727272727,12.7799977033636
S01007000,2009,768.454545454545,447.636363636364,46.8181818181818,10.3347852167144
S01007000,2012,871.090909090909,524.818181818182,49.0909090909091,10.4669986742425
S01007001,2004,717.3,388.4,69.4,10.04176207405
S01007001,2006,746.4,393.6,63.6,11.0987033628
S01007001,2009,864.7,486.8,52,9.09580740819938
S01007001,2012,917.1,529.4,52.5,9.12653090565946
S01007002,2004,781.4,463,62.6,11.599522802
S01007002,2006,837,518.4,58.8,12.7311189568
S01007002,2009,887.8,547,69,12.3447650244899
S01007002,2012,1045.8,630.6,57,12.5934830087559
S01007003,2004,781.8,480.6,52.4,10.7494706754
S01007003,2006,832.6,525.8,53.8,12.666098693
S01007003,2009,879.8,542.2,63,12.0398837951848
S01007003,2012,1042.6,630.8,50,12.2935281341484
S01007004,2004,772.625,482.75,45.375,12.5879890570625
S01007004,2006,794.25,504.5,44.875,12.5305708179
S01007004,2009,804.625,524.75,48.75,12.6739405758656
S01007004,2012,774,498.25,38.125,12.0583311622703
S01007005,2004,809.75,524.875,28.875,9.2339435358375
S01007005,2006,865,577.5,30.125,7.998721362125
S01007005,2009,894,588.5,29.375,7.92587979301486
S01007005,2012,896.125,576.25,27.5,7.8251852383015
S01007006,2004,852.5,504,95,17.53499580575
S01007006,2006,807.75,482.25,85.75,18.450302647
S01007006,2009,859.375,514,95.625,17.2510971602741
S01007006,2012,805.625,496.75,81.25,17.0633868383416
S01007007,2004,741,476,68,14.960093732
S01007007,2006,803,516,49,13.478801462
S01007007,2009,832,502,75,14.5306110363231
S01007007,2012,859,528,50,13.0705944834823
S01007008,2004,1035,519,153,15.152749274
S01007008,2006,1025,548,142,16.559434292
S01007008,2009,1047,603,145,15.8949117486012
S01007008,2012,981,565,125,16.2327467500085
S01007009,2004,970.083333333333,565.5,88.1666666666667,10.4096479865083
S01007009,2006,953.25,556.666666666667,100.25,14.7604337345667
S01007009,2009,963.666666666667,557.75,99.5833333333333,13.2128240275406
S01007009,2012,969.25,569,78.3333333333333,13.5060797773234
S01007010,2004,892.625,447.75,65.25,6.0623885685875
S01007010,2006,853.375,417,79.375,8.56390345695
S01007010,2009,830.25,436.375,66.875,7.31308427203201
S01007010,2012,839.875,455.75,55,7.18688436184435
S01007011,2004,864.8,477,113.6,16.60662003302
S01007011,2006,838.4,463.4,113.2,17.93376926956
S01007011,2009,821,457.6,128,16.9608466493852
S01007011,2012,805.2,454.4,114,17.1162824434021
S01007012,2004,820.428571428571,445.571428571429,152.857142857143,20.5521912378571
S01007012,2006,812.857142857143,449.142857142857,157.142857142857,21.8669025737143
S01007012,2009,798.142857142857,452.285714285714,152.142857142857,22.7176662089531
S01007012,2012,768.857142857143,432.571428571429,132.857142857143,24.0085454701463
S01007013,2004,610.636363636364,401.636363636364,73.2727272727273,16.1236580706818
S01007013,2006,795.090909090909,494,61.9090909090909,14.4105418295455
S01007013,2009,824.636363636364,497.363636363636,104.090909090909,16.2458486928602
S01007013,2012,867.454545454545,523.636363636364,67.7272727272727,14.720090866323
S01007014,2004,725.636363636364,440.181818181818,41.6363636363636,10.6109683930727
S01007014,2006,760.636363636364,447.818181818182,34.3636363636364,10.2800457237091
S01007014,2009,827.454545454545,487.090909090909,37.2727272727273,9.15552203498017
S01007014,2012,974.818181818182,578.454545454545,41.3636363636364,10.0185880350861
S01007015,2004,659.666666666667,404.833333333333,52.5,12.7600662573333
S01007015,2006,668.333333333333,422.666666666667,35.5,13.6752842238333
S01007015,2009,670.5,424.666666666667,62.5,15.2219678597652
S01007015,2012,693.666666666667,440.333333333333,44.1666666666667,14.1628930017594
S01007016,2004,799,551,30,11.070579638
S01007016,2006,884,581,47,13.858151697
S01007016,2009,848,531,45,13.4072132456916
S01007016,2012,882,544,30,12.1326620509521
S01007017,2004,1067.5,585.2,111.5,10.89570148554
S01007017,2006,1026.6,566.7,102.1,11.71448974459
S01007017,2009,1029.6,573,103,12.9034561260667
S01007017,2012,1024.9,599.8,98.5,14.3935560032715
S01007018,2004,907.2,513.4,46.6,7.59041970908
S01007018,2006,928.9,512.3,52.9,7.48619218333
S01007018,2009,935.1,519.3,53.5,8.34057020948762
S01007018,2012,964.8,542.1,53,9.06679330993502
S01007019,2004,737.555555555556,433.111111111111,65.4444444444444,10.2715360808
S01007019,2006,708.111111111111,413.222222222222,63.6666666666667,12.5807834294444
S01007019,2009,728.444444444444,415.555555555556,77.2222222222222,13.4624408313511
S01007019,2012,731.444444444444,428.444444444444,77.7777777777778,15.3358808940305
S01007020,2004,701.384615384615,425.461538461538,80.9230769230769,12.3342966918154
S01007020,2006,764.384615384615,457.230769230769,74.2307692307692,13.4581471390769
S01007020,2009,802.615384615385,471.538461538462,89.6153846153846,13.4962636612612
S01007020,2012,847.769230769231,504.923076923077,73.0769230769231,13.3947497096374
S01007021,2004,933.083333333333,523.583333333333,74.8333333333333,8.90438482849167
S01007021,2006,927.166666666667,491.666666666667,82.5,10.8108242895833
S01007021,2009,904.416666666667,472.666666666667,91.6666666666667,10.5327220734024
S01007021,2012,889.833333333333,480.5,77.0833333333333,11.376888810507
S01007022,2004,657.714285714286,424.428571428571,77.1428571428571,15.5711140490714
S01007022,2006,843,518.285714285714,64.2857142857143,14.1559972244286
S01007022,2009,855.285714285714,512.285714285714,104.285714285714,16.1310118616187
S01007022,2012,880.428571428571,532.142857142857,69.2857142857143,14.9484951156344
S01007023,2004,648.833333333333,388.666666666667,79.6666666666667,16.8171851071667
S01007023,2006,672.833333333333,408.666666666667,54.8333333333333,15.3738348196667
S01007023,2009,662.333333333333,380.166666666667,80,15.7695493130966
S01007023,2012,644.833333333333,377.5,48.3333333333333,13.5819947384614
S01007024,2004,971,593.222222222222,100.777777777778,16.3574810866667
S01007024,2006,1009.33333333333,603,77.1111111111111,15.8193136994444
S01007024,2009,997.222222222222,589.222222222222,94.4444444444444,15.6426229458529
S01007024,2012,1018.44444444444,582.777777777778,66.1111111111111,14.4581955251646
S01007025,2004,883.818181818182,472.909090909091,106.181818181818,13.2898369662727
S01007025,2006,885.363636363636,488.636363636364,108.363636363636,16.1052938997273
S01007025,2009,908.545454545455,491.727272727273,152.272727272727,18.6352452282499
S01007025,2012,866.818181818182,484.363636363636,99.5454545454545,16.583816832854
S01007026,2004,798.9,433.6,79.3,11.9696382421
S01007026,2006,783.1,428.5,83.3,15.5812498076
S01007026,2009,807.4,436.8,101.5,14.0066218824984
S01007026,2012,768.3,426.8,80,13.6401712593808
S01007027,2004,981.272727272727,577.090909090909,96.6363636363637,15.9688197674545
S01007027,2006,1006.45454545455,578.363636363636,109.090909090909,16.9550760118182
S01007027,2009,1050.09090909091,593.545454545455,130.909090909091,16.5856303490333
S01007027,2012,1066.27272727273,598.363636363636,107.727272727273,15.2307289616951
S01007028,2004,904.090909090909,571.363636363636,70.6363636363636,17.4808946707273
S01007028,2006,928.181818181818,583.181818181818,87.6363636363636,15.2719843037273
S01007028,2009,976.818181818182,580.454545454545,102.727272727273,14.4972973368254
S01007028,2012,983.272727272727,548.272727272727,83.1818181818182,14.0777790248761
S01007029,2004,1010,618,77,13.768387137
S01007029,2006,1056,629,93,16.459046874
S01007029,2009,1103,661,110,15.233476865158
S01007029,2012,1122,642,80,14.5633483794006
S01007030,2004,954.5,565.5,84.5,13.911427675125
S01007030,2006,996.75,585.125,94.125,16.978396453125
S01007030,2009,1017.875,606.625,111.875,16.7180304049185
S01007030,2012,1018.5,592.875,81.875,16.7945428249114
S01007031,2004,862,478,97,14.149828572
S01007031,2006,898,512,96,17.843979085
S01007031,2009,876,516,115,19.1922863045192
S01007031,2012,846,511,85,20.5132002340962
S01007032,2004,974.538461538462,581,128.692307692308,14.8604388181538
S01007032,2006,914.384615384615,528,140.769230769231,22.7988416953077
S01007032,2009,878.692307692308,501.615384615385,168.846153846154,26.0687959407922
S01007032,2012,843.230769230769,488.538461538461,131.153846153846,23.7677521820902
S01007033,2004,841.6,511.8,131,17.3873335922
S01007033,2006,802.6,483.2,112.6,18.7380042188
S01007033,2009,783.2,461,126,19.0059895254467
S01007033,2012,754.8,433.2,106,18.093345400977
